Variant	N
MAT2B (downstream_gene_variant)	9
MICU1 (intron_variant)	9
ERCC4 (3_prime_UTR_variant)	9
AC010401.2 (upstream_gene_variant)	9
ASCC1 (5_prime_UTR_variant)	9
BFAR (upstream_gene_variant)	9
MAT2B (upstream_gene_variant)	9
NUDCD2 (downstream_gene_variant)	9
CCNG1 (non_coding_transcript_exon_variant)	9
VSIR (upstream_gene_variant)	9
VPS35L (splice_acceptor_variant&intron_variant)	9
CNOT8 (downstream_gene_variant)	9
AC139256.2 (upstream_gene_variant)	9
KXD1 (5_prime_UTR_variant)	9
PPP1R2B (missense_variant)	9
KXD1 (intron_variant)	9
CCP110 (downstream_gene_variant)	9
GATAD2A (3_prime_UTR_variant)	9
PCBD1 (downstream_gene_variant)	9
SUGP1 (upstream_gene_variant)	9
CEP57L1P1 (non_coding_transcript_exon_variant)	9
AC011342.1 (downstream_gene_variant)	9
TMEM14DP-TET1 (intergenic_region)	9
AC006504.7 (downstream_gene_variant)	9
AC008641.1 (downstream_gene_variant)	9
TMEM254 (intron_variant)	9
AC006504.3 (downstream_gene_variant)	9
PRKG1 (intron_variant)	9
LINC00662 (upstream_gene_variant)	9
TMEM254-AS1 (upstream_gene_variant)	9
NUTM2B-AS1 (upstream_gene_variant)	9
AC092279.2 (downstream_gene_variant)	9
GGA2 (3_prime_UTR_variant)	9
PPIF (downstream_gene_variant)	9
KAT6B (downstream_gene_variant)	9
ARRDC2 (intron_variant)	9
SFXN1 (non_coding_transcript_exon_variant)	9
ADK-FAM32CP (intergenic_region)	9
IPO5P1 (non_coding_transcript_exon_variant)	9
LARS1 (splice_donor_variant&intron_variant)	9
RPL34P33 (non_coding_transcript_exon_variant)	9
AC007192.1 (upstream_gene_variant)	9
DUSP1 (upstream_gene_variant)	9
CIITA (upstream_gene_variant)	9
CAMK2G (intron_variant)	9
NDST2 (upstream_gene_variant)	9
CSNK1A1 (upstream_gene_variant)	9
AC007192.2 (upstream_gene_variant)	9
DEXI (downstream_gene_variant)	9
AC099489.1-LITAF (intergenic_region)	9
TCOF1 (non_coding_transcript_exon_variant)	9
VN1R82P (upstream_gene_variant)	9
METTL9 (intron_variant)	9
LSM4 (downstream_gene_variant)	9
SVIL (intron_variant)	9
AKAP8L (downstream_gene_variant)	9
RNH1 (intron_variant)	9
C6orf52 (upstream_gene_variant)	9
EGLN2 (upstream_gene_variant)	9
AL024498.2 (upstream_gene_variant)	9
RAB4B (downstream_gene_variant)	9
RPS2 (upstream_gene_variant)	9
SNORA64 (upstream_gene_variant)	9
AC008771.1 (intron_variant)	9
ZFYVE16 (downstream_gene_variant)	9
RAB4B-EGLN2 (intron_variant)	9
SNORA10 (upstream_gene_variant)	9
UROS (intron_variant)	9
RAB3D (3_prime_UTR_variant)	9
C19orf54 (intron_variant)	9
ATG10 (downstream_gene_variant)	9
PAK1IP1 (intron_variant)	9
WDR11 (upstream_gene_variant)	9
BRD4 (downstream_gene_variant)	9
AL358777.3 (downstream_gene_variant)	9
SEC23IP (intron_variant)	9
LTBP4 (non_coding_transcript_exon_variant)	9
AL157392.3 (upstream_gene_variant)	9
SEC23IP (upstream_gene_variant)	9
RGS10 (intron_variant)	9
SFXN4 (downstream_gene_variant)	9
TSC2 (3_prime_UTR_variant)	9
DENND10 (5_prime_UTR_variant)	9
AKT2 (downstream_gene_variant)	9
ZNF646 (downstream_gene_variant)	9
MIR1225 (downstream_gene_variant)	9
RIOK2 (downstream_gene_variant)	9
CHD1 (upstream_gene_variant)	9
THBS4 (intron_variant)	9
TENT2 (downstream_gene_variant)	9
SCAMP1-AS1 (non_coding_transcript_exon_variant)	9
TBC1D7 (intron_variant)	9
BDP1 (missense_variant)	9
PKP3 (downstream_gene_variant)	9
AC136475.6 (upstream_gene_variant)	9
MCCC2 (3_prime_UTR_variant)	9
AC136475.2 (downstream_gene_variant)	9
IFT140 (intron_variant)	9
NUDT5 (downstream_gene_variant)	9
AC116337.3 (intron_variant)	9
HMGCR (upstream_gene_variant)	9
AC006213.1 (non_coding_transcript_exon_variant)	9
EIF3G (upstream_gene_variant)	9
PSMD13 (non_coding_transcript_exon_variant)	9
AC011511.2 (intron_variant)	9
IGFALS (downstream_gene_variant)	9
ZNF45 (upstream_gene_variant)	9
NUBP2 (downstream_gene_variant)	9
SLC44A2 (non_coding_transcript_exon_variant)	9
POC5 (intron_variant)	9
L34079.1 (intron_variant)	9
SNRPCP2 (non_coding_transcript_exon_variant)	9
PHLDB3 (downstream_gene_variant)	9
LIPE-AS1 (downstream_gene_variant)	9
RIC8A (downstream_gene_variant)	9
IQGAP2 (non_coding_transcript_exon_variant)	9
UBE2MP1 (non_coding_transcript_exon_variant)	9
SMARCA4 (intron_variant)	9
AC008581.2 (intron_variant)	9
BET1L (3_prime_UTR_variant)	9
ZNF720 (non_coding_transcript_exon_variant)	9
PAM (splice_region_variant&intron_variant)	9
GIN1 (downstream_gene_variant)	9
PPIP5K2 (upstream_gene_variant)	9
NQO2-AS1 (upstream_gene_variant)	9
CEP120 (non_coding_transcript_exon_variant)	9
CEP120 (splice_region_variant&intron_variant)	9
CSNK1G3 (downstream_gene_variant)	9
NQO2 (5_prime_UTR_variant)	9
SERPINB6 (intron_variant)	9
SLK (upstream_gene_variant)	9
ZNF573 (non_coding_transcript_exon_variant)	9
SERPINB1 (intron_variant)	9
ZFP30 (upstream_gene_variant)	9
RNU7-61P (downstream_gene_variant)	9
ZNF570 (3_prime_UTR_variant)	9
PKN1 (upstream_gene_variant)	9
TBC1D10B (downstream_gene_variant)	9
RACK1 (downstream_gene_variant)	9
ABI1 (downstream_gene_variant)	9
WBP1L (3_prime_UTR_variant)	9
PAGR1 (3_prime_UTR_variant)	9
GIPC1 (upstream_gene_variant)	9
PRRT2 (downstream_gene_variant)	9
TECR (non_coding_transcript_exon_variant)	9
MIR6126 (downstream_gene_variant)	9
ACSL6 (3_prime_UTR_variant)	9
NDUFB7 (downstream_gene_variant)	9
LINC01534 (downstream_gene_variant)	9
MAML1 (downstream_gene_variant)	9
AC138894.1 (upstream_gene_variant)	9
CANX (splice_region_variant&intron_variant)	9
IL21R (3_prime_UTR_variant)	9
TRAP1 (upstream_gene_variant)	9
CEP120 (3_prime_UTR_variant)	9
VIM-AS1 (intron_variant)	9
PPIP5K2 (downstream_gene_variant)	9
HSD17B4 (downstream_gene_variant)	9
FBXL17 (intron_variant)	9
ZNF844 (downstream_gene_variant)	9
RNPS1 (5_prime_UTR_variant)	9
PRR13P5 (downstream_gene_variant)	9
FCGBP-PRR13P5 (intergenic_region)	9
ZNF791 (3_prime_UTR_variant)	9
APC (non_coding_transcript_exon_variant)	9
APC (downstream_gene_variant)	9
FBXL19-AS1 (non_coding_transcript_exon_variant)	9
RPS16 (non_coding_transcript_exon_variant)	9
FBXL19 (upstream_gene_variant)	9
MIR940 (upstream_gene_variant)	9
CASP7 (downstream_gene_variant)	9
REEP5 (non_coding_transcript_exon_variant)	9
SARS2 (upstream_gene_variant)	9
PGGT1B (3_prime_UTR_variant)	9
PGGT1B (downstream_gene_variant)	9
AC010422.7 (downstream_gene_variant)	9
WDR83 (intron_variant)	9
PTER (downstream_gene_variant)	9
GET3 (upstream_gene_variant)	9
HNRNPL (intron_variant)	9
PTER (3_prime_UTR_variant)	9
HNRNPL (upstream_gene_variant)	9
PTMAP2 (upstream_gene_variant)	9
GCDH (non_coding_transcript_exon_variant)	9
TRDMT1 (downstream_gene_variant)	9
TRDMT1 (3_prime_UTR_variant)	9
ADD3 (upstream_gene_variant)	9
PRPF19 (upstream_gene_variant)	9
MED16 (downstream_gene_variant)	9
ARID3B (downstream_gene_variant)	9
SESN1 (intron_variant)	9
MVD (non_coding_transcript_exon_variant)	9
RAE1 (downstream_gene_variant)	9
RAE1 (intron_variant)	9
MIR6852 (downstream_gene_variant)	9
FOXR1-AP003392.6 (intergenic_region)	9
ANKRD12 (upstream_gene_variant)	9
AC079594.2 (upstream_gene_variant)	9
AL109930.1 (intron_variant)	9
MGA (intron_variant)	9
SEC62 (3_prime_UTR_variant)	9
NDUFV2-AS1 (upstream_gene_variant)	9
ADNP-AS1 (downstream_gene_variant)	9
BZW1P1 (non_coding_transcript_exon_variant)	9
JMJD7 (upstream_gene_variant)	9
OSTM1 (3_prime_UTR_variant)	9
GMEB2 (upstream_gene_variant)	9
UBE2V1 (upstream_gene_variant)	9
ANKRD12 (downstream_gene_variant)	9
SEC63 (3_prime_UTR_variant)	9
GBA2 (upstream_gene_variant)	9
TWSG1 (downstream_gene_variant)	9
ZC3H18 (upstream_gene_variant)	9
RNF114 (non_coding_transcript_exon_variant)	9
RNF114 (upstream_gene_variant)	9
TWSG1 (3_prime_UTR_variant)	9
KMT2A (downstream_gene_variant)	9
FXR1 (intron_variant)	9
CRYBG1 (downstream_gene_variant)	9
ATP5MG (upstream_gene_variant)	9
DDX27 (intron_variant)	9
AC087721.2 (upstream_gene_variant)	9
SNAI3-AS1 (upstream_gene_variant)	9
AP005899.1 (upstream_gene_variant)	9
GFM1 (splice_region_variant&intron_variant)	9
GYG1 (upstream_gene_variant)	9
ARFGAP1 (upstream_gene_variant)	9
EIF2AK4 (intron_variant)	9
TSPYL1 (intron_variant)	9
UBASH3B (intron_variant)	9
MYH11 (upstream_gene_variant)	9
TSPYL1 (downstream_gene_variant)	9
CBL (intron_variant)	9
DSE (5_prime_UTR_variant)	9
DHX36 (upstream_gene_variant)	9
C2CD2L (downstream_gene_variant)	9
AC138028.6 (downstream_gene_variant)	9
UBAP2 (downstream_gene_variant)	9
HYOU1 (upstream_gene_variant)	9
AC091607.1 (non_coding_transcript_exon_variant)	9
AP003392.3 (downstream_gene_variant)	9
SLC37A4 (non_coding_transcript_exon_variant)	9
BAHD1 (intron_variant)	9
UBAP2 (non_coding_transcript_exon_variant)	9
TIPARP (intron_variant)	9
RPS25 (non_coding_transcript_exon_variant)	9
RMDN3 (upstream_gene_variant)	9
TRAF3IP2 (upstream_gene_variant)	9
AC104411.1 (upstream_gene_variant)	9
AP003392.1 (downstream_gene_variant)	9
AL121917.1 (upstream_gene_variant)	9
GNAS (5_prime_UTR_variant)	9
STX16 (intron_variant)	9
ARHGEF39 (intron_variant)	9
JMJD7 (downstream_gene_variant)	9
GRHPR (intron_variant)	9
GRHPR (downstream_gene_variant)	9
AL589666.1 (intron_variant)	9
CASP4 (upstream_gene_variant)	9
TMEM44-AS1 (intron_variant)	9
CASP4 (downstream_gene_variant)	9
CASP17P (non_coding_transcript_exon_variant)	9
SRSF6 (intron_variant)	9
CHD6 (intron_variant)	9
BIRC3 (intron_variant)	9
CCDC82 (non_coding_transcript_exon_variant)	9
SMARCE1P2 (non_coding_transcript_exon_variant)	9
TPBG-UBE3D (intergenic_region)	9
IBTK (intron_variant)	9
LDLRAD4 (3_prime_UTR_variant)	9
TLDC2 (downstream_gene_variant)	9
SAMHD1 (non_coding_transcript_exon_variant)	9
NMRK1 (3_prime_UTR_variant)	9
OSTF1 (intron_variant)	9
TMEM30A (3_prime_UTR_variant)	9
OSTF1-AL133548.1 (intergenic_region)	9
TMEM30A (non_coding_transcript_exon_variant)	9
SESN3 (intron_variant)	9
SRSF8 (downstream_gene_variant)	9
SRSF8 (3_prime_UTR_variant)	9
KDM4D (upstream_gene_variant)	9
UQCC1 (intron_variant)	9
GCNT1 (downstream_gene_variant)	9
EEF1A1 (downstream_gene_variant)	9
MIB1 (intron_variant)	9
MED17 (intron_variant)	9
ITCH (splice_region_variant&intron_variant)	9
CASP1 (downstream_gene_variant)	9
AL591479.1-RBPJP2 (intergenic_region)	9
EHD4 (3_prime_UTR_variant)	9
B2M-TRIM69 (intergenic_region)	9
JAML (downstream_gene_variant)	9
POLR1E (3_prime_UTR_variant)	9
VAPA (3_prime_UTR_variant)	9
NAPG (intron_variant)	9
USP45 (non_coding_transcript_exon_variant)	9
HTR3D (upstream_gene_variant)	9
ZNF106 (upstream_gene_variant)	9
MAP3K7 (downstream_gene_variant)	9
AP2M1 (intron_variant)	9
ZNF335 (intron_variant)	9
ABCF3 (non_coding_transcript_exon_variant)	9
AP005264.5 (intron_variant)	9
AC068724.5 (intron_variant)	9
CCNDBP1 (non_coding_transcript_exon_variant)	9
CCDC58P3 (non_coding_transcript_exon_variant)	9
AP005264.5 (upstream_gene_variant)	9
MDN1 (downstream_gene_variant)	9
VPS8 (non_coding_transcript_exon_variant)	9
CTSA (splice_region_variant&intron_variant)	9
NEURL2 (upstream_gene_variant)	9
KIAA0513 (downstream_gene_variant)	9
ZDHHC7 (intron_variant)	9
AL354718.3 (upstream_gene_variant)	9
ST6GAL1 (upstream_gene_variant)	9
ACAT1 (non_coding_transcript_exon_variant)	9
ST6GAL1 (3_prime_UTR_variant)	9
USP10 (upstream_gene_variant)	9
CTDSPL2 (intron_variant)	9
SMIM8 (intron_variant)	9
UBQLN4P1 (non_coding_transcript_exon_variant)	9
SLC9A9 (downstream_gene_variant)	9
HLA-DQB1-AS1 (non_coding_transcript_exon_variant)	9
CCDC80-AC048334.1 (intergenic_region)	9
SIRT7 (upstream_gene_variant)	9
AL049840.4 (upstream_gene_variant)	9
ALCAM (downstream_gene_variant)	9
MYO1C (downstream_gene_variant)	9
CBLB (downstream_gene_variant)	9
CRK (intron_variant)	9
KATNA1 (intron_variant)	9
CENPX (intron_variant)	9
BBX (downstream_gene_variant)	9
ABR (upstream_gene_variant)	9
RFNG (upstream_gene_variant)	9
ABR (non_coding_transcript_exon_variant)	9
PACS2 (upstream_gene_variant)	9
BTLA (downstream_gene_variant)	9
AC048334.1 (downstream_gene_variant)	9
RTEL1-TNFRSF6B (non_coding_transcript_exon_variant)	9
GTPBP8 (intron_variant)	9
AC135068.7 (upstream_gene_variant)	9
AC005841.1 (intron_variant)	9
AP000295.1 (non_coding_transcript_exon_variant)	9
AFG3L1P (intron_variant)	9
AC135068.6 (non_coding_transcript_exon_variant)	9
CSNK1D (intron_variant)	9
TMEM39A (3_prime_UTR_variant)	9
C21orf59-TCP10L (non_coding_transcript_exon_variant)	9
EVA1C (downstream_gene_variant)	9
SOD1 (downstream_gene_variant)	9
RIC1 (intron_variant)	9
LRRC58 (3_prime_UTR_variant)	9
ERMP1 (non_coding_transcript_exon_variant)	9
AC020651.1 (downstream_gene_variant)	9
AL049840.5 (downstream_gene_variant)	9
RPL24 (upstream_gene_variant)	9
SIRT7 (downstream_gene_variant)	9
ZNF654 (downstream_gene_variant)	9
BRWD1-AS1 (upstream_gene_variant)	9
C3orf38 (downstream_gene_variant)	9
ARL13B (downstream_gene_variant)	9
CD27 (downstream_gene_variant)	9
ETS2 (3_prime_UTR_variant)	9
CBWD1 (upstream_gene_variant)	9
CD27-AS1 (intron_variant)	9
NSUN3 (3_prime_UTR_variant)	9
NSUN3-ARMC10P1 (intergenic_region)	9
ARMC10P1 (downstream_gene_variant)	9
AL139300.2 (downstream_gene_variant)	9
AP001412.1 (upstream_gene_variant)	9
GALNT8 (intron_variant)	9
NDUFA9 (downstream_gene_variant)	9
AC005833.1 (intron_variant)	9
MTRNR2L12 (5_prime_UTR_variant)	9
TTC3 (non_coding_transcript_exon_variant)	9
TTC3 (5_prime_UTR_variant)	9
KLC1 (5_prime_UTR_variant)	9
VTI1BP1 (non_coding_transcript_exon_variant)	9
DUSP12P1 (upstream_gene_variant)	9
NIT2 (3_prime_UTR_variant)	9
NIT2 (downstream_gene_variant)	9
ANAPC11 (5_prime_UTR_variant)	9
ANAPC11 (intron_variant)	9
CBR3-AS1 (non_coding_transcript_exon_variant)	9
TIGAR (intron_variant)	9
ALYREF (upstream_gene_variant)	9
AC072026.2 (downstream_gene_variant)	9
UTRN (splice_region_variant&intron_variant)	9
OGFOD3 (intron_variant)	9
L3MBTL3 (downstream_gene_variant)	9
ACO1 (downstream_gene_variant)	9
FAN1 (3_prime_UTR_variant)	9
DDX58 (intron_variant)	9
TCEA2 (downstream_gene_variant)	9
AL589642.1 (non_coding_transcript_exon_variant)	9
CEP63 (5_prime_UTR_variant)	9
AP003327.2 (upstream_gene_variant)	9
STAG1 (splice_donor_variant&intron_variant)	9
AC117382.1 (non_coding_transcript_exon_variant)	9
NFX1 (intron_variant)	9
GOLGA8A (non_coding_transcript_exon_variant)	9
TMEM45B (upstream_gene_variant)	9
GOLGA8A (intron_variant)	9
DCPS (upstream_gene_variant)	9
SLC25A36 (downstream_gene_variant)	9
MIR1233-2 (downstream_gene_variant)	9
NFX1 (splice_region_variant&intron_variant)	9
DCBLD1 (intron_variant)	9
GOLGA8B (3_prime_UTR_variant)	9
FAM118B (downstream_gene_variant)	9
NAP1L1P1 (non_coding_transcript_exon_variant)	9
TNFRSF6B (downstream_gene_variant)	9
CBX3P9 (non_coding_transcript_exon_variant)	9
SMCHD1 (3_prime_UTR_variant)	9
RTEL1-TNFRSF6B (downstream_gene_variant)	9
AC023908.3 (non_coding_transcript_exon_variant)	9
AC023908.2 (intron_variant)	9
GRAMD1B (3_prime_UTR_variant)	9
FSIP1 (upstream_gene_variant)	9
ZNF778 (non_coding_transcript_exon_variant)	9
COPG1 (non_coding_transcript_exon_variant)	9
NIPA2 (intron_variant)	9
ENOSF1 (downstream_gene_variant)	9
FBXO40 (downstream_gene_variant)	9
HEXD (upstream_gene_variant)	9
SELENOTP1 (non_coding_transcript_exon_variant)	9
AF129075.2 (upstream_gene_variant)	9
AL133480.1 (intron_variant)	9
HIVEP2 (intron_variant)	9
NMBR (intron_variant)	9
TUBGCP5 (intron_variant)	9
HECA (3_prime_UTR_variant)	9
UBE3A (upstream_gene_variant)	9
UBE3A (intron_variant)	9
LINC02166 (upstream_gene_variant)	9
TNFAIP3 (downstream_gene_variant)	9
AC022336.1 (downstream_gene_variant)	9
AF165147.1 (intron_variant)	9
AC137932.1 (downstream_gene_variant)	9
TBCD (non_coding_transcript_exon_variant)	9
NINJ2 (intron_variant)	9
NINJ2 (downstream_gene_variant)	9
B4GALNT3 (downstream_gene_variant)	9
MGLL (upstream_gene_variant)	9
PLIN2 (downstream_gene_variant)	9
AC111152.2 (intron_variant)	9
CXADR (intron_variant)	9
EEFSEC (intron_variant)	9
RPN1 (intron_variant)	9
B3GNTL1 (intron_variant)	9
SAMD3 (upstream_gene_variant)	9
SAMD3 (downstream_gene_variant)	9
ITCH (downstream_gene_variant)	9
PXMP4 (3_prime_UTR_variant)	9
TLE4 (intron_variant)	9
MALT1 (intron_variant)	9
SCYL1 (downstream_gene_variant)	9
SLC25A45 (upstream_gene_variant)	9
AP000944.7 (intron_variant)	9
AP000944.7 (downstream_gene_variant)	9
KIFC1 (downstream_gene_variant)	9
LYPLA2P1 (downstream_gene_variant)	9
CAPN1 (downstream_gene_variant)	9
CAPN1 (non_coding_transcript_exon_variant)	9
RBCK1 (intron_variant)	9
CAPN1 (intron_variant)	9
TAPBP (upstream_gene_variant)	9
SYVN1 (downstream_gene_variant)	9
VPS51 (downstream_gene_variant)	9
GCOM2 (non_coding_transcript_exon_variant)	9
AC107871.1 (intron_variant)	9
AP4E1 (upstream_gene_variant)	9
CENPBD1P1 (intron_variant)	9
DCK (downstream_gene_variant)	9
VPS4A (upstream_gene_variant)	9
RGL2 (downstream_gene_variant)	9
MAP4K2 (downstream_gene_variant)	9
THAP6 (downstream_gene_variant)	9
SLC39A7 (downstream_gene_variant)	9
PYGM (downstream_gene_variant)	9
RXRB (upstream_gene_variant)	9
USO1 (intron_variant)	9
ERVK3-1 (upstream_gene_variant)	9
AC026464.4 (intron_variant)	9
CCDC88B (non_coding_transcript_exon_variant)	9
UTP4 (intron_variant)	9
LTBP3 (downstream_gene_variant)	9
SDCBP2-AS1 (intron_variant)	9
EXOC1 (intron_variant)	9
UQCC2 (intron_variant)	9
UGDH (downstream_gene_variant)	9
COG4 (intron_variant)	9
DPP3 (downstream_gene_variant)	9
FCSK (downstream_gene_variant)	9
ST3GAL2 (3_prime_UTR_variant)	9
PABPC1P1 (upstream_gene_variant)	9
N4BP2 (non_coding_transcript_exon_variant)	9
SNORA51 (downstream_gene_variant)	9
DPP8 (downstream_gene_variant)	9
DDX19B (intron_variant)	9
NPIPB14P (intron_variant)	9
MIR1292 (downstream_gene_variant)	9
AC092597.1 (non_coding_transcript_exon_variant)	9
CORIN (intron_variant)	9
EIF1AD (downstream_gene_variant)	9
ZNF76 (intron_variant)	9
FRYL (downstream_gene_variant)	9
FRYL (upstream_gene_variant)	9
OCIAD1 (upstream_gene_variant)	9
FIP1L1 (upstream_gene_variant)	9
SIPA1 (non_coding_transcript_exon_variant)	9
PDF (3_prime_UTR_variant)	9
AL354740.1 (upstream_gene_variant)	9
SNRPB (intron_variant)	9
AC026464.4 (downstream_gene_variant)	9
SIRPG-AS1 (intron_variant)	9
CLOCK (3_prime_UTR_variant)	9
RBM18 (downstream_gene_variant)	9
RBM18 (3_prime_UTR_variant)	9
TLE3 (non_coding_transcript_exon_variant)	9
ZNF329 (intron_variant)	9
TLE3 (upstream_gene_variant)	9
AC005498.3 (intron_variant)	9
ABRAXAS1 (intron_variant)	9
ZNF236 (non_coding_transcript_exon_variant)	9
AC093330.1 (upstream_gene_variant)	9
SLC7A6 (intron_variant)	9
AFF1 (3_prime_UTR_variant)	9
AL669918.1 (upstream_gene_variant)	9
NFATC3 (downstream_gene_variant)	9
EPN1 (upstream_gene_variant)	9
AL157935.2 (intron_variant)	9
HERC3 (intron_variant)	9
U2AF2 (downstream_gene_variant)	9
DPM2 (upstream_gene_variant)	9
CCSER1 (intron_variant)	9
SMARCAD1 (intron_variant)	9
FAM102A (non_coding_transcript_exon_variant)	9
SMARCAD1 (downstream_gene_variant)	9
MYRF (downstream_gene_variant)	9
NFATC1 (intron_variant)	9
BTF3P13 (non_coding_transcript_exon_variant)	9
METAP1 (intron_variant)	9
TXNL4A (intron_variant)	9
BSG (intron_variant)	9
BSG (downstream_gene_variant)	9
NFKB1 (upstream_gene_variant)	9
NFKB1 (splice_region_variant&intron_variant)	9
UBE2D3 (intron_variant)	9
PPP6R1 (upstream_gene_variant)	9
AP003721.2-CD5 (intergenic_region)	9
TBCK (downstream_gene_variant)	9
ZADH2 (3_prime_UTR_variant)	9
ZNF470 (intron_variant)	9
PIGN (non_coding_transcript_exon_variant)	9
HPSE (3_prime_UTR_variant)	9
RELCH (intron_variant)	9
SCARB2 (downstream_gene_variant)	9
ACTBP9 (non_coding_transcript_exon_variant)	9
MVB12B (3_prime_UTR_variant)	9
TANGO6 (splice_region_variant&intron_variant)	9
NUDT22 (downstream_gene_variant)	9
BCL2 (intron_variant)	9
CDH3 (upstream_gene_variant)	9
BMP2K (downstream_gene_variant)	9
CDH3 (downstream_gene_variant)	9
AC005909.2 (intron_variant)	9
PAQR3 (3_prime_UTR_variant)	9
PAQR3 (non_coding_transcript_exon_variant)	9
ZNF776 (downstream_gene_variant)	9
ANTXR2 (3_prime_UTR_variant)	9
AC003006.1 (downstream_gene_variant)	9
AL645941.1 (downstream_gene_variant)	9
ZNF551 (intron_variant)	9
TMX3 (downstream_gene_variant)	9
AC064799.2 (upstream_gene_variant)	9
AC064799.2 (intron_variant)	9
SMPD3 (downstream_gene_variant)	9
AC003005.2 (upstream_gene_variant)	9
OTUB1 (upstream_gene_variant)	9
PRMT7 (non_coding_transcript_exon_variant)	9
SEC31A (splice_donor_variant&intron_variant)	9
FPGS (non_coding_transcript_exon_variant)	9
AC015819.2 (upstream_gene_variant)	9
ZADH2 (downstream_gene_variant)	9
AP002748.5 (intron_variant)	9
CLPX (downstream_gene_variant)	9
AP002748.6 (upstream_gene_variant)	9
NDUFC2 (downstream_gene_variant)	9
INTS4 (intron_variant)	9
RPS15AP1 (non_coding_transcript_exon_variant)	9
DGKQ (3_prime_UTR_variant)	9
RSF1 (non_coding_transcript_exon_variant)	9
SLTM (downstream_gene_variant)	9
AC011825.1 (downstream_gene_variant)	9
SLTM (upstream_gene_variant)	9
AARS2 (3_prime_UTR_variant)	9
CTBP1 (downstream_gene_variant)	9
KIZ (upstream_gene_variant)	9
AARS2 (downstream_gene_variant)	9
RNF111 (downstream_gene_variant)	9
MON1B (3_prime_UTR_variant)	9
AQP11 (intron_variant)	9
CTBP1-DT (downstream_gene_variant)	9
GDPD5 (upstream_gene_variant)	9
XRRA1 (intron_variant)	9
AP001372.2 (upstream_gene_variant)	9
TACC3 (non_coding_transcript_exon_variant)	9
HSP90AB1 (intron_variant)	9
NELFA (upstream_gene_variant)	9
SNX5 (non_coding_transcript_exon_variant)	9
MON1B (non_coding_transcript_exon_variant)	9
RRBP1 (upstream_gene_variant)	9
FAM193A (downstream_gene_variant)	9
MAPRE2 (intron_variant)	9
AL035456.1 (non_coding_transcript_exon_variant)	9
XPO5 (downstream_gene_variant)	9
RAB6A (downstream_gene_variant)	9
CDC5L (splice_region_variant&intron_variant)	9
TRAPPC8 (intron_variant)	9
ABCC10 (non_coding_transcript_exon_variant)	9
CLIC5 (intron_variant)	9
NRROS (intron_variant)	9
UBQLN1 (upstream_gene_variant)	9
CEP295 (downstream_gene_variant)	9
HNRNPK (downstream_gene_variant)	9
BAK1P1 (non_coding_transcript_exon_variant)	9
TM9SF4 (non_coding_transcript_exon_variant)	9
GNB5 (upstream_gene_variant)	9
MYO5A (3_prime_UTR_variant)	9
LMBRD1 (splice_donor_variant&intron_variant)	9
MYO5A (splice_donor_variant&intron_variant)	9
HM13 (non_coding_transcript_exon_variant)	9
SECISBP2 (upstream_gene_variant)	9
AQP4-AS1 (intron_variant)	9
HM13 (upstream_gene_variant)	9
BDH1 (3_prime_UTR_variant)	9
SECISBP2 (downstream_gene_variant)	9
RUBCN (upstream_gene_variant)	9
AP003084.1-SETP17 (intergenic_region)	9
EYS (intron_variant)	9
PHF3 (downstream_gene_variant)	9
MLLT10P1 (upstream_gene_variant)	9
DUX4L35-FRG1EP (intergenic_region)	9
ZNF141 (3_prime_UTR_variant)	9
AC018371.2 (non_coding_transcript_exon_variant)	9
PAQR8 (intron_variant)	9
CCDC90B (non_coding_transcript_exon_variant)	9
MCM3 (splice_donor_variant&intron_variant)	9
ENPP4 (3_prime_UTR_variant)	9
NOL8 (3_prime_UTR_variant)	9
ADAT1 (non_coding_transcript_exon_variant)	9
CUL9 (downstream_gene_variant)	9
SF3B3 (3_prime_UTR_variant)	9
HAUS1 (splice_region_variant&intron_variant)	9
ALG1L8P (downstream_gene_variant)	9
RPS21P4 (non_coding_transcript_exon_variant)	9
SNX1 (upstream_gene_variant)	9
HAUS1 (downstream_gene_variant)	9
RASSF2 (upstream_gene_variant)	9
ATXN1L (intron_variant)	9
LAP3 (splice_region_variant&intron_variant)	9
AIP (upstream_gene_variant)	9
ELP1 (intron_variant)	9
TMEM134 (upstream_gene_variant)	9
FTLP3 (upstream_gene_variant)	9
PALM2AKAP2 (intron_variant)	9
CMTR1 (upstream_gene_variant)	9
RNF24 (intron_variant)	9
ECPAS (splice_region_variant&intron_variant)	9
SNX1 (3_prime_UTR_variant)	9
KDM2A (upstream_gene_variant)	9
TRIP4 (intron_variant)	9
RBM4 (intron_variant)	9
HSDL2 (upstream_gene_variant)	9
PLEKHO2 (splice_region_variant&intron_variant)	9
UBOX5-AS1 (intron_variant)	9
ARAP2 (downstream_gene_variant)	9
ARAP2 (splice_donor_variant&intron_variant)	9
RELL1 (intron_variant)	9
UBOX5 (3_prime_UTR_variant)	9
ACTN3 (downstream_gene_variant)	9
UBOX5-AS1 (upstream_gene_variant)	9
ZDHHC24 (non_coding_transcript_exon_variant)	9
AC009053.2 (intron_variant)	9
HERC1 (missense_variant)	9
ERCC6L2 (non_coding_transcript_exon_variant)	9
IGHMBP2 (upstream_gene_variant)	9
PLCB1 (intron_variant)	9
LRPAP1 (3_prime_UTR_variant)	9
FAM86EP (non_coding_transcript_exon_variant)	9
MFSD14C (downstream_gene_variant)	9
