	Enrichment	P-Value	Q-Value
GOBP_PROTEIN_MATURATION_BY_4FE_4S_CLUSTER_TRANSFER	0.3220544312876116	0.2	1.0
LIANG_HEMATOPOIESIS_STEM_CELL_NUMBER_LARGE_VS_TINY_UP	0.32199640833291715	0.1	1.0
GOBP_RRNA_PSEUDOURIDINE_SYNTHESIS	0.32198371576608875	0.2	1.0
GOBP_ENZYME_DIRECTED_RRNA_PSEUDOURIDINE_SYNTHESIS	0.32191872981705777	0.2	1.0
REACTOME_RESOLUTION_OF_D_LOOP_STRUCTURES_THROUGH_SYNTHESIS_DEPENDENT_STRAND_ANNEALING_SDSA	0.321901236185176	0.1	1.0
HP_MICROSCOPIC_HEMATURIA	0.3218468165297076	0.2	1.0
BUSSLINGER_DUODENAL_K_CELLS	0.32181366315127435	0.1	1.0
HP_ACHROMATOPSIA	0.3217865070290203	0.3	1.0
HP_MODERATE_GLOBAL_DEVELOPMENTAL_DELAY	0.32174845462088125	0.1	1.0
HP_WIDE_PUBIC_SYMPHYSIS	0.32172313262901076	0.2	1.0
BIOCARTA_TCR_PATHWAY	0.32161945162872985	0.1	1.0
HP_APLASIA_HYPOPLASIA_OF_THE_4TH_METACARPAL	0.32156584752972395	0.1	1.0
GOBP_HISTONE_H2B_UBIQUITINATION	0.3215264121841972	0.2	1.0
GENTILE_UV_HIGH_DOSE_UP	0.3214960275543744	0.1	1.0
HP_ADRENOCORTICOTROPIC_HORMONE_DEFICIENCY	0.3213132400431274	0.4	1.0
BIOCARTA_PTC1_PATHWAY	0.3212896666511919	0.3	1.0
HP_SUDDEN_LOSS_OF_VISUAL_ACUITY	0.3212700121081735	0.4	1.0
MCCLUNG_CREB1_TARGETS_UP	0.3212439122283938	0.1	1.0
GOBP_PRIMITIVE_STREAK_FORMATION	0.32120907920960395	0.2	1.0
HP_FACIAL_HEMANGIOMA	0.3210708023623517	0.1	1.0
GOBP_KYNURENINE_METABOLIC_PROCESS	0.3210202159694569	0.1	1.0
HP_HYPERVENTILATION	0.32100624517806237	0.1	1.0
MORF_SKP1A	0.32096576227931695	0.1	1.0
GOBP_REGULATION_OF_SISTER_CHROMATID_COHESION	0.3209307551385319	0.1	1.0
GOBP_DNA_METHYLATION_DEPENDENT_HETEROCHROMATIN_ASSEMBLY	0.3208966648088595	0.1	1.0
ZEILSTRA_CD44_TARGETS_UP	0.32088886824638296	0.1	1.0
GOBP_POSITIVE_REGULATION_OF_RESPONSE_TO_TUMOR_CELL	0.3208705645454641	0.3	1.0
REACTOME_RIPK1_MEDIATED_REGULATED_NECROSIS	0.3208028393661956	0.1	1.0
LIU_TOPBP1_TARGETS	0.3207607739137132	0.1	1.0
GOBP_RNA_5_END_PROCESSING	0.3207190275629478	0.1	1.0
GOBP_ISOTYPE_SWITCHING_TO_IGA_ISOTYPES	0.3206634372897235	0.2	1.0
WP_MIRNAS_INVOLVEMENT_IN_THE_IMMUNE_RESPONSE_IN_SEPSIS	0.32063881927688237	0.1	1.0
REACTOME_CONSTITUTIVE_SIGNALING_BY_LIGAND_RESPONSIVE_EGFR_CANCER_VARIANTS	0.32061712928028285	0.1	1.0
MIR887_3P	0.32057319698603026	0.2	1.0
GOBP_DNA_DAMAGE_RESPONSE_DETECTION_OF_DNA_DAMAGE	0.3205637152440218	0.1	1.0
GSE40274_CTRL_VS_FOXP3_AND_GATA1_TRANSDUCED_ACTIVATED_CD4_TCELL_UP	0.32052274838679706	0.1	1.0
GOBP_REGULATION_OF_ATPASE_COUPLED_CALCIUM_TRANSMEMBRANE_TRANSPORTER_ACTIVITY	0.3204664622019309	0.2	1.0
RHODES_CANCER_META_SIGNATURE	0.32046476098705556	0.1	1.0
GOCC_RNA_CAP_BINDING_COMPLEX	0.3204448439855156	0.1	1.0
GOCC_CYTOPLASMIC_UBIQUITIN_LIGASE_COMPLEX	0.3204448347205141	0.1	1.0
GSE7460_WT_VS_FOXP3_HET_ACT_TCONV_DN	0.32035342199789785	0.1	1.0
HP_LARYNGOTRACHEOMALACIA	0.32031364103933607	0.4	1.0
GOBP_THERMOCEPTION	0.3202751418530745	0.3	1.0
HP_APLASIA_HYPOPLASIA_OF_THE_PATELLA	0.32026327478956107	0.1	1.0
GOBP_POSITIVE_REGULATION_OF_DEOXYRIBONUCLEASE_ACTIVITY	0.32024218186086567	0.2	1.0
GOBP_EPITHELIAL_CELL_PROLIFERATION_INVOLVED_IN_LUNG_MORPHOGENESIS	0.32014889332788943	0.2	1.0
GSE32255_UNSTIM_VS_4H_LPS_STIM_DC_UP	0.32011336354602044	0.1	1.0
GOBP_REGULATION_OF_TRANSCRIPTION_OF_NUCLEOLAR_LARGE_RRNA_BY_RNA_POLYMERASE_I	0.319988550913764	0.2	1.0
VISALA_RESPONSE_TO_HEAT_SHOCK_AND_AGING_DN	0.3199796250726444	0.2	1.0
MORF_DEAF1	0.31987006718942756	0.1	1.0
HP_MOTOR_DETERIORATION	0.31986306075583487	0.1	1.0
HP_NEUROENDOCRINE_NEOPLASM	0.3198482291294803	0.1	1.0
KORKOLA_SEMINOMA_DN	0.31981916972821856	0.1	1.0
GOBP_OOCYTE_DIFFERENTIATION	0.31979219870486336	0.1	1.0
GOBP_SODIUM_ION_EXPORT_ACROSS_PLASMA_MEMBRANE	0.3197695234033384	0.1	1.0
MORF_CDC16	0.3197403746757174	0.1	1.0
IPA_STAT5B_DN	0.31973753191391285	0.1	1.0
HP_ELEVATED_HEMOGLOBIN_A1C	0.3197102144276175	0.1	1.0
GNF2_MYD88	0.31970986650381256	0.1	1.0
REACTOME_M_PHASE	0.31970686443916774	0.1	1.0
TONKS_TARGETS_OF_RUNX1_RUNX1T1_FUSION_SUSTAINED_IN_GRANULOCYTE_UP	0.3196888853218251	0.1	1.0
BIOCARTA_CASPASE_PATHWAY	0.31967073354725034	0.1	1.0
DESCARTES_FETAL_SPLEEN_STC2_TLX1_POSITIVE_CELLS	0.31965095889351575	0.1	1.0
KEGG_RIG_I_LIKE_RECEPTOR_SIGNALING_PATHWAY	0.3196434434849307	0.1	1.0
GOBP_GLOMERULAR_EPITHELIAL_CELL_DEVELOPMENT	0.3196303902068432	0.1	1.0
GOMF_PHOSPHATIDYLCHOLINE_FLOPPASE_ACTIVITY	0.3196294511169398	0.6	1.0
BIOCARTA_CTCF_PATHWAY	0.3196076577702895	0.1	1.0
LI_DCP2_BOUND_MRNA	0.31955619229082266	0.1	1.0
GOMF_DIPEPTIDYL_PEPTIDASE_ACTIVITY	0.31954129027308403	0.4	1.0
GOBP_INFLAMMATORY_RESPONSE_TO_WOUNDING	0.3195244669791286	0.2	1.0
GOBP_ESTABLISHMENT_OF_SISTER_CHROMATID_COHESION	0.31950113261898366	0.3	1.0
MIR1178_5P	0.31945601019146186	0.1	1.0
HP_POOR_APPETITE	0.3193798790043776	0.1	1.0
BOYAULT_LIVER_CANCER_SUBCLASS_G123_UP	0.3192812456965041	0.1	1.0
HP_INTESTINAL_PSEUDO_OBSTRUCTION	0.3191856675298808	0.1	1.0
VALK_AML_WITH_T_8_21_TRANSLOCATION	0.3191847168034441	0.6	1.0
MODULE_273	0.3191077165165469	0.1	1.0
REACTOME_HIV_ELONGATION_ARREST_AND_RECOVERY	0.3190150944586272	0.1	1.0
GOBP_CEREBRAL_CORTEX_RADIALLY_ORIENTED_CELL_MIGRATION	0.318995093173752	0.1	1.0
GOBP_REGULATION_OF_CHAPERONE_MEDIATED_AUTOPHAGY	0.3189750812753304	0.1	1.0
GSE21927_SPLEEN_C57BL6_VS_EL4_TUMOR_BALBC_MONOCYTES_DN	0.3189303375540576	0.1	1.0
THAKAR_PBMC_INACTIVATED_INFLUENZA_AGE_21_30YO_NONRESPONDER_7DY_DN	0.3188407045672975	0.1	1.0
GOBP_NEGATIVE_REGULATION_OF_CHROMOSOME_ORGANIZATION	0.3188288906250447	0.1	1.0
DESCARTES_FETAL_EYE_ASTROCYTES	0.31878599643061417	0.1	1.0
GOBP_BLASTOCYST_GROWTH	0.31878416286419137	0.1	1.0
GOBP_CORTICAL_ACTIN_CYTOSKELETON_ORGANIZATION	0.31874502903807117	0.1	1.0
GOCC_INTRINSIC_COMPONENT_OF_PRESYNAPTIC_ACTIVE_ZONE_MEMBRANE	0.31874104931154806	0.1	1.0
GSE12845_IGD_POS_BLOOD_VS_PRE_GC_TONSIL_BCELL_DN	0.3186731018145385	0.1	1.0
MORF_PRKAR1A	0.31861734980057926	0.1	1.0
STARK_BRAIN_22Q11_DELETION	0.31857812659640156	0.2	1.0
GOBP_REGULATION_OF_NUCLEASE_ACTIVITY	0.31857780567111715	0.2	1.0
GOBP_VITAMIN_D_RECEPTOR_SIGNALING_PATHWAY	0.3185512437986624	0.1	1.0
GOMF_OXIDOREDUCTASE_ACTIVITY_ACTING_ON_A_SULFUR_GROUP_OF_DONORS_OXYGEN_AS_ACCEPTOR	0.31855088702272066	0.2	1.0
GOCC_PROTEIN_PHOSPHATASE_TYPE_2A_COMPLEX	0.31846258589108706	0.1	1.0
GOBP_REGULATION_OF_RESPIRATORY_GASEOUS_EXCHANGE	0.31845506686173164	0.1	1.0
GOBP_NEGATIVE_REGULATION_OF_PLASMINOGEN_ACTIVATION	0.31844477330822074	0.4	1.0
HP_ILEUS	0.31843876177660674	0.2	1.0
HP_WIDELY_SPACED_PRIMARY_TEETH	0.3184231440592598	0.3	1.0
CEBALLOS_TARGETS_OF_TP53_AND_MYC_DN	0.31830679542048373	0.1	1.0
GOMF_AMINOPHOSPHOLIPID_FLIPPASE_ACTIVITY	0.3182888067331411	0.1	1.0
GOBP_AMINOPHOSPHOLIPID_TRANSLOCATION	0.3182888067331411	0.2	1.0
HP_VENTRICULAR_TACHYCARDIA	0.3181998913318457	0.1	1.0
GOBP_RESPONSE_TO_EPINEPHRINE	0.31814772239422273	0.1	1.0
GOMF_DTTP_DIPHOSPHATASE_ACTIVITY	0.31814687376198414	0.5	1.0
HP_MEDULLOBLASTOMA	0.3181354049944627	0.1	1.0
GOMF_CYSTEINE_TYPE_ENDOPEPTIDASE_REGULATOR_ACTIVITY_INVOLVED_IN_APOPTOTIC_PROCESS	0.3181080961177357	0.1	1.0
ABRAMSON_INTERACT_WITH_AIRE	0.3180725718187888	0.1	1.0
REACTOME_NOTCH2_ACTIVATION_AND_TRANSMISSION_OF_SIGNAL_TO_THE_NUCLEUS	0.31804780315178616	0.2	1.0
GOBP_TRAIL_ACTIVATED_APOPTOTIC_SIGNALING_PATHWAY	0.31798418980395193	0.1	1.0
GOBP_RESPONSE_TO_CORTICOSTERONE	0.317917391357056	0.1	1.0
REACTOME_PURINE_CATABOLISM	0.31783590713886734	0.1	1.0
PID_ERB_GENOMIC_PATHWAY	0.3178306535430929	0.2	1.0
HP_ACUTE_LYMPHOBLASTIC_LEUKEMIA	0.31780352189869043	0.1	1.0
GOMF_G_PROTEIN_GAMMA_SUBUNIT_BINDING	0.31773849941929616	0.4	1.0
GSE12845_IGD_NEG_BLOOD_VS_NAIVE_TONSIL_BCELL_UP	0.3177214923654576	0.1	1.0
GOBP_T_CELL_TOLERANCE_INDUCTION	0.3176640256127364	0.2	1.0
GOBP_PROTEIN_GERANYLGERANYLATION	0.3176139335113069	0.2	1.0
MORI_IMMATURE_B_LYMPHOCYTE_UP	0.3176119876552709	0.1	1.0
GSE32164_RESTING_DIFFERENTIATED_VS_CMYC_INHIBITED_MACROPHAGE_DN	0.31741390100950667	0.1	1.0
MCCABE_HOXC6_TARGETS_CANCER_UP	0.3173935924385583	0.1	1.0
GOBP_REGULATION_OF_RESPONSE_TO_TUMOR_CELL	0.31729740708621157	0.1	1.0
WP_HIF1A_AND_PPARG_REGULATION_OF_GLYCOLYSIS	0.31727361789503744	0.2	1.0
HP_RHEUMATOID_FACTOR_POSITIVE	0.317216168088481	0.1	1.0
AIZARANI_LIVER_C1_NK_NKT_CELLS_1	0.31708946700143725	0.1	1.0
GOBP_VESICLE_TRANSPORT_ALONG_MICROTUBULE	0.31707905891787697	0.1	1.0
GOBP_BONE_MINERALIZATION_INVOLVED_IN_BONE_MATURATION	0.31704331874707825	0.3	1.0
REACTOME_MECP2_REGULATES_NEURONAL_RECEPTORS_AND_CHANNELS	0.317027328317137	0.2	1.0
HP_ABNORMALITY_OF_THE_5TH_METACARPAL	0.31701735910385925	0.1	1.0
GOBP_BERGMANN_GLIAL_CELL_DIFFERENTIATION	0.3169913747242357	0.2	1.0
GOCC_MALE_PRONUCLEUS	0.3169509698667725	0.3	1.0
GOBP_REGULATION_OF_ALPHA_BETA_T_CELL_DIFFERENTIATION	0.31694160110969355	0.1	1.0
REACTOME_NEGATIVE_REGULATION_OF_TCF_DEPENDENT_SIGNALING_BY_DVL_INTERACTING_PROTEINS	0.31681564679973884	0.4	1.0
REACTOME_SIRT1_NEGATIVELY_REGULATES_RRNA_EXPRESSION	0.31680282336983184	0.1	1.0
GNF2_TYK2	0.3167987524636249	0.1	1.0
MODULE_328	0.31666340199732024	0.1	1.0
MORF_PPP2R5E	0.3165543060998709	0.1	1.0
GOBP_DEOXYRIBONUCLEOSIDE_MONOPHOSPHATE_CATABOLIC_PROCESS	0.3163576657573155	0.3	1.0
WP_FOLATEALCOHOL_AND_CANCER_PATHWAY_HYPOTHESES	0.3162747470234617	0.4	1.0
GOCC_COPI_COATED_VESICLE_MEMBRANE	0.31624652678241577	0.1	1.0
REACTOME_DISPLACEMENT_OF_DNA_GLYCOSYLASE_BY_APEX1	0.3162104678135274	0.1	1.0
NAKAJIMA_EOSINOPHIL	0.3162078873158376	0.2	1.0
GOBP_POSITIVE_REGULATION_OF_SUBSTRATE_ADHESION_DEPENDENT_CELL_SPREADING	0.3161612098917357	0.1	1.0
SCHERER_PBMC_APSV_WETVAX_AGE_18_40YO_5_TO_7DY_UP	0.3161206012002908	0.1	1.0
GOBP_REGULATION_OF_T_HELPER_CELL_DIFFERENTIATION	0.31606978183706647	0.1	1.0
GOBP_REGULATION_OF_HISTONE_UBIQUITINATION	0.31599482671533086	0.1	1.0
FRASOR_RESPONSE_TO_SERM_OR_FULVESTRANT_UP	0.31594040998431966	0.1	1.0
GOBP_INNATE_IMMUNE_RESPONSE_ACTIVATING_SIGNAL_TRANSDUCTION	0.3159342511163541	0.1	1.0
HP_GINGIVITIS	0.3157986793618358	0.1	1.0
TCCGTCC_MIR184	0.3157916796792617	0.3	1.0
MYF6_TARGET_GENES	0.31569959063670916	0.3	1.0
GOBP_DEFINITIVE_HEMOPOIESIS	0.31569736133546444	0.1	1.0
GSE25087_TREG_VS_TCONV_FETUS_UP	0.3156588566541042	0.1	1.0
GSE10239_NAIVE_VS_KLRG1HIGH_EFF_CD8_TCELL_DN	0.3156456380729714	0.1	1.0
GOBP_BOX_C_D_SNORNP_ASSEMBLY	0.31564238255002736	0.3	1.0
HP_PROMINENT_ANTITRAGUS	0.31555226691780963	0.1	1.0
REACTOME_LATE_ENDOSOMAL_MICROAUTOPHAGY	0.3155212959645707	0.1	1.0
KEGG_NON_HOMOLOGOUS_END_JOINING	0.31543797275010316	0.1	1.0
GOMF_CENTROMERIC_DNA_BINDING	0.3152361089489918	0.2	1.0
GSE22886_NAIVE_CD8_TCELL_VS_NKCELL_DN	0.31523268846325464	0.1	1.0
REACTOME_HOST_INTERACTIONS_OF_HIV_FACTORS	0.3151659333924113	0.1	1.0
NAKAMURA_ADIPOGENESIS_LATE_DN	0.31514824340269854	0.1	1.0
GOMF_PALMITOYL_COA_HYDROLASE_ACTIVITY	0.31510878378951673	0.1	1.0
GOBP_POSITIVE_REGULATION_OF_EXTRACELLULAR_MATRIX_DISASSEMBLY	0.3150295572741735	0.1	1.0
GOBP_INTERLEUKIN_10_PRODUCTION	0.3149819989646081	0.1	1.0
GOBP_REGULATION_OF_CALCIUM_MEDIATED_SIGNALING	0.31498199576027036	0.1	1.0
GOBP_INTERMEDIATE_FILAMENT_ORGANIZATION	0.3149602393827076	0.1	1.0
HP_METAPHYSEAL_SCLEROSIS	0.31491852996273983	0.1	1.0
REACTOME_TRANSCRIPTIONAL_REGULATION_BY_VENTX	0.3148932264985246	0.1	1.0
BIOCARTA_HIF_PATHWAY	0.31487500912286576	0.1	1.0
GOBP_MONOVALENT_INORGANIC_ANION_HOMEOSTASIS	0.314859376064116	0.1	1.0
HOLLEMAN_VINCRISTINE_RESISTANCE_ALL_DN	0.3148141396002759	0.1	1.0
GOBP_TUBULIN_DEACETYLATION	0.3148039434846554	0.1	1.0
GOMF_ACTIN_DEPENDENT_ATPASE_ACTIVITY	0.3147801185991612	0.1	1.0
GAVIN_FOXP3_TARGETS_CLUSTER_P2	0.3147780119955744	0.1	1.0
HP_INTELLECTUAL_DISABILITY_BORDERLINE	0.31475757698096074	0.1	1.0
SOBOLEV_PBMC_PANDEMRIX_AGE_18_64YO_RESPONDERS_VS_NONRESPONDERS_7DY_UP	0.31474305007982917	0.1	1.0
HP_PHOCOMELIA	0.3147075335186101	0.4	1.0
WEST_ADRENOCORTICAL_CARCINOMA_VS_ADENOMA_DN	0.31465777004295853	0.1	1.0
LA_MEN1_TARGETS	0.3146254637070265	0.1	1.0
KEGG_PROXIMAL_TUBULE_BICARBONATE_RECLAMATION	0.31456250667923774	0.1	1.0
GNF2_DEK	0.31449640357204783	0.1	1.0
WP_TCELL_ANTIGEN_RECEPTOR_TCR_PATHWAY_DURING_STAPHYLOCOCCUS_AUREUS_INFECTION	0.3144859155539586	0.1	1.0
chr14q22	0.3144706111848692	0.1	1.0
GOMF_CHLORIDE_ION_BINDING	0.3144276117690146	0.2	1.0
GOBP_POSITIVE_REGULATION_OF_T_HELPER_2_CELL_CYTOKINE_PRODUCTION	0.3143747073788034	0.3	1.0
YANG_BREAST_CANCER_ESR1_BULK_UP	0.3143647314527771	0.1	1.0
GOBP_NEGATIVE_REGULATION_OF_INTERLEUKIN_12_PRODUCTION	0.3143056503624462	0.1	1.0
GOBP_PROTEIN_DESTABILIZATION	0.3142864384196292	0.1	1.0
HP_ENLARGED_METAPHYSES	0.31425304365377005	0.6	1.0
GOMF_LACTATE_TRANSMEMBRANE_TRANSPORTER_ACTIVITY	0.31424919268037294	0.1	1.0
GOBP_ADHESION_OF_SYMBIONT_TO_HOST	0.3142181703161626	0.1	1.0
WP_IL10_ANTIINFLAMMATORY_SIGNALING_PATHWAY	0.3141980166128697	0.1	1.0
GOBP_RESPONSE_TO_FORSKOLIN	0.31412915356343546	0.1	1.0
MANN_RESPONSE_TO_AMIFOSTINE_DN	0.3141021189960266	0.2	1.0
GAJATE_RESPONSE_TO_TRABECTEDIN_UP	0.31409021407466386	0.1	1.0
GOBP_NEGATIVE_REGULATION_OF_PROTEIN_KINASE_ACTIVITY_BY_REGULATION_OF_PROTEIN_PHOSPHORYLATION	0.31401879208596406	0.3	1.0
BIOCARTA_SODD_PATHWAY	0.31395970801654655	0.1	1.0
GOBP_POSITIVE_REGULATION_OF_RESPONSE_TO_BIOTIC_STIMULUS	0.31393185050919564	0.1	1.0
GOCC_PLATELET_DENSE_TUBULAR_NETWORK_MEMBRANE	0.3138855367555077	0.2	1.0
REACTOME_PHASE_1_INACTIVATION_OF_FAST_NA_CHANNELS	0.31388428083662934	0.2	1.0
YAGI_AML_RELAPSE_PROGNOSIS	0.31383670073049946	0.1	1.0
WP_IRINOTECAN_PATHWAY	0.31380470386423465	0.1	1.0
HP_ABNORMAL_TEMPER_TANTRUMS	0.31379542395696436	0.3	1.0
WP_NOVEL_INTRACELLULAR_COMPONENTS_OF_RIGILIKE_RECEPTOR_RLR_PATHWAY	0.3137854373514246	0.1	1.0
HP_DELAYED_SOCIAL_DEVELOPMENT	0.31377825618947824	0.2	1.0
GOBP_POSITIVE_REGULATION_OF_ER_ASSOCIATED_UBIQUITIN_DEPENDENT_PROTEIN_CATABOLIC_PROCESS	0.3137457028264347	0.1	1.0
WEBER_METHYLATED_HCP_IN_FIBROBLAST_DN	0.31374338710547345	0.1	1.0
GOBP_POSITIVE_REGULATION_OF_NATURAL_KILLER_CELL_MEDIATED_IMMUNITY	0.31370527742740306	0.1	1.0
GOBP_BILE_ACID_SECRETION	0.31358323124060833	0.3	1.0
REACTOME_REGULATION_OF_RUNX1_EXPRESSION_AND_ACTIVITY	0.31356906982534194	0.1	1.0
GOMF_SINGLE_STRANDED_DNA_HELICASE_ACTIVITY	0.3135626774841841	0.1	1.0
CHEOK_RESPONSE_TO_MERCAPTOPURINE_AND_HD_MTX_UP	0.3135547491387098	0.4	1.0
REACTOME_TRANSLESION_SYNTHESIS_BY_POLK	0.31345164577242957	0.1	1.0
GOBP_SMOOTHENED_SIGNALING_PATHWAY_INVOLVED_IN_VENTRAL_SPINAL_CORD_PATTERNING	0.31339970402260814	0.1	1.0
GOBP_DETOXIFICATION_OF_INORGANIC_COMPOUND	0.31334488330706395	0.1	1.0
WEINBERGER_BLOOD_TWINRIX_AGE_20_40_AND_60_84YO_CORRELATED_WITH_HIGH_ANTI_HBS_CONC_AT_WEEK_30_PRIMARY_VACC_1DY_POSITIVE	0.3133202749408299	0.4	1.0
HP_CHONDROSARCOMA	0.3133143783455156	0.2	1.0
MIR95_3P	0.3132862428523718	0.3	1.0
GOBP_VALINE_METABOLIC_PROCESS	0.3131491080006109	0.2	1.0
FIRESTEIN_CTNNB1_PATHWAY	0.31312318630599556	0.1	1.0
HP_PARTIAL_AGENESIS_OF_THE_CORPUS_CALLOSUM	0.313093056843543	0.1	1.0
GOBP_REGULATION_OF_CARDIAC_MUSCLE_CELL_ACTION_POTENTIAL_INVOLVED_IN_REGULATION_OF_CONTRACTION	0.3130806608611159	0.4	1.0
TURJANSKI_MAPK1_AND_MAPK2_TARGETS	0.3130419709843455	0.1	1.0
WP_GLYCOGEN_SYNTHESIS_AND_DEGRADATION	0.3130293241783744	0.1	1.0
SIG_PIP3_SIGNALING_IN_CARDIAC_MYOCTES	0.3130128353336642	0.1	1.0
HP_LARGE_FOREHEAD	0.3129881750260899	0.1	1.0
GOBP_PROTEIN_SULFATION	0.31290873307259953	0.3	1.0
GOBP_MAINTENANCE_OF_PROTEIN_LOCATION_IN_MITOCHONDRION	0.3128826101581271	0.3	1.0
GOBP_ECTODERM_DEVELOPMENT	0.3128621405794614	0.1	1.0
GOBP_POSITIVE_REGULATION_OF_DOPAMINE_SECRETION	0.312840519270913	0.3	1.0
GOMF_OXIDOREDUCTASE_ACTIVITY_ACTING_ON_OTHER_NITROGENOUS_COMPOUNDS_AS_DONORS	0.3127691065662224	0.3	1.0
GOMF_NITRITE_REDUCTASE_ACTIVITY	0.31272702811787084	0.4	1.0
GOMF_OXIDOREDUCTASE_ACTIVITY_ACTING_ON_OTHER_NITROGENOUS_COMPOUNDS_AS_DONORS_CYTOCHROME_AS_ACCEPTOR	0.31272702811787084	0.4	1.0
GOBP_GOLGI_VESICLE_BUDDING	0.31271741255473784	0.1	1.0
HALLMARK_MITOTIC_SPINDLE	0.3127030771595301	0.1	1.0
HP_ARTERIOVENOUS_MALFORMATION	0.3126711526777117	0.1	1.0
MIR4798_3P	0.312633575004198	0.1	1.0
ZHENG_CORD_BLOOD_C9_GRANULOCYTE_MACROPHAGE_PROGENITOR	0.31251466109242887	0.1	1.0
SCHAVOLT_TARGETS_OF_TP53_AND_TP63	0.31231769862643494	0.1	1.0
REACTOME_OTHER_INTERLEUKIN_SIGNALING	0.3122409707708485	0.1	1.0
WP_NEURODEGENERATION_WITH_BRAIN_IRON_ACCUMULATION_NBIA_SUBTYPES_PATHWAY	0.31217885777912574	0.1	1.0
GOBP_DITERPENOID_BIOSYNTHETIC_PROCESS	0.3120094393154634	0.2	1.0
HP_DEEP_PALMAR_CREASE	0.3119608836557392	0.1	1.0
REACTOME_ACTIVATION_OF_THE_PHOTOTRANSDUCTION_CASCADE	0.3119564414356127	0.1	1.0
HP_SPINOCEREBELLAR_TRACT_DEGENERATION	0.3119371533233366	0.2	1.0
HARALAMBIEVA_PBMC_FLUARIX_AGE_50_74YO_CORR_WITH_28D_MEM_B_CELL_RESPONSE_AT_28DY_LEUK_MIGR_MAPK_ACT_CYTOK_SIG_DIAB_OF_THE_YNG_POSITIVE	0.3119116179267372	0.1	1.0
GOCC_CLEAVAGE_FURROW	0.3118794922329327	0.1	1.0
HP_ARRHINENCEPHALY	0.3117398701630985	0.1	1.0
GOBP_POSITIVE_REGULATION_OF_RNA_POLYMERASE_II_TRANSCRIPTION_PREINITIATION_COMPLEX_ASSEMBLY	0.3117186762999368	0.2	1.0
GOBP_OLFACTORY_BEHAVIOR	0.31147374587682963	0.2	1.0
GOBP_POSITIVE_REGULATION_OF_ORGANELLE_ASSEMBLY	0.311443974962177	0.1	1.0
GOBP_VESICLE_MEDIATED_TRANSPORT_BETWEEN_ENDOSOMAL_COMPARTMENTS	0.3112156149628918	0.1	1.0
HP_SCLEROSIS_OF_HAND_BONE	0.3111434117310343	0.3	1.0
GOCC_PROTEIN_PHOSPHATASE_TYPE_1_COMPLEX	0.3111312900623739	0.1	1.0
GOMF_VASOPRESSIN_RECEPTOR_ACTIVITY	0.311056725557077	0.1	1.0
GOBP_REGULATION_OF_SPINDLE_ORGANIZATION	0.31103180837612787	0.1	1.0
GOCC_TELOMERASE_HOLOENZYME_COMPLEX	0.31099178742808475	0.1	1.0
MODULE_173	0.31097453288335836	0.1	1.0
HP_OPEN_BITE	0.31096651350003324	0.1	1.0
PID_WNT_NONCANONICAL_PATHWAY	0.3108688833650304	0.1	1.0
LINDGREN_BLADDER_CANCER_CLUSTER_3_UP	0.31081302768049895	0.1	1.0
REACTOME_TRANSLOCATION_OF_SLC2A4_GLUT4_TO_THE_PLASMA_MEMBRANE	0.3107908241654787	0.1	1.0
GOMF_CARBOXY_LYASE_ACTIVITY	0.3107396481535357	0.1	1.0
FAN_EMBRYONIC_CTX_EX_1_EXCITATORY_NEURON	0.31072990245546844	0.1	1.0
ZHONG_PFC_C6_PLXNA4_POS_EXCITATORY_NEURON	0.31072990245546284	0.6	1.0
REACTOME_THE_NLRP3_INFLAMMASOME	0.31071693114218785	0.1	1.0
HP_RHEUMATOID_ARTHRITIS	0.31069160871078444	0.1	1.0
REACTOME_PRESYNAPTIC_FUNCTION_OF_KAINATE_RECEPTORS	0.3106832030013948	0.1	1.0
BIOCARTA_MELANOCYTE_PATHWAY	0.3105187666996028	0.2	1.0
MATSUMIYA_PBMC_MODIFIED_VACCINIA_ANKARA_VACCINE_AGE_18_55YO_LOW_VS_HIGH_RESPONDERS_2DY_GO_T_CELL_ACTIV_AND_CO_STIM_UP	0.31046565685772176	0.1	1.0
HP_BREAST_CARCINOMA	0.31044505852842397	0.1	1.0
GOBP_NEGATIVE_REGULATION_OF_CELL_MATRIX_ADHESION	0.3103044563754001	0.1	1.0
GOBP_REGULATION_OF_INTEGRIN_ACTIVATION	0.31028071598001017	0.1	1.0
HP_BROAD_PALM	0.3102598575701147	0.1	1.0
MODULE_227	0.3102003994670674	0.2	1.0
GOBP_REGULATION_OF_RESPIRATORY_SYSTEM_PROCESS	0.3101506728648745	0.1	1.0
GOBP_LUTEOLYSIS	0.3101278508348423	0.2	1.0
HP_UPPER_LIMB_POSTURAL_TREMOR	0.3100780409042282	0.1	1.0
HP_HYPOINSULINEMIA	0.3100556826572723	0.1	1.0
GOMF_PRE_MRNA_3_SPLICE_SITE_BINDING	0.31001230170097527	0.1	1.0
SCHERER_PBMC_APSV_WETVAX_AGE_18_40YO_5_TO_7DY_DN	0.3099899537977468	0.1	1.0
REACTOME_CS_DS_DEGRADATION	0.30991707005753727	0.1	1.0
HU_ANGIOGENESIS_DN	0.30987600746164506	0.1	1.0
TRAVAGLINI_LUNG_CD4_MEMORY_EFFECTOR_T_CELL	0.3098678422897222	0.1	1.0
PID_P38_MKK3_6PATHWAY	0.3098232936060841	0.1	1.0
