Set	Score	Margin of Error	P-Value	Q-Value
GOBP_EXTRINSIC_APOPTOTIC_SIGNALING_PATHWAY_VIA_DEATH_DOMAIN_RECEPTORS	0.46799066087669755	0.025182534481359715	0.012865873852175223	0.32569265707797124
GOBP_NODAL_SIGNALING_PATHWAY	0.4679310524775922	0.02731307465670867	0.012873701640824929	0.32569265707797124
GSE21063_WT_VS_NFATC1_KO_8H_ANTI_IGM_STIM_BCELL_UP	0.46782685178609196	0.03026351323648766	0.01289056149330122	0.32569265707797124
HP_ABNORMALITY_OF_THE_UTERINE_CERVIX	0.467723111554581	0.034393751943237905	0.012908625620954389	0.32569265707797124
HP_LINEAR_ARRAYS_OF_MACULAR_HYPERKERATOSES_IN_FLEXURAL_AREAS	0.4675970811532154	0.023030827006939297	0.012925184404636459	0.32569265707797124
GOBP_MAMMARY_GLAND_DEVELOPMENT	0.4675441957595302	0.028088241666697118	0.012930904711726629	0.32569265707797124
GSE369_SOCS3_KO_VS_WT_LIVER_POST_IL6_INJECTION_UP	0.4675025923910877	0.02728403859332377	0.012935721812434142	0.32569265707797124
HP_ABNORMAL_FINGERNAIL_MORPHOLOGY	0.4674963889210767	0.031026505642926076	0.012935721812434142	0.32569265707797124
REACTOME_PROTEIN_UBIQUITINATION	0.46746180775964846	0.02601185937752027	0.012942646394701189	0.32569265707797124
GOBP_NEGATIVE_REGULATION_OF_MACROAUTOPHAGY	0.4674540460643656	0.0313121369299263	0.012943850669878068	0.32569265707797124
TBK1.DF_UP	0.4674046570652125	0.028137360744428342	0.012953183802498871	0.32569265707797124
HP_ACUTE_LEUKEMIA	0.46719679231589006	0.02536209776025014	0.012987505645039891	0.3260846560846561
HP_SPARSE_HAIR	0.46719010779775355	0.03389351317707595	0.01298840885142255	0.3260846560846561
LINDGREN_BLADDER_CANCER_CLUSTER_3_UP	0.4670917194570251	0.021095731494667227	0.01300556977269306	0.3262688821752266
HP_COLON_CANCER	0.4670029601034029	0.026612768002846853	0.01301670931807918	0.326289592760181
LI_WILMS_TUMOR_VS_FETAL_KIDNEY_1_UP	0.4669481870375644	0.02778101626390105	0.013026042450699984	0.326289592760181
REACTOME_MAP2K_AND_MAPK_ACTIVATION	0.4667178774915867	0.024836808679216418	0.013055547192533493	0.3265763732129421
GOMF_CELL_CELL_ADHESION_MEDIATOR_ACTIVITY	0.46665131563117834	0.018403433343911972	0.013065482462742736	0.3265763732129421
GOMF_TRANSFERASE_ACTIVITY_TRANSFERRING_PHOSPHORUS_CONTAINING_GROUPS	0.46664058772310457	0.025360585595537343	0.013066987806713833	0.3265763732129421
CCATCCA_MIR432	0.46652997331545304	0.023830586947964513	0.013079933764865272	0.32661157024793386
GOBP_POLYOL_TRANSPORT	0.46648682639151595	0.02182764441198655	0.013088062622309198	0.32661157024793386
GSE22886_NAIVE_TCELL_VS_NKCELL_DN	0.4662064247955796	0.024388331050154095	0.013131115459882584	0.3273688155922039
ZNF37A_TARGET_GENES	0.4661038355402827	0.03025558009251573	0.013146469968387777	0.3273688155922039
GOBP_POSITIVE_REGULATION_OF_PROTEIN_LOCALIZATION_TO_MEMBRANE	0.466090526654232	0.02550067789160087	0.013147975312358874	0.3273688155922039
MODULE_163	0.4657478037387814	0.031239858271277992	0.013199157007376186	0.3274795539033457
GOBP_POSITIVE_REGULATION_OF_DEACETYLASE_ACTIVITY	0.4656380097673051	0.022299489885892417	0.013213006171910282	0.3274795539033457
GOBP_RESPONSE_TO_GLYCOPROTEIN	0.46563290749827674	0.028371409877383652	0.01321390937829294	0.3274795539033457
HP_APLASIA_HYPOPLASIA_INVOLVING_BONES_OF_THE_THORAX	0.46563096608852256	0.028027135553889682	0.01321451151588138	0.3274795539033457
GOBP_POSITIVE_REGULATION_OF_AXONOGENESIS	0.46548446133950344	0.03166269626838687	0.013233478849917206	0.3274795539033457
HP_ABNORMALITY_OF_THE_HELIX	0.46546595536331115	0.029675329909676328	0.013236188469065182	0.3274795539033457
HUMMERICH_MALIGNANT_SKIN_TUMOR_UP	0.46544522400611377	0.020005753003401936	0.01323739274424206	0.3274795539033457
HP_CAFE_AU_LAIT_SPOT	0.4654434923385407	0.026051287787659944	0.013237693813036279	0.3274795539033457
HP_DICARBOXYLIC_ACIDURIA	0.4653868179404955	0.027322968860823034	0.013246123739274425	0.3274795539033457
GOCC_RNA_CAP_BINDING_COMPLEX	0.46533812892802867	0.02448536458673545	0.01325455366551257	0.3274795539033457
GOBP_REGULATION_OF_DNA_REPAIR	0.46529395642859606	0.026181831659565835	0.013260876110191179	0.3274795539033457
GSE1740_MCSF_VS_MCSF_AND_IFNG_DAY2_DERIVED_MACROPHAGE_WITH_IFNA_STIM_UP	0.46501969333630466	0.021948630472948413	0.013303326810176125	0.327797695262484
HP_SPASTICITY	0.46498038717054174	0.02518537796795134	0.013308746048472075	0.327797695262484
GOBP_NEGATIVE_REGULATION_OF_PROTEIN_TARGETING_TO_MEMBRANE	0.4649313995721384	0.021483528003230952	0.01331777811229866	0.327797695262484
GOBP_MULTICELLULAR_ORGANISM_GROWTH	0.46486931690500977	0.023356892559236914	0.013329218726479	0.327797695262484
GSE17974_0H_VS_24H_IN_VITRO_ACT_CD4_TCELL_DN	0.4647036810491415	0.02906305422705821	0.0133524010236339	0.327797695262484
HP_POSTURAL_INSTABILITY	0.4646252143726219	0.027087458352702216	0.01336444377540268	0.327797695262484
YAGI_AML_RELAPSE_PROGNOSIS	0.4645177226296571	0.026573548173269936	0.013380400421496312	0.327797695262484
GOBP_POSITIVE_REGULATION_OF_PROTEIN_DEUBIQUITINATION	0.4644364566544086	0.021408182193916138	0.013394550654824627	0.327797695262484
GOBP_SULFUR_COMPOUND_TRANSPORT	0.46436209632190534	0.0304341100894445	0.01340478699382809	0.327797695262484
DARWICHE_PAPILLOMA_RISK_LOW_UP	0.46429890318687816	0.02057168997568989	0.013411109438506699	0.327797695262484
GSE22601_DOUBLE_NEGATIVE_VS_IMMATURE_CD4_SP_THYMOCYTE_DN	0.4642688056834448	0.023760688401091253	0.013414421195243113	0.327797695262484
TAAWWATAG_RSRFC4_Q2	0.4642676260190266	0.03316562780520432	0.013415023332831552	0.327797695262484
HP_MALE_HYPOGONADISM	0.46403999832244947	0.025050990212400297	0.013449044106578352	0.327797695262484
KERLEY_RESPONSE_TO_CISPLATIN_UP	0.46396546606588923	0.022796629507709585	0.013457172964022279	0.327797695262484
GOBP_REGULATION_OF_CELL_FATE_COMMITMENT	0.4638783673235223	0.024143514018687633	0.013470721059762155	0.327797695262484
HP_ABNORMALITY_OF_FEMALE_EXTERNAL_GENITALIA	0.4638724616163761	0.04153816210268029	0.013471624266144814	0.327797695262484
IPA_CREB1_DN	0.46384013235305444	0.029404105613151515	0.013476140298058107	0.327797695262484
HP_CRYPTORCHIDISM	0.463818764321651	0.030552718302165643	0.01348005419238296	0.327797695262484
HP_APLASIA_CUTIS_CONGENITA	0.4637493545406512	0.02422352894878533	0.013494505494505494	0.327797695262484
GSE43955_TH0_VS_TGFB_IL6_IL23_TH17_ACT_CD4_TCELL_52H_UP	0.463715997329164	0.023884017592008665	0.013499322595213007	0.327797695262484
LET_7B_5P	0.463479452312904	0.019708768433552976	0.0135378594008731	0.327797695262484
WANG_LMO4_TARGETS_UP	0.4634678790011524	0.024531658941407283	0.01353846153846154	0.327797695262484
GSE37416_CTRL_VS_3H_F_TULARENSIS_LVS_NEUTROPHIL_DN	0.4634573987725191	0.023367447720328106	0.013539665813638416	0.327797695262484
HP_RAYNAUD_PHENOMENON	0.4633813441315159	0.026403594249050803	0.01354960108384766	0.327797695262484
GSE22432_UNTREATED_VS_TGFB1_TREATED_COMMON_DC_PROGENITOR_DN	0.46317326785990054	0.02510219712919498	0.013575493000150535	0.327797695262484
WP_TNF_RELATED_WEAK_INDUCER_OF_APOPTOSIS_TWEAK_SIGNALING_PATHWAY	0.4630893128619895	0.023559239378306434	0.013588740027096192	0.327797695262484
GOMF_PHOSPHODIESTERASE_I_ACTIVITY	0.46297173706033184	0.02634984959386617	0.013607406292337799	0.327797695262484
GSE3982_CTRL_VS_IGE_STIM_MAST_CELL_UP	0.46296533530583855	0.020030223965448832	0.013608610567514678	0.327797695262484
GOBP_NEGATIVE_REGULATION_OF_CELL_DEVELOPMENT	0.4629377314638947	0.02734466358226839	0.013611922324251092	0.327797695262484
GSE20198_IL12_IL18_VS_IFNA_TREATED_ACT_CD4_TCELL_DN	0.4626271063057684	0.019964479292936675	0.013658286918560891	0.327797695262484
GOBP_LENS_FIBER_CELL_MORPHOGENESIS	0.462625614935055	0.022492075071017557	0.013658286918560891	0.327797695262484
GOBP_TRNA_MODIFICATION	0.46257575749768415	0.024878222066937617	0.013666114707210597	0.327797695262484
GSE37534_GW1929_VS_ROSIGLITAZONE_TREATED_CD4_TCELL_PPARG1_FOXP3_TRANSDUCED_UP	0.462424171081708	0.024308467676947172	0.013684479903657986	0.327797695262484
GOMF_KINASE_ACTIVITY	0.46232496537056916	0.025835228992671606	0.01369983441216318	0.327797695262484
MIR1285_3P	0.4622524001178326	0.030831082171760893	0.013709769682372423	0.327797695262484
GSE1460_CD4_THYMOCYTE_VS_THYMIC_STROMAL_CELL_UP	0.4621411951615889	0.024264987646865986	0.01372211350293542	0.327797695262484
MIR6513_3P	0.46209993732980786	0.02746818863775103	0.01372813487881981	0.327797695262484
WP_BRAINDERIVED_NEUROTROPHIC_FACTOR_BDNF_SIGNALING_PATHWAY	0.46199285554395075	0.020230618686680774	0.013741080836971249	0.327797695262484
GSE19888_NO_PRETREAT_VS_ADENOSINE_A3R_INHIBITOR_PRETREATED_MAST_CELL_TCELL_MEMBRANES_ACT_DN	0.46183435481330143	0.020362887211805715	0.013765768478097245	0.327797695262484
GOBP_POSITIVE_REGULATION_OF_DEPHOSPHORYLATION	0.46174573895228777	0.02747774158218754	0.013778112298660244	0.327797695262484
MIR320E	0.46141307422141226	0.027910213760392887	0.013830799337648653	0.327797695262484
GOBP_REGULATION_OF_TUBE_SIZE	0.46139277462107176	0.023639894141122622	0.013833508956796628	0.327797695262484
GAUCHER_PBMC_YF_VAX_STAMARIL_UNKNOWN_AGE_10DY_UP	0.4613486770657186	0.023530298177878977	0.013839229263886798	0.327797695262484
HP_OSTEOCHONDROSIS	0.46131209294300823	0.033253765090917986	0.01384314315821165	0.327797695262484
GOBP_PROTEIN_MATURATION_BY_4FE_4S_CLUSTER_TRANSFER	0.4612920767356538	0.02491965974467529	0.013846153846153847	0.327797695262484
MCCLUNG_COCAINE_REWARD_5D	0.461239894955861	0.026647568045825593	0.013852175222038236	0.327797695262484
GARGALOVIC_RESPONSE_TO_OXIDIZED_PHOSPHOLIPIDS_MAGENTA_UP	0.4611407367036036	0.029961483288568812	0.013864820111395454	0.327797695262484
GSE5589_IL6_KO_VS_IL10_KO_LPS_AND_IL6_STIM_MACROPHAGE_45MIN_UP	0.46105417140928406	0.022262817552291696	0.01387806713834111	0.327797695262484
HP_ABNORMALITY_OF_THE_SMALL_INTESTINE	0.4610209943487665	0.026741011656811736	0.013882282101460183	0.327797695262484
DARWICHE_PAPILLOMA_RISK_HIGH_UP	0.4609806192387618	0.01876791043066913	0.013886798133373476	0.327797695262484
GOBP_POSITIVE_REGULATION_OF_B_CELL_MEDIATED_IMMUNITY	0.46091206167223203	0.03403307996727609	0.01389613126599428	0.327797695262484
BCAT_GDS748_DN	0.46082455201893935	0.023290065840097927	0.01390757188017462	0.327797695262484
WP_NRF2ARE_REGULATION	0.46071999347083276	0.03132349963146976	0.013921119975914496	0.327797695262484
MIR4731_3P	0.4606817187278719	0.024470689650928072	0.013927141351798886	0.327797695262484
ZHAN_MULTIPLE_MYELOMA_CD1_AND_CD2_DN	0.46065337693594516	0.02722256581921157	0.013928947764564202	0.327797695262484
NAKAYA_PBMC_IMUVAC_MALE_AGE_14_27YO_1D_POSTBOOST_VS_0DY_PREIMM_TIV_UP	0.4605823990694814	0.028836962695810864	0.013941592653921421	0.327797695262484
HP_PULVERULENT_CATARACT	0.4605447569122728	0.024760543909890638	0.013947614029805811	0.327797695262484
GSE7460_WT_VS_FOXP3_HET_ACT_TCONV_DN	0.4604351610732858	0.02534626597959399	0.013961764263134125	0.327797695262484
HOWARD_PBMC_INACT_MONOV_INFLUENZA_A_INDONESIA_05_2005_H5N1_AGE_19_39YO_AS03_ADJUVANT_VS_BUFFER_1DY_UP	0.4602780868732616	0.033945315576934185	0.01398253800993527	0.327797695262484
REACTOME_CYTOSOLIC_SENSORS_OF_PATHOGEN_ASSOCIATED_DNA	0.4602159973197354	0.021620607497465128	0.013990365798584977	0.327797695262484
HP_INTRAUTERINE_GROWTH_RETARDATION	0.46012697576244654	0.027829613809877862	0.014002709619147975	0.327797695262484
HP_ACUTE_LYMPHOBLASTIC_LEUKEMIA	0.4600467045304503	0.025788876479444688	0.01401655878368207	0.327797695262484
HP_2_3_TOE_SYNDACTYLY	0.4599198383293798	0.02801103603148249	0.014036128255306337	0.327797695262484
HP_DYSPHAGIA	0.45983672321478514	0.026422183470038153	0.014047568869486677	0.327797695262484
MIR499A_3P	0.4597554654753881	0.02923785739030597	0.014055998795724823	0.327797695262484
HP_ABNORMAL_FOREARM_BONE_MORPHOLOGY	0.45965653092817393	0.021002608015082715	0.014070149029053139	0.327797695262484
MIR7156_3P	0.4595543593845504	0.027894531839815783	0.014087912087912088	0.327797695262484
GOMF_PHOSPHOLIPID_BINDING	0.4595334746982287	0.024447862228449118	0.014090019569471625	0.327797695262484
GAO_LARGE_INTESTINE_24W_C2_MKI67POS_PROGENITOR	0.45950575171773683	0.03287017117772746	0.014095137738973355	0.327797695262484
IPA_DDIT3_UP	0.4594274266379964	0.023016524546240605	0.014103567665211501	0.327797695262484
MIR518E_5P_MIR519A_5P_MIR519B_5P_MIR519C_5P_MIR522_5P_MIR523_5P	0.45926275506123293	0.02476084930234661	0.014125846755983742	0.327797695262484
REACTOME_INACTIVATION_OF_CSF3_G_CSF_SIGNALING	0.4591834376905456	0.025921531915232065	0.01413849164534096	0.327797695262484
ZNF623_TARGET_GENES	0.4591811183736921	0.030328494616923586	0.01413849164534096	0.327797695262484
GOBP_AORTA_DEVELOPMENT	0.45908101404639234	0.03413201360797966	0.01415053439710974	0.327797695262484
MIR499B_3P	0.4590360231513979	0.027660903866462267	0.014154749360228812	0.327797695262484
GSE6875_TCONV_VS_FOXP3_KO_TREG_UP	0.45898361227828016	0.027374453732112707	0.014162577148878518	0.327797695262484
GOBP_FEMALE_SEX_DIFFERENTIATION	0.45897722290977366	0.025273545069994026	0.014163781424055397	0.327797695262484
HP_AUTISTIC_BEHAVIOR	0.4589091594413861	0.032584338401475156	0.0141731145566762	0.327797695262484
HP_PERINEAL_HYPOSPADIAS	0.45869175975556986	0.022151849394369955	0.014205931055246123	0.327797695262484
GOBP_REGULATION_OF_NEURAL_PRECURSOR_CELL_PROLIFERATION	0.4585832183689079	0.025584495231656224	0.014219479150986	0.327797695262484
GOBP_POSITIVE_REGULATION_OF_HYDROLASE_ACTIVITY	0.4584553047384813	0.0265424550942777	0.01423694114105073	0.327797695262484
MIR27A_3P_MIR27B_3P	0.4584532995099514	0.03230184451644834	0.014237543278639169	0.327797695262484
GOMF_STEROID_HORMONE_RECEPTOR_ACTIVITY	0.45842954683301695	0.02538648407435859	0.014240855035375583	0.327797695262484
GSE2124_CTRL_VS_LYMPHOTOXIN_BETA_TREATED_MLN_UP	0.45842918570542357	0.02508362727171413	0.014241156104169803	0.327797695262484
GSE23505_IL6_IL1_IL23_VS_IL6_IL1_TGFB_TREATED_CD4_TCELL_DN	0.45838749293275416	0.022826041239715607	0.014246575342465753	0.327797695262484
SAFFORD_T_LYMPHOCYTE_ANERGY	0.4582607022525907	0.03071492859758874	0.014262230919765166	0.327797695262484
PID_ERBB4_PATHWAY	0.4581931763088693	0.02749276461557305	0.014273972602739726	0.327797695262484
GOBP_RENAL_ABSORPTION	0.45805312327322656	0.031211523454867142	0.014297455968688845	0.327797695262484
CREB_Q3	0.4579492577969872	0.02847582368479029	0.014311004064428721	0.327797695262484
COLLIS_PRKDC_REGULATORS	0.4579152667324719	0.030374230207527157	0.014317025440313111	0.327797695262484
MIR1827	0.45788824145215584	0.027581854448805992	0.014321240403432184	0.327797695262484
DANG_REGULATED_BY_MYC_DN	0.45777542442219654	0.02653144631286188	0.0143353906367605	0.327797695262484
GOBP_RESPONSE_TO_ANTIBIOTIC	0.4577531399828487	0.020214109064094807	0.01434080987505645	0.327797695262484
FARMER_BREAST_CANCER_APOCRINE_VS_LUMINAL	0.4577344767430848	0.031810528780814654	0.014342917356615987	0.327797695262484
MIR4670_3P	0.45772353803621163	0.022695059450563958	0.014344121631792864	0.327797695262484
HP_ABNORMAL_INSULIN_LEVEL	0.45765419583158873	0.02702294061482783	0.014351046214059913	0.327797695262484
MIR6793_3P	0.45764409729738437	0.027273619724889526	0.01435194942044257	0.327797695262484
MIR139_5P	0.45764348471883026	0.023955961336791776	0.01435194942044257	0.327797695262484
GSE42021_TREG_VS_TCONV_PLN_UP	0.4576307181238277	0.01904501815373464	0.01435285262682523	0.327797695262484
MIR3143	0.45760566635794087	0.025390584456278613	0.014356465452355863	0.327797695262484
GSE16385_ROSIGLITAZONE_IL4_VS_IL4_ALONE_STIM_MACROPHAGE_12H_UP	0.45747268365568494	0.02302996037227482	0.0143817552310703	0.327797695262484
REACTOME_NEF_MEDIATED_DOWNREGULATION_OF_MHC_CLASS_I_COMPLEX_CELL_SURFACE_EXPRESSION	0.4573806082736022	0.030927371522981917	0.014394099051633299	0.327797695262484
MIR3175	0.4573436799260429	0.03189587044517389	0.014400120427517689	0.327797695262484
GSE18791_CTRL_VS_NEWCASTLE_VIRUS_DC_2H_DN	0.45730776577819504	0.029594103797394623	0.014405840734607859	0.327797695262484
MIR4482_3P	0.45730437059050877	0.026692785977612626	0.014406141803402077	0.327797695262484
RICKMAN_HEAD_AND_NECK_CANCER_D	0.45729604801156193	0.03636161050114787	0.014407346078578956	0.327797695262484
PID_PI3KCI_PATHWAY	0.45726197171430255	0.024291800469496954	0.014413969592051783	0.327797695262484
GSE19825_NAIVE_VS_IL2RALOW_DAY3_EFF_CD8_TCELL_DN	0.45710101565998984	0.024717051295537286	0.014440463645943098	0.327797695262484
REACTOME_GROWTH_HORMONE_RECEPTOR_SIGNALING	0.4570320909132477	0.031951832647044986	0.014452205328917658	0.327797695262484
WP_IL9_SIGNALING_PATHWAY	0.4570069605343535	0.021865036701968214	0.01445672136083095	0.327797695262484
GOBP_POSITIVE_REGULATION_OF_NEURAL_PRECURSOR_CELL_PROLIFERATION	0.4569484868768818	0.027345405827830755	0.014465151287069095	0.327797695262484
HP_GRAY_MATTER_HETEROTOPIA	0.45694703776695245	0.02044025870646369	0.014465151287069095	0.327797695262484
GSE37416_0H_VS_3H_F_TULARENSIS_LVS_NEUTROPHIL_UP	0.4567915147505043	0.01722860762117976	0.014488333584223995	0.327797695262484
GARCIA_TARGETS_OF_FLI1_AND_DAX1_DN	0.45672821354806575	0.017961484650420044	0.014499172060815897	0.327797695262484
MIR548AH_5P	0.45663083602905913	0.028942391576181125	0.01451512870690953	0.327797695262484
GSE9316_CD4_TCELL_BALBC_VS_TH17_ENRI_CD4_TCELL_SKG_PMA_IONO_STIM_FR4NEG_UP	0.456515657550379	0.019181386433608064	0.0145316874905916	0.327797695262484
GOBP_PURINE_CONTAINING_COMPOUND_BIOSYNTHETIC_PROCESS	0.45647654564922036	0.022793201145025803	0.014536504591299113	0.327797695262484
GOCC_COHESIN_COMPLEX	0.4564650556175889	0.031242447689833648	0.01453740779768177	0.327797695262484
HP_LIPOATROPHY	0.45645583084669017	0.0330165522769375	0.014538913141652867	0.327797695262484
GSE39110_DAY3_VS_DAY6_POST_IMMUNIZATION_CD8_TCELL_UP	0.4563590315951168	0.024990905407614564	0.014550955893421647	0.327797695262484
GAGCCAG_MIR149	0.45635151598704693	0.03142618540766595	0.014551859099804306	0.327797695262484
HP_EEG_WITH_SPIKE_WAVE_COMPLEXES_2_5_3_5_HZ	0.45625192073771037	0.023583942729269485	0.01456661147072106	0.327797695262484
DAUER_STAT3_TARGETS_DN	0.4561696227182416	0.02979465023213791	0.014577148878518742	0.327797695262484
GABP_B	0.45614894724334104	0.02302224475093851	0.014579557428872498	0.327797695262484
HP_POLYCYSTIC_KIDNEY_DYSPLASIA	0.45608393851596174	0.026066415511363322	0.01458979376787596	0.327797695262484
WP_FOCAL_ADHESION	0.4559955649727194	0.02056286687484076	0.014602739726027398	0.327797695262484
GSE360_CTRL_VS_L_MAJOR_DC_UP	0.45598232840817543	0.026324183949580915	0.014605449345175372	0.327797695262484
REACTOME_APC_CDC20_MEDIATED_DEGRADATION_OF_NEK2A	0.4559440842323681	0.029444857397813762	0.014611771789853982	0.327797695262484
GOBP_DENDRITIC_SPINE_DEVELOPMENT	0.4559348815812422	0.02390355368697836	0.014613277133825079	0.327797695262484
HP_POLLAKISURIA	0.45591196878245704	0.02854754602469336	0.014616588890561494	0.327797695262484
GSE17186_NAIVE_VS_CD21HIGH_TRANSITIONAL_BCELL_DN	0.45591113662193	0.021910111568697228	0.014616889959355712	0.327797695262484
GOBP_HEAD_DEVELOPMENT	0.4558751712637898	0.02698176805311925	0.014621707060063225	0.327797695262484
GOBP_MICROGLIAL_CELL_ACTIVATION	0.4558409486413779	0.020423604836315553	0.014625922023182298	0.327797695262484
HP_UPPER_MOTOR_NEURON_DYSFUNCTION	0.45582160094592367	0.025773642946751794	0.014628029504741834	0.327797695262484
GSE10240_IL22_VS_IL22_AND_IL17_STIM_PRIMARY_BRONCHIAL_EPITHELIAL_CELLS_UP	0.4557827249541626	0.025594886475002694	0.014634050880626224	0.327797695262484
MORF_BRCA1	0.4557530676295473	0.020626684342174025	0.01464127653168749	0.327797695262484
GOBP_POSITIVE_REGULATION_OF_T_HELPER_1_CELL_DIFFERENTIATION	0.45569105322823067	0.022507362476479276	0.01465301821466205	0.327797695262484
REACTOME_INTERLEUKIN_RECEPTOR_SHC_SIGNALING	0.4556388402743138	0.030206087386121405	0.014659942796929098	0.327797695262484
GOBP_DNA_LIGATION	0.4555905633472196	0.029348131164424585	0.014667168447990367	0.327797695262484
GOCC_CHROMAFFIN_GRANULE_MEMBRANE	0.455561457024933	0.026293001511220587	0.014671684479903658	0.327797695262484
HU_FETAL_RETINA_BLOOD	0.45550414139433915	0.022253935176884797	0.01468131868131868	0.327797695262484
WGGAATGY_TEF1_Q6	0.45542206616941266	0.0263789279066149	0.01469426463947012	0.327797695262484
MIR1287_3P	0.45532059323200863	0.022885745026038254	0.014714135179888604	0.327797695262484
RB_P107_DN.V1_DN	0.45530909837655736	0.021309472993185384	0.014715339455065483	0.327797695262484
NEMETH_INFLAMMATORY_RESPONSE_LPS_DN	0.45526331228256	0.026562080016806128	0.014723468312509409	0.327797695262484
GSE15930_NAIVE_VS_72H_IN_VITRO_STIM_IFNAB_CD8_TCELL_DN	0.45517955846209585	0.02388843912575888	0.014735209995483969	0.327797695262484
GOBP_REGULATION_OF_INTRACELLULAR_PROTEIN_TRANSPORT	0.45512330869235684	0.02079612606717359	0.01474574740328165	0.327797695262484
SMAD3_Q6	0.4550919628232374	0.029341777654064944	0.014752069847960259	0.327797695262484
REACTOME_RUNX1_REGULATES_EXPRESSION_OF_COMPONENTS_OF_TIGHT_JUNCTIONS	0.455060555905559	0.023224805609093818	0.01475718801746199	0.327797695262484
MIR548D_3P	0.45495515916956675	0.027637599800934963	0.014772542525967184	0.327797695262484
GSE18281_PERIMEDULLARY_CORTICAL_REGION_VS_WHOLE_CORTEX_THYMUS_UP	0.4548131632921982	0.02700991837527992	0.014796628029504742	0.327797695262484
GOBP_REGULATION_OF_TRANSCRIPTION_INITIATION_FROM_RNA_POLYMERASE_II_PROMOTER	0.45473072101734024	0.030726340854732498	0.014813186813186814	0.327797695262484
MODULE_337	0.4546882798720253	0.03035750107565611	0.014816197501129008	0.327797695262484
KINSEY_TARGETS_OF_EWSR1_FLII_FUSION_DN	0.4546831254171208	0.03352135685437783	0.014817401776305885	0.327797695262484
DING_LUNG_CANCER_MUTATED_RECURRENTLY	0.4545500432255553	0.02340913336183783	0.014836670179135933	0.327797695262484
GSE10094_LCMV_VS_LISTERIA_IND_EFF_CD4_TCELL_UP	0.4544670431002887	0.02344948149108108	0.014847809724522053	0.327797695262484
GOBP_EPIDERMAL_CELL_DIFFERENTIATION	0.45435469064799944	0.025256729830100792	0.014865271714586783	0.327797695262484
CARDOSO_RESPONSE_TO_GAMMA_RADIATION_AND_3AB	0.4542315865277401	0.031200498113880298	0.014882432635857293	0.327797695262484
GSE24142_EARLY_THYMIC_PROGENITOR_VS_DN2_THYMOCYTE_FETAL_UP	0.4541475827881918	0.0250415740199351	0.014894776456420292	0.327797695262484
BIOCARTA_RAB_PATHWAY	0.45408832552688655	0.02287909769538866	0.014902905313864219	0.327797695262484
TANAKA_METHYLATED_IN_ESOPHAGEAL_CARCINOMA	0.4540678538050728	0.026643253055409478	0.014906819208189072	0.327797695262484
GOBP_OVULATION_FROM_OVARIAN_FOLLICLE	0.4540217511465512	0.02074821750590321	0.014916453409604095	0.327797695262484
GSE28737_WT_VS_BCL6_KO_MARGINAL_ZONE_BCELL_DN	0.4540125455579543	0.02496155969763536	0.014918560891163632	0.327797695262484
MIR1297	0.45392705049214116	0.03164451833305338	0.014930302574138191	0.327797695262484
GSE18791_CTRL_VS_NEWCASTLE_VIRUS_DC_4H_DN	0.45389203640803794	0.035636663476976214	0.014935420743639922	0.327797695262484
MORF_FANCG	0.45385406695937314	0.025262438976795677	0.014939936775553215	0.327797695262484
AAGCACT_MIR520F	0.4538538526192795	0.02195105605101943	0.014939936775553215	0.327797695262484
IPA_POU2AF1_DN	0.45383283671615415	0.029963540365895963	0.014943850669878068	0.327797695262484
GSE2706_UNSTIM_VS_8H_LPS_DC_DN	0.4536778316568009	0.02451955808314725	0.014967635104621405	0.327797695262484
GSE2706_LPS_VS_R848_AND_LPS_8H_STIM_DC_UP	0.4536650368826086	0.03041712016768981	0.014970344723769381	0.327797695262484
WP_ASPIRIN_AND_MIRNAS	0.4534303986601264	0.02859289131561859	0.0150061719102815	0.327797695262484
GOBP_REGULATION_OF_GLUCAN_BIOSYNTHETIC_PROCESS	0.4533915601810954	0.026579435228259445	0.01501219328616589	0.327797695262484
HP_FINGER_CLINODACTYLY	0.45329495382720364	0.01946493204585595	0.01502875206984796	0.327797695262484
GOMF_PHOSPHATASE_ACTIVITY	0.45323908005362784	0.02538814217117847	0.01503989161523408	0.327797695262484
GSE43955_1H_VS_42H_ACT_CD4_TCELL_WITH_TGFB_IL6_UP	0.4532354401983338	0.02760375170623942	0.01504109589041096	0.327797695262484
MODULE_212	0.45318554290895074	0.02124080857257719	0.015049525816649104	0.327797695262484
GNF2_SPTB	0.4531853194021154	0.031117657784814533	0.015049525816649104	0.327797695262484
GNF2_ANK1	0.4531853194021154	0.031117657784814533	0.015049525816649104	0.327797695262484
ZFP91_TARGET_GENES	0.4530572302785542	0.030824045912203134	0.01506939635706759	0.327797695262484
HP_LOW_SELF_ESTEEM	0.4530237380051886	0.023678328327574084	0.015074213457775102	0.327797695262484
GOBP_POSITIVE_REGULATION_OF_BLOOD_VESSEL_REMODELING	0.452970130584456	0.02072231921012648	0.015083546590395906	0.327797695262484
GOBP_5S_CLASS_RRNA_TRANSCRIPTION_BY_RNA_POLYMERASE_III	0.45291268009869196	0.024010407840058562	0.01509257865422249	0.327797695262484
GOCC_TRANSCRIPTION_FACTOR_TFIIIC_COMPLEX	0.45291268009869196	0.024010407840058562	0.01509257865422249	0.327797695262484
GOMF_DOUBLE_STRANDED_RNA_BINDING	0.45286160750704524	0.023047060497443324	0.015101610718049075	0.327797695262484
