	Selected	N	n	.
GOBP_POLYOL_CATABOLIC_PROCESS	True	26	25	0.9615384615384616
HP_ABNORMAL_ELASTICITY_OF_SKIN	True	183	171	0.9344262295081968
GOBP_REGULATION_OF_LIPID_STORAGE	True	56	51	0.9107142857142857
GOBP_POSITIVE_REGULATION_OF_ACTION_POTENTIAL	False	7	5	0.7142857142857143
GOBP_PROTON_TRANSPORTING_V_TYPE_ATPASE_COMPLEX_ASSEMBLY	True	7	7	1.0
GOBP_VENTRICULAR_CARDIAC_MUSCLE_CELL_DEVELOPMENT	False	9	6	0.6666666666666666
GOBP_MONOACYLGLYCEROL_BIOSYNTHETIC_PROCESS	True	7	6	0.8571428571428571
GOCC_GLYCINERGIC_SYNAPSE	True	6	5	0.8333333333333334
GOBP_NEURON_PROJECTION_ARBORIZATION	True	28	26	0.9285714285714286
GOBP_ISOPRENOID_CATABOLIC_PROCESS	True	10	9	0.9
GOBP_PHOSPHATE_ION_TRANSMEMBRANE_TRANSPORT	True	15	15	1.0
GOBP_POSITIVE_REGULATION_OF_CELLULAR_PH_REDUCTION	True	5	5	1.0
GOBP_REGULATION_OF_SPHINGOLIPID_BIOSYNTHETIC_PROCESS	True	18	17	0.9444444444444444
HP_XEROSTOMIA	True	62	58	0.9354838709677419
GOBP_POSITIVE_REGULATION_OF_P38MAPK_CASCADE	True	29	26	0.896551724137931
HP_AORTIC_ARCH_ANEURYSM	True	21	17	0.8095238095238095
GOCC_AUTOLYSOSOME	True	10	10	1.0
GOBP_RECEPTOR_CLUSTERING	True	52	49	0.9423076923076923
HP_ABNORMAL_2ND_FINGER_MORPHOLOGY	True	29	26	0.896551724137931
GOBP_MYD88_DEPENDENT_TOLL_LIKE_RECEPTOR_SIGNALING_PATHWAY	True	35	32	0.9142857142857143
HP_NAUSEA	True	74	67	0.9054054054054054
HP_ABNORMALITY_OF_UPPER_LIMB_METAPHYSIS	False	16	12	0.75
HP_CHOROID_PLEXUS_CYST	True	6	6	1.0
GOBP_RRNA_MODIFICATION	True	40	37	0.925
GOBP_NECROPTOTIC_PROCESS	True	43	36	0.8372093023255814
HP_EMG_ABNORMALITY	True	255	223	0.8745098039215686
HP_ABNORMAL_NERVOUS_SYSTEM_ELECTROPHYSIOLOGY	True	563	525	0.9325044404973357
GOMF_CALCITONIN_FAMILY_RECEPTOR_ACTIVITY	True	6	5	0.8333333333333334
GOBP_NEGATIVE_REGULATION_OF_CD4_POSITIVE_ALPHA_BETA_T_CELL_ACTIVATION	True	32	32	1.0
GOMF_CARBON_SULFUR_LYASE_ACTIVITY	False	15	11	0.7333333333333333
GOBP_REGULATION_OF_GENE_SILENCING	True	143	135	0.9440559440559441
GOBP_AMINO_ACID_SALVAGE	True	7	7	1.0
HP_MEMORY_IMPAIRMENT	True	129	112	0.8682170542635659
HP_HYPERLIPIDEMIA	True	104	97	0.9326923076923077
HP_ELLIPTOCYTOSIS	True	11	9	0.8181818181818182
GOBP_CELLULAR_RESPONSE_TO_LIPID	True	556	492	0.8848920863309353
HP_PAROXYSMAL_DYSTONIA	True	11	10	0.9090909090909091
GOBP_REGULATION_OF_MITOPHAGY	True	8	7	0.875
HP_INABILITY_TO_WALK_BY_CHILDHOOD_ADOLESCENCE	True	5	5	1.0
GOBP_MATURE_B_CELL_DIFFERENTIATION	True	31	30	0.967741935483871
GOBP_POSITIVE_REGULATION_OF_PROTEIN_METABOLIC_PROCESS	True	1528	1388	0.9083769633507853
HP_STOMATOCYTOSIS	True	11	9	0.8181818181818182
GOMF_OXYGEN_BINDING	True	39	35	0.8974358974358975
GOBP_REGULATION_OF_PROTEIN_TARGETING_TO_MITOCHONDRION	True	44	42	0.9545454545454546
HP_GENERALIZED_NEONATAL_HYPOTONIA	True	19	18	0.9473684210526315
GOBP_ACTIVATION_OF_PROTEIN_KINASE_ACTIVITY	True	328	306	0.9329268292682927
HP_GLUCOSE_INTOLERANCE	True	420	346	0.8238095238095238
GOBP_REGULATION_OF_POTASSIUM_ION_TRANSPORT	True	100	85	0.85
HP_MUSCLE_FIBER_NECROSIS	True	9	8	0.8888888888888888
GOMF_C2H2_ZINC_FINGER_DOMAIN_BINDING	True	15	15	1.0
HP_ABNORMALITY_OF_ENDOCRINE_PANCREAS_PHYSIOLOGY	True	28	26	0.9285714285714286
HP_ABNORMAL_LACRIMAL_DUCT_MORPHOLOGY	True	34	31	0.9117647058823529
GOBP_REGULATION_OF_SYSTEMIC_ARTERIAL_BLOOD_PRESSURE_BY_RENIN_ANGIOTENSIN	False	22	16	0.7272727272727273
GOCC_DENDRITIC_SPINE_NECK	True	7	7	1.0
GOMF_HEMOGLOBIN_BINDING	True	9	9	1.0
GOBP_MAMMARY_GLAND_BRANCHING_INVOLVED_IN_PREGNANCY	True	5	4	0.8
GOBP_POSITIVE_REGULATION_OF_VASCULAR_ENDOTHELIAL_CELL_PROLIFERATION	False	24	14	0.5833333333333334
HP_TRIGONOCEPHALY	True	35	34	0.9714285714285714
GOBP_POSITIVE_REGULATION_OF_MITOCHONDRION_ORGANIZATION	True	84	81	0.9642857142857143
GOMF_RETINOID_X_RECEPTOR_BINDING	True	17	16	0.9411764705882353
HP_HYPEREXTENSIBLE_SKIN	True	62	59	0.9516129032258065
GOMF_CXCR3_CHEMOKINE_RECEPTOR_BINDING	True	5	4	0.8
HP_JOINT_DISLOCATION	True	347	336	0.968299711815562
HP_RETINAL_COLOBOMA	True	30	27	0.9
GOBP_UBIQUITIN_DEPENDENT_ENDOCYTOSIS	True	5	5	1.0
GOCC_CHROMATIN_SILENCING_COMPLEX	True	9	9	1.0
HP_ANTENATAL_ONSET	True	9	8	0.8888888888888888
GOBP_CELLULAR_RESPONSE_TO_INTERFERON_ALPHA	True	11	11	1.0
HP_DEPOSITS_IMMUNOREACTIVE_TO_BETA_AMYLOID_PROTEIN	True	9	8	0.8888888888888888
GOBP_TRANSEPITHELIAL_TRANSPORT	True	30	27	0.9
GOCC_SPECIFIC_GRANULE_MEMBRANE	True	91	90	0.989010989010989
HP_CUPPED_RIBS	True	22	18	0.8181818181818182
HP_ALBUMINURIA	True	13	11	0.8461538461538461
HP_ABNORMAL_CONUS_TERMINALIS_MORPHOLOGY	True	16	16	1.0
GOCC_ACTIN_FILAMENT	True	113	108	0.9557522123893806
GOBP_ACTIN_FILAMENT_DEPOLYMERIZATION	True	59	57	0.9661016949152542
GOBP_CEREBELLAR_PURKINJE_CELL_LAYER_DEVELOPMENT	True	23	21	0.9130434782608695
HP_ABNORMAL_BASAL_GANGLIA_MRI_SIGNAL_INTENSITY	False	54	21	0.3888888888888889
GOBP_POSITIVE_REGULATION_OF_VIRAL_GENOME_REPLICATION	True	31	31	1.0
GOBP_POSITIVE_REGULATION_OF_CANONICAL_WNT_SIGNALING_PATHWAY	True	147	136	0.9251700680272109
HP_STRIAE_DISTENSAE	True	20	20	1.0
GOBP_POSITIVE_REGULATION_OF_CELLULAR_AMIDE_METABOLIC_PROCESS	True	163	137	0.8404907975460123
HP_APLASIA_HYPOPLASIA_OF_FINGERS	True	324	288	0.8888888888888888
GOBP_REGULATION_OF_CD8_POSITIVE_ALPHA_BETA_T_CELL_DIFFERENTIATION	True	7	7	1.0
HP_DECREASED_ACTIVITY_OF_MITOCHONDRIAL_COMPLEX_I	False	50	18	0.36
HP_PHARYNGITIS	True	11	10	0.9090909090909091
GOBP_POSITIVE_REGULATION_OF_CELL_PROLIFERATION_INVOLVED_IN_HEART_MORPHOGENESIS	True	6	5	0.8333333333333334
GOBP_POSITIVE_REGULATION_OF_PROTEIN_PHOSPHORYLATION	True	824	744	0.9029126213592233
GOBP_REGULATION_OF_VACUOLE_ORGANIZATION	True	48	48	1.0
HP_PARATHYROID_ADENOMA	True	15	15	1.0
HP_MUSCLE_WEAKNESS	True	916	789	0.861353711790393
GOBP_NEGATIVE_REGULATION_OF_B_CELL_MEDIATED_IMMUNITY	True	12	12	1.0
GOBP_MONOCYTE_DIFFERENTIATION	True	36	33	0.9166666666666666
GOBP_KERATINOCYTE_APOPTOTIC_PROCESS	True	6	5	0.8333333333333334
HP_ABNORMAL_SKIN_MORPHOLOGY_OF_THE_PALM	True	267	244	0.9138576779026217
GOBP_REGULATION_OF_BLOOD_BRAIN_BARRIER_PERMEABILITY	True	7	6	0.8571428571428571
GOBP_REGULATION_OF_OXIDATIVE_STRESS_INDUCED_INTRINSIC_APOPTOTIC_SIGNALING_PATHWAY	True	28	27	0.9642857142857143
GOBP_REGULATION_OF_KERATINOCYTE_PROLIFERATION	True	37	30	0.8108108108108109
GOBP_MACROPHAGE_INFLAMMATORY_PROTEIN_1_ALPHA_PRODUCTION	True	5	5	1.0
HP_CEREBRAL_DYSMYELINATION	True	14	14	1.0
GOBP_CELL_PROLIFERATION_IN_BONE_MARROW	False	9	6	0.6666666666666666
GOBP_ACID_SECRETION	False	40	31	0.775
GOBP_ENDOTHELIAL_CELL_CHEMOTAXIS	True	32	26	0.8125
GOBP_REGULATION_OF_RECEPTOR_SIGNALING_PATHWAY_VIA_STAT	False	110	85	0.7727272727272727
GOBP_REGULATION_OF_ERAD_PATHWAY	True	19	19	1.0
GOCC_PARALLEL_FIBER_TO_PURKINJE_CELL_SYNAPSE	True	12	10	0.8333333333333334
GOBP_NEGATIVE_REGULATION_OF_PHOSPHOLIPASE_ACTIVITY	True	8	8	1.0
GOBP_REGULATION_OF_CALCIUM_MEDIATED_SIGNALING	True	67	61	0.9104477611940298
HP_ABNORMAL_EMOTION_AFFECT_BEHAVIOR	True	499	467	0.935871743486974
GOCC_REPLICATION_FORK	True	65	64	0.9846153846153847
GOBP_REGULATION_OF_L_GLUTAMATE_IMPORT_ACROSS_PLASMA_MEMBRANE	True	6	6	1.0
GOBP_ANTIGEN_PROCESSING_AND_PRESENTATION_OF_ENDOGENOUS_ANTIGEN	True	26	25	0.9615384615384616
GOBP_LIPID_BIOSYNTHETIC_PROCESS	True	728	677	0.929945054945055
GOBP_HISTONE_H3_K4_DEMETHYLATION	True	9	9	1.0
GOBP_REGULATION_OF_T_CIRCLE_FORMATION	True	7	7	1.0
GOBP_POSITIVE_REGULATION_OF_MUSCLE_TISSUE_DEVELOPMENT	True	23	20	0.8695652173913043
GOBP_REGULATION_OF_MICROTUBULE_POLYMERIZATION	True	50	48	0.96
HP_ABNORMAL_ATRIOVENTRICULAR_CONDUCTION	False	75	58	0.7733333333333333
GOBP_PRE_B_CELL_DIFFERENTIATION	True	5	5	1.0
GOBP_REGULATION_OF_B_CELL_MEDIATED_IMMUNITY	True	54	54	1.0
GOMF_ANION_CATION_SYMPORTER_ACTIVITY	True	22	21	0.9545454545454546
GOBP_POSITIVE_REGULATION_OF_MYELOID_CELL_APOPTOTIC_PROCESS	True	8	8	1.0
GOBP_RECEPTOR_MEDIATED_ENDOCYTOSIS	False	327	249	0.7614678899082569
HP_THYROID_CARCINOMA	True	46	39	0.8478260869565217
GOBP_REGULATION_OF_SMAD_PROTEIN_SIGNAL_TRANSDUCTION	True	26	25	0.9615384615384616
GOBP_POSITIVE_REGULATION_OF_METALLOENDOPEPTIDASE_ACTIVITY	False	7	2	0.2857142857142857
HP_INCREASED_CIRCULATING_IGG_LEVEL	True	16	16	1.0
GOMF_PRENYLTRANSFERASE_ACTIVITY	True	17	15	0.8823529411764706
GOBP_CELLULAR_RESPONSE_TO_EXTRACELLULAR_STIMULUS	True	235	218	0.9276595744680851
GOBP_TELENCEPHALON_GLIAL_CELL_MIGRATION	True	22	20	0.9090909090909091
GOBP_CEREBRAL_CORTEX_CELL_MIGRATION	True	39	36	0.9230769230769231
GOBP_CELLULAR_RESPONSE_TO_PEPTIDE_HORMONE_STIMULUS	True	325	298	0.916923076923077
GOBP_RESPONSE_TO_ESTRADIOL	True	125	110	0.88
GOBP_CARDIAC_MUSCLE_TISSUE_MORPHOGENESIS	False	57	43	0.7543859649122807
GOBP_C4_DICARBOXYLATE_TRANSPORT	True	24	24	1.0
GOBP_PROSTANOID_METABOLIC_PROCESS	True	48	42	0.875
HP_APLASIA_HYPOPLASIA_INVOLVING_BONES_OF_THE_LOWER_LIMBS	True	341	314	0.9208211143695014
HP_HYDROCELE_TESTIS	True	22	20	0.9090909090909091
GOCC_H3_HISTONE_ACETYLTRANSFERASE_COMPLEX	True	10	10	1.0
GOBP_HISTONE_UBIQUITINATION	True	47	46	0.9787234042553191
GOBP_NEGATIVE_REGULATION_OF_GLIAL_CELL_APOPTOTIC_PROCESS	True	8	8	1.0
GOBP_BILE_ACID_AND_BILE_SALT_TRANSPORT	True	33	28	0.8484848484848485
HP_ABNORMAL_THALAMIC_SIZE	True	9	8	0.8888888888888888
GOBP_BLASTOCYST_FORMATION	True	35	32	0.9142857142857143
GOBP_REGULATION_OF_SUPEROXIDE_ANION_GENERATION	True	20	20	1.0
GOBP_SULFIDE_OXIDATION	True	5	5	1.0
GOBP_UDP_N_ACETYLGLUCOSAMINE_BIOSYNTHETIC_PROCESS	True	11	11	1.0
GOBP_NEGATIVE_REGULATION_OF_VASCULAR_ENDOTHELIAL_GROWTH_FACTOR_RECEPTOR_SIGNALING_PATHWAY	True	14	12	0.8571428571428571
HP_LACTIC_ACIDOSIS	False	173	98	0.5664739884393064
GOBP_MONOCARBOXYLIC_ACID_CATABOLIC_PROCESS	True	131	124	0.9465648854961832
GOBP_SERINE_TRANSPORT	True	10	9	0.9
GOBP_PANCREATIC_A_CELL_DIFFERENTIATION	True	7	6	0.8571428571428571
GOBP_ORGANIC_HYDROXY_COMPOUND_TRANSPORT	True	271	224	0.8265682656826568
GOBP_REGULATION_OF_IMMUNE_EFFECTOR_PROCESS	True	464	373	0.8038793103448276
GOBP_NEGATIVE_REGULATION_OF_PROTEIN_MATURATION	True	27	26	0.9629629629629629
HP_ANARTHRIA	True	12	12	1.0
HP_ABNORMAL_GENITAL_PIGMENTATION	True	5	4	0.8
HP_ABNORMALITY_OF_THE_UTERUS	True	213	193	0.9061032863849765
GOMF_NEUROTROPHIN_TRK_RECEPTOR_BINDING	True	6	6	1.0
GOBP_PROTEIN_LOCALIZATION_TO_CYTOPLASMIC_STRESS_GRANULE	True	7	7	1.0
HP_SKIN_PLAQUE	True	29	26	0.896551724137931
GOBP_REGULATION_OF_FIBRINOLYSIS	True	14	14	1.0
GOBP_POSITIVE_REGULATION_OF_GLYCOGEN_METABOLIC_PROCESS	True	18	17	0.9444444444444444
GOMF_CCR1_CHEMOKINE_RECEPTOR_BINDING	True	5	4	0.8
HP_PERIPHERAL_HYPOMYELINATION	True	8	8	1.0
GOBP_CELLULAR_RESPONSE_TO_CAMP	True	53	51	0.9622641509433962
GOBP_SPHINGOLIPID_BIOSYNTHETIC_PROCESS	True	109	106	0.9724770642201835
GOBP_POSITIVE_REGULATION_OF_INTERLEUKIN_4_PRODUCTION	True	24	24	1.0
GOBP_ORGANOPHOSPHATE_BIOSYNTHETIC_PROCESS	True	586	541	0.9232081911262798
HP_CHORDEE	False	14	9	0.6428571428571429
GOCC_RIBOSOME	False	229	51	0.22270742358078602
GOCC_INTEGRAL_COMPONENT_OF_LYSOSOMAL_MEMBRANE	True	7	7	1.0
GOBP_POSITIVE_REGULATION_OF_TRIGLYCERIDE_BIOSYNTHETIC_PROCESS	True	14	13	0.9285714285714286
HP_ABNORMAL_COCHLEA_MORPHOLOGY	True	28	24	0.8571428571428571
GOBP_GLUTAMATE_HOMEOSTASIS	True	5	5	1.0
HP_ABNORMAL_THORACIC_SPINE_MORPHOLOGY	True	84	75	0.8928571428571429
GOMF_S_METHYLTRANSFERASE_ACTIVITY	True	7	7	1.0
GOBP_STEROID_CATABOLIC_PROCESS	True	26	25	0.9615384615384616
GOBP_NEGATIVE_REGULATION_OF_MESENCHYMAL_CELL_APOPTOTIC_PROCESS	False	9	7	0.7777777777777778
HP_HORIZONTAL_NYSTAGMUS	True	67	59	0.8805970149253731
HP_AORTIC_ATHEROSCLEROTIC_LESION	True	9	9	1.0
HP_ABNORMALITY_OF_SECONDARY_SEXUAL_HAIR	False	66	50	0.7575757575757576
GOMF_TRANSLATION_REGULATOR_ACTIVITY	True	138	118	0.855072463768116
GOBP_POSITIVE_REGULATION_OF_CELL_MIGRATION_INVOLVED_IN_SPROUTING_ANGIOGENESIS	False	34	18	0.5294117647058824
GOMF_QUATERNARY_AMMONIUM_GROUP_TRANSMEMBRANE_TRANSPORTER_ACTIVITY	True	10	10	1.0
GOBP_COLLAGEN_ACTIVATED_SIGNALING_PATHWAY	True	15	13	0.8666666666666667
GOBP_POSITIVE_REGULATION_OF_SYNAPTIC_VESICLE_RECYCLING	True	8	7	0.875
GOCC_INTRINSIC_COMPONENT_OF_MITOCHONDRIAL_INNER_MEMBRANE	False	55	38	0.6909090909090909
GOBP_REGULATION_OF_URINE_VOLUME	False	21	16	0.7619047619047619
HP_REDUCED_VISUAL_ACUITY	True	470	413	0.8787234042553191
GOBP_NEURAL_CREST_CELL_MIGRATION_INVOLVED_IN_AUTONOMIC_NERVOUS_SYSTEM_DEVELOPMENT	True	6	5	0.8333333333333334
HP_MALIGNANT_HYPERTHERMIA	True	24	22	0.9166666666666666
GOCC_CAMP_DEPENDENT_PROTEIN_KINASE_COMPLEX	True	10	8	0.8
GOBP_RESPONSE_TO_CISPLATIN	True	9	9	1.0
GOBP_BRONCHUS_DEVELOPMENT	True	9	9	1.0
HP_NYSTAGMUS_INDUCED_HEAD_NODDING	True	9	9	1.0
GOBP_BUNDLE_OF_HIS_CELL_TO_PURKINJE_MYOCYTE_COMMUNICATION	False	14	10	0.7142857142857143
HP_HEMORRHAGE_OF_THE_EYE	True	41	40	0.975609756097561
HP_EMG_AXONAL_ABNORMALITY	True	6	6	1.0
GOCC_NEURON_PROJECTION_CYTOPLASM	True	86	84	0.9767441860465116
GOBP_REGULATION_OF_HORMONE_LEVELS	True	510	441	0.8647058823529412
HP_ORAL_ULCER	True	39	37	0.9487179487179487
GOMF_CORTICOTROPIN_RELEASING_HORMONE_RECEPTOR_BINDING	False	6	4	0.6666666666666666
GOBP_NEGATIVE_REGULATION_OF_PROTEIN_EXPORT_FROM_NUCLEUS	True	6	6	1.0
HP_BOWING_OF_THE_LEGS	True	193	173	0.8963730569948186
GOBP_RELEASE_OF_SEQUESTERED_CALCIUM_ION_INTO_CYTOSOL_BY_ENDOPLASMIC_RETICULUM	True	34	31	0.9117647058823529
GOBP_REGULATION_OF_ENDODEOXYRIBONUCLEASE_ACTIVITY	True	8	7	0.875
HP_TOE_CLINODACTYLY	True	68	65	0.9558823529411765
GOBP_PEPTIDYL_LYSINE_MODIFICATION	True	391	374	0.9565217391304348
GOBP_OSSIFICATION	True	399	351	0.8796992481203008
GOMF_MICROTUBULE_SEVERING_ATPASE_ACTIVITY	True	8	7	0.875
GOMF_SEROTONIN_GATED_CATION_SELECTIVE_CHANNEL_ACTIVITY	False	5	2	0.4
HP_PRIMARY_CONGENITAL_GLAUCOMA	False	5	3	0.6
HP_HYPERMETHIONINEMIA	True	8	7	0.875
GOBP_REGULATION_OF_BONE_REMODELING	True	51	45	0.8823529411764706
GOBP_EYE_MORPHOGENESIS	True	143	121	0.8461538461538461
GOBP_HISTIDINE_METABOLIC_PROCESS	True	10	10	1.0
GOMF_UBIQUITIN_PROTEIN_TRANSFERASE_INHIBITOR_ACTIVITY	False	6	3	0.5
GOBP_ASPARTATE_TRANSMEMBRANE_TRANSPORT	True	9	9	1.0
GOBP_POSITIVE_REGULATION_OF_EXTRINSIC_APOPTOTIC_SIGNALING_PATHWAY_IN_ABSENCE_OF_LIGAND	True	10	9	0.9
GOBP_REGULATION_OF_PLATELET_DERIVED_GROWTH_FACTOR_RECEPTOR_BETA_SIGNALING_PATHWAY	True	8	7	0.875
HP_HYPOPLASTIC_IRIS_STROMA	True	7	6	0.8571428571428571
GOBP_RESPONSE_TO_HEPATOCYTE_GROWTH_FACTOR	True	18	17	0.9444444444444444
GOBP_SYNAPTONEMAL_COMPLEX_ORGANIZATION	True	24	23	0.9583333333333334
HP_DECREASED_LIBIDO	True	8	7	0.875
HP_ABNORMAL_UPPER_LIMB_BONE_MORPHOLOGY	True	406	377	0.9285714285714286
HP_MYALGIA	True	144	131	0.9097222222222222
GOBP_RESPONSE_TO_PEPTIDE_HORMONE	True	435	392	0.9011494252873563
GOBP_INNATE_IMMUNE_RESPONSE_IN_MUCOSA	False	27	16	0.5925925925925926
GOBP_EXCITATORY_CHEMICAL_SYNAPTIC_TRANSMISSION	True	9	8	0.8888888888888888
GOBP_RESPONSE_TO_INTERFERON_GAMMA	True	196	184	0.9387755102040817
GOBP_CELLULAR_RESPONSE_TO_UV_B	True	8	8	1.0
HP_COLOR_VISION_DEFECT	True	108	101	0.9351851851851852
HP_HYPERGALACTOSEMIA	True	5	5	1.0
GOBP_NEGATIVE_REGULATION_OF_HISTONE_ACETYLATION	True	16	16	1.0
HP_MATURITY_ONSET_DIABETES_OF_THE_YOUNG	False	21	15	0.7142857142857143
HP_ABNORMALITY_OF_THE_DENTAL_PULP	True	41	37	0.9024390243902439
HP_RECTAL_POLYPOSIS	True	5	4	0.8
GOCC_DOPAMINERGIC_SYNAPSE	True	9	8	0.8888888888888888
GOBP_GLUTATHIONE_DERIVATIVE_METABOLIC_PROCESS	True	22	18	0.8181818181818182
GOBP_ESTROGEN_BIOSYNTHETIC_PROCESS	True	13	11	0.8461538461538461
GOBP_REGULATION_OF_LOW_DENSITY_LIPOPROTEIN_PARTICLE_CLEARANCE	False	19	10	0.5263157894736842
GOBP_NEGATIVE_REGULATION_OF_DOUBLE_STRAND_BREAK_REPAIR_VIA_HOMOLOGOUS_RECOMBINATION	True	19	19	1.0
HP_DIFFUSE_WHITE_MATTER_ABNORMALITIES	True	35	30	0.8571428571428571
GOBP_LACTATE_TRANSMEMBRANE_TRANSPORT	True	7	7	1.0
GOBP_TRANS_SYNAPTIC_SIGNALING_MODULATING_SYNAPTIC_TRANSMISSION	True	10	9	0.9
GOBP_MESENCHYME_DEVELOPMENT	True	287	243	0.8466898954703833
HP_SHORT_THORAX	True	47	43	0.9148936170212766
HP_HYPOPLASIA_OF_THE_PRIMARY_TEETH	True	5	5	1.0
GOCC_PROTEASOME_REGULATORY_PARTICLE_BASE_SUBCOMPLEX	True	12	12	1.0
GOMF_TRANSLATION_REGULATOR_ACTIVITY_NUCLEIC_ACID_BINDING	True	108	93	0.8611111111111112
HP_RECTAL_ABSCESS	True	8	8	1.0
GOBP_DETECTION_OF_TEMPERATURE_STIMULUS	True	21	20	0.9523809523809523
GOBP_POSITIVE_REGULATION_OF_LEUKOCYTE_CHEMOTAXIS	True	91	80	0.8791208791208791
GOCC_NUCLEAR_CYCLIN_DEPENDENT_PROTEIN_KINASE_HOLOENZYME_COMPLEX	True	12	12	1.0
GOCC_ADHERENS_JUNCTION	True	172	166	0.9651162790697675
HP_ABNORMAL_CSF_PROTEIN_LEVEL	False	53	38	0.7169811320754716
GOBP_CELL_KILLING	False	177	140	0.7909604519774012
GOBP_ESTABLISHMENT_OF_ENDOTHELIAL_INTESTINAL_BARRIER	True	12	12	1.0
HP_SKIN_RASH	True	115	103	0.8956521739130435
HP_ENLARGED_THORAX	True	59	57	0.9661016949152542
HP_MODERATE_GLOBAL_DEVELOPMENTAL_DELAY	False	24	16	0.6666666666666666
GOBP_POSITIVE_REGULATION_OF_AMPA_RECEPTOR_ACTIVITY	True	8	8	1.0
GOBP_COLLAGEN_CATABOLIC_PROCESS	False	47	35	0.7446808510638298
HP_EDEMA_OF_THE_DORSUM_OF_HANDS	True	11	10	0.9090909090909091
HP_ABNORMAL_RETINAL_VASCULAR_MORPHOLOGY	True	208	179	0.8605769230769231
GOMF_SPHINGOSINE_1_PHOSPHATE_RECEPTOR_ACTIVITY	False	8	6	0.75
GOBP_REGULATION_OF_NMDA_RECEPTOR_ACTIVITY	True	36	32	0.8888888888888888
GOBP_REGULATION_OF_ATP_METABOLIC_PROCESS	True	119	107	0.8991596638655462
GOMF_PROTEIN_METHYLTRANSFERASE_ACTIVITY	True	85	81	0.9529411764705882
GOCC_TRANSPORTER_COMPLEX	True	338	299	0.8846153846153846
GOBP_BASEMENT_MEMBRANE_ASSEMBLY	True	15	15	1.0
GOBP_AMINO_ACID_IMPORT	True	48	47	0.9791666666666666
GOCC_AGGRESOME	True	35	32	0.9142857142857143
HP_C1_C2_SUBLUXATION	True	5	5	1.0
HP_RETINAL_VASCULAR_TORTUOSITY	False	41	30	0.7317073170731707
HP_ABNORMALITY_OF_THE_SCROTUM	True	139	122	0.8776978417266187
HP_ABNORMAL_PLATELET_MEMBRANE_PROTEIN_EXPRESSION	True	6	5	0.8333333333333334
GOCC_PHOTORECEPTOR_OUTER_SEGMENT	True	88	79	0.8977272727272727
GOBP_REGULATION_OF_DNA_DEPENDENT_DNA_REPLICATION	True	47	46	0.9787234042553191
GOMF_DNA_BINDING_TRANSCRIPTION_ACTIVATOR_ACTIVITY	True	445	383	0.8606741573033708
GOBP_NEUTROPHIL_MEDIATED_CYTOTOXICITY	False	10	7	0.7
GOBP_MYD88_INDEPENDENT_TOLL_LIKE_RECEPTOR_SIGNALING_PATHWAY	True	34	32	0.9411764705882353
HP_ANOSMIA	True	42	37	0.8809523809523809
GOBP_HYPOXIA_INDUCIBLE_FACTOR_1ALPHA_SIGNALING_PATHWAY	True	6	5	0.8333333333333334
GOBP_LEUKOTRIENE_SIGNALING_PATHWAY	True	5	5	1.0
GOBP_AMINO_ACID_HOMEOSTASIS	True	6	6	1.0
GOCC_ENDOPLASMIC_RETICULUM_TUBULAR_NETWORK_MEMBRANE	True	5	5	1.0
GOMF_N_ACYLSPHINGOSINE_AMIDOHYDROLASE_ACTIVITY	True	7	7	1.0
GOMF_TOLL_LIKE_RECEPTOR_BINDING	True	12	12	1.0
GOMF_GLUCURONOSYLTRANSFERASE_ACTIVITY	False	34	21	0.6176470588235294
HP_DYSMETRIA	True	139	130	0.935251798561151
GOBP_SULFUR_AMINO_ACID_BIOSYNTHETIC_PROCESS	True	17	17	1.0
GOBP_FC_EPSILON_RECEPTOR_SIGNALING_PATHWAY	False	168	111	0.6607142857142857
GOBP_REGULATION_OF_GLUTAMATE_RECEPTOR_CLUSTERING	True	5	5	1.0
GOBP_NUCLEAR_EXPORT	True	201	194	0.9651741293532339
GOMF_VITAMIN_TRANSMEMBRANE_TRANSPORTER_ACTIVITY	True	29	27	0.9310344827586207
GOBP_LAMELLIPODIUM_MORPHOGENESIS	True	16	16	1.0
HP_LOBAR_HOLOPROSENCEPHALY	True	18	18	1.0
GOBP_SEQUESTERING_OF_ZINC_ION	True	8	8	1.0
GOBP_NEGATIVE_REGULATION_OF_CELL_CHEMOTAXIS_TO_FIBROBLAST_GROWTH_FACTOR	False	5	1	0.2
HP_HEMANGIOMATOSIS	True	20	18	0.9
GOMF_PROTEIN_SELF_ASSOCIATION	True	56	54	0.9642857142857143
HP_ABNORMAL_SUBSTANTIA_NIGRA_MORPHOLOGY	True	20	19	0.95
HP_ABNORMAL_CIRCULATING_FOLLICLE_STIMULATING_HORMONE_LEVEL	True	44	37	0.8409090909090909
HP_GENERALIZED_OSTEOPOROSIS	True	15	15	1.0
GOBP_REGULATION_OF_OSTEOBLAST_PROLIFERATION	False	27	21	0.7777777777777778
HP_ANKLE_WEAKNESS	False	16	12	0.75
GOBP_DRINKING_BEHAVIOR	False	8	4	0.5
GOBP_EMBRYONIC_CRANIAL_SKELETON_MORPHOGENESIS	True	45	40	0.8888888888888888
GOBP_MEMBRANE_INVAGINATION	False	136	70	0.5147058823529411
HP_THORACIC_KYPHOSIS	True	41	39	0.9512195121951219
HP_INFANTILE_ONSET	True	487	425	0.8726899383983573
