	CD4 minus TA in CFS163 vs CD4 minus TA in Healthy
KIF3B	-1.5973000000000006
CAPZA1	-1.5969655100000182
VPS8	-1.596411923999998
GPRASP2	-1.5956533000000004
RB1	-1.5953130000000044
C1RL	-1.594793000000001
SEC14L2	-1.5936520630099977
PUS10	-1.5919199999999991
SLC41A3	-1.5916614999999972
NIT1	-1.5911580105828982
SPTY2D1OS	-1.5885638000000002
METTL1	-1.5885450000000003
ZDHHC4	-1.5868049999999982
RAP1GAP2	-1.5858174000000007
ZMPSTE24	-1.585199000000003
TRNT1	-1.585135000000001
GLYCTK	-1.5849469999999979
GRN	-1.5836042600000084
METTL2A	-1.580597000000001
NKRF	-1.5799880000000002
BTD	-1.5777984457058096
PAGE2B	-1.5775700000000001
TLDC2	-1.5770940000000002
RYBP	-1.5741800000000001
POMK	-1.5736580000000004
GIMAP8	-1.5733999999999995
PRDX3	-1.5713849999999923
NEK9	-1.570328
ZNF791	-1.5690820000000016
MAP6D1	-1.5681110000000003
HK2	-1.5672152265807804
HMGCR	-1.5661009999999997
RBSN	-1.5652860000000004
GGT7	-1.5623570000000013
WWC1	-1.5597765434291002
CLPTM1	-1.556789999999996
ZNF669	-1.5566519999999997
TNRC18	-1.5557003997656502
ZNF559	-1.5523339999999983
ZNF226	-1.5521876272000021
CDK8	-1.5512584329999992
LRRC24	-1.551218
PURB	-1.5483699999999994
DPH5	-1.5480680000000007
TSHR	-1.5469579399999995
CATSPERG	-1.5469413047060705
DHODH	-1.5469294000000016
COG6	-1.546681754999998
SLC22A17	-1.546638530000001
PRR7	-1.546075921
COL6A1	-1.5457063
MLKL	-1.5456933
TAF1C	-1.5451383975736714
KIAA0825	-1.5438030000000007
POM121	-1.5428907999999986
HSDL2	-1.5428529999999974
H3-5	-1.54088
SPG11	-1.536752066565139
XPO5	-1.5324512890000008
RC3H2	-1.5290759999999963
H4C6	-1.528912
PSAT1	-1.5282589999999985
VAPB	-1.527751999999996
SETD5	-1.5266643999999943
MIER2	-1.5245112999999986
UBOX5	-1.523696000000001
PSMG3	-1.522393000000001
ZNF384	-1.5187211590695782
RPP25	-1.5185299999999993
ZNF813	-1.5181159999999996
LIN52	-1.5172229999999978
PLAAT5	-1.5170139
RTCA	-1.5163419999999945
B3GNT4	-1.5156026000000002
TREX2	-1.5154730911869998
PHKA2	-1.5144078069999996
VPS37B	-1.5134919999999994
B9D1	-1.5132037000000003
CEPT1	-1.5119450004457953
RAB21	-1.5112029999999947
RBM43	-1.5079570000000002
IGF2R	-1.507859999999999
IL17C	-1.5045815999999999
C3orf14	-1.5044589469899998
ZNF688	-1.5035509999999945
NTNG2	-1.5027861
MED13	-1.5022338999999985
PORCN	-1.501683049863999
RWDD2B	-1.4989359999999996
RAD54B	-1.4986151
VARS2	-1.4970795333723004
ADARB1	-1.4970677867497013
LMTK2	-1.496956
EOGT	-1.49645854217
SHCBP1	-1.4958239
GDI2	-1.4915869999999813
NUPR2	-1.4903199999999996
CDH4	-1.49019588
UBA5	-1.488393484000003
HS1BP3	-1.4872929
IGF1R	-1.4871299999999992
UBP1	-1.4870576500000006
FOXJ3	-1.4849080000000043
H2AC17	-1.4841600000000001
ZNF468	-1.4840797999999964
ZNF367	-1.4836800000000006
FIZ1	-1.4832609999999997
RBMS2	-1.4827949999999999
PPIAL4C	-1.4808590000000001
ZNF852	-1.4801751999999997
TRERF1	-1.4799900280162
RELT	-1.4794333999999996
MIS18A	-1.479423999999998
CHST14	-1.477522
ATAD3A	-1.4774694000000004
LRFN1	-1.4774599999999989
KIAA1586	-1.4772370000000006
TRAF6	-1.4766382
TRIM35	-1.476500999999999
EPC2	-1.4760328000000005
CTPS2	-1.4756560000000007
POLA2	-1.4741149999999994
PHB	-1.4721812999999884
C11orf45	-1.470459
ZNF792	-1.4703699999999973
LIN37	-1.4699999999999989
TMEM120B	-1.4694280000000002
SLC43A1	-1.469399831745001
PHC1	-1.4687260000000002
DRD4	-1.4681570000000002
ALKBH5	-1.4678220000000124
GALK1	-1.4675510000000003
RNF121	-1.4661811999999976
EPAS1	-1.46526078
RP2	-1.4642000000000017
RASA2	-1.4619860066
TERF2	-1.4617226999999993
L3MBTL2	-1.4613231800000008
MROH8	-1.4600033965883001
CELF2	-1.4596088906768045
CBWD6	-1.45957133227
MYO7A	-1.4583522964553999
SOCS3	-1.4581999999999962
SMARCAL1	-1.4558182999999971
NUP62CL	-1.4542778000000003
KATNBL1	-1.4538062230000008
ARSA	-1.4531729999999978
SYNE3	-1.4529960000000006
EVA1B	-1.4522000000000004
KBTBD8	-1.4515409981957101
INTS3	-1.4507891964168422
FLT1	-1.4502156000000004
SP2	-1.4490470000000002
LMO7	-1.4487478986999989
SNX12	-1.44767100144812
EVA1A	-1.4471538573999998
SLC26A2	-1.4470980000000004
IFFO1	-1.4453079067511112
FAM217A	-1.4450085
SMIM22	-1.4438158
PSMB4	-1.4430130013071292
PSMD14	-1.4405827999999943
NOS3	-1.4388267000000003
HBG2	-1.4387679999999998
KCTD13	-1.4385509999999986
DOK4	-1.4384203005686595
FN3K	-1.435335
EDAR	-1.4351390000000013
SOX8	-1.4351269999999992
PDE6B	-1.4350346800000011
POMC	-1.4348209999999995
KRBA2	-1.4343500000000002
ZNF512B	-1.43257
SNTB1	-1.4322248000000002
MACIR	-1.4314145679999997
SLC45A4	-1.4301096000000006
CACUL1	-1.4278409999999973
LIMK2	-1.4246378110999913
NUDT16	-1.4236592000000003
CNIH4	-1.42295900000002
CENPM	-1.422395299999998
SMCR8	-1.4183500000000002
CALY	-1.4181905000000001
SEC24D	-1.4179071999999984
CACNB2	-1.417696787338655
MYL5	-1.4173499
MTPAP	-1.4164169999999991
ITGB4	-1.4157804012216
ZCCHC8	-1.4155165000000025
SBK1	-1.4126900000000013
CCDC106	-1.4121632
SNX10	-1.4119670000000024
FAM120A	-1.411841100000002
NCR1	-1.41073805332108
SLC9A5	-1.4106033
ZNF28	-1.408497999999998
HSPG2	-1.40838844
BBOF1	-1.4073370000000005
CDC20	-1.4062482999999988
NFIC	-1.4044220000000003
NR5A2	-1.4016410000000001
MFSD8	-1.400970699999995
GDPD1	-1.3981380000000008
TMEM192	-1.3968500000000006
FRMD6	-1.3958278019000003
TRIB1	-1.3957834999999994
MPND	-1.3954899999999988
NDFIP1	-1.394553000000002
VKORC1L1	-1.3940740000000007
H2BC11	-1.3937893
ACD	-1.3936500009742545
PTRHD1	-1.391720799999998
AP5B1	-1.3915999999999986
PLS1	-1.391257
CLIP3	-1.389914
GPAM	-1.3897132725090002
SEPTIN11	-1.3892293999999978
PDCD2	-1.3871552935300002
TBXA2R	-1.3866947399999998
LEO1	-1.3852229999999999
BFSP2	-1.3834712999999992
KATNAL1	-1.3827360000000002
TMCC2	-1.3819730000000003
LRRC29	-1.3815857400000002
SMIM12	-1.3808020000000027
ZNF720	-1.3793819999999997
PRTFDC1	-1.3784269999999998
SERTAD3	-1.3777679999999997
PRKACA	-1.3773819999999999
ATF5	-1.3771166
MACO1	-1.3762326000000025
PLBD2	-1.3747939999999996
NPTN	-1.374577299999995
DOP1A	-1.3738718000000008
PRSS16	-1.372393381
ZNF117	-1.3712330000000001
LCMT2	-1.37115
FBRSL1	-1.3708
DECR1	-1.369763000000006
EXTL2	-1.3690880014574
ZBED3	-1.3685660000000002
PDRG1	-1.3683999999999976
APTX	-1.367533976524939
ARMCX2	-1.3673486963999997
ATP11A	-1.3672527898996476
GFAP	-1.3671961429356
TRO	-1.3666771676979996
FEN1	-1.3655879999999954
CUL9	-1.3650411663760007
RBM12B	-1.3643850000000004
TTC14	-1.364241904
ZC3H14	-1.3634301999999963
SLC30A9	-1.3633260000000007
ZNF443	-1.3627700000000003
GAS8	-1.36245715013328
ABCG1	-1.3591097731000001
FGGY	-1.3586205447079578
STAM2	-1.3577400364553007
TMEM203	-1.3567999999999927
TEN1	-1.3563679999999998
CCP110	-1.3563506000000007
ACBD5	-1.3533930000000005
PIGA	-1.3523046000000019
RRS1	-1.3501000000000012
TMEM242	-1.3500499999999995
EMC8	-1.3478199999999987
FGD1	-1.34761
LRMDA	-1.3468182999999998
ZNF597	-1.3465200000000004
DMTN	-1.3458477800000002
B3GNT2	-1.3432999999999993
PRPF8	-1.3432341999999977
ZFP36L2	-1.342999999999961
RANBP10	-1.3422909999999995
HPGDS	-1.3413730000000001
SLC16A5	-1.340223
C1orf216	-1.3379699999999985
EXOC7	-1.3374631198799989
PLEKHG4	-1.3369789950129771
TCHP	-1.3359748000000025
RRAGB	-1.334334199999998
DOK1	-1.334266999999997
TPK1	-1.3337666983745464
MDC1	-1.333213175768
CDT1	-1.330549
TTC36	-1.329859
CCDC93	-1.3290820000000032
NDC80	-1.3278459999999992
C17orf75	-1.3273599999999988
RNF149	-1.327087999999975
TTC26	-1.3270362322087002
HUWE1	-1.3266303374617952
CCDC62	-1.3264934000000002
RCC1	-1.3261752320689961
YTHDC2	-1.3261084000000007
NCAPG2	-1.3258094938605613
DBT	-1.3255300000000005
TLR5	-1.3251580000000003
GP5	-1.3212369999999996
MAPK3	-1.3185450000000003
MND1	-1.3182319
ADGRV1	-1.3181809000000002
ZNF554	-1.317405
G0S2	-1.3172318
THEMIS2	-1.317073999999998
ARSD	-1.3168809150000005
SARDH	-1.316668599999999
QSOX1	-1.3161799999999992
PGRMC1	-1.316039
GDF10	-1.3155910000000002
TMEM37	-1.3153413
TXNL4A	-1.3148172000000216
GDAP2	-1.3147036000000014
PDCD1LG2	-1.3128840000000004
PTPRO	-1.312339399999999
ZNF182	-1.3116400000000006
C8orf76	-1.3083899999999993
DNM1	-1.3081012758
SPINK9	-1.3080499999999997
ADAT2	-1.3068490000000006
ABCA2	-1.3053014154607
MTUS1	-1.3044921999999999
IL11RA	-1.3039042006794865
ZNF681	-1.3030279922611703
UBE4B	-1.3023120000000006
ACVR1B	-1.3014577000000003
ZNF570	-1.3013819999999994
BAIAP2	-1.3002005800000003
AP2A1	-1.2993149001313586
FGFR4	-1.2962988
PLPPR3	-1.2958054
GTF2A1	-1.2956470000000024
FOXN3	-1.2948833999999891
POLR2G	-1.2911179999999831
ORC5	-1.2911009999999976
ACAP3	-1.2893255430913193
URB1	-1.2890200000000003
RAI1	-1.2886325582588993
TUT7	-1.2866177999999984
TAF1B	-1.2860230000000001
INSIG2	-1.2857107040556528
H3C6	-1.2856729999999996
ACKR3	-1.2846700000000002
SLC4A2	-1.2843746932288873
RILPL1	-1.2804142
ARHGAP8	-1.2802081
SENP2	-1.2756729999999976
ALG14	-1.272894
DFFA	-1.2713199999999993
CD99L2	-1.268836000000002
ZNF862	-1.2686791000000017
CCDC34	-1.268646
GPX3	-1.2663404999999996
LRFN3	-1.2658099999999997
PI4KB	-1.265502000000005
TNS2	-1.2637624
ESAM	-1.261710473401
MRTFB	-1.2609963257567802
EBF4	-1.26064118
NUDT3	-1.2583000000000002
APLF	-1.2582870000000002
LACC1	-1.2580089999999995
GDPGP1	-1.2546347764699999
COPS9	-1.2527499999999918
EIF2AK3	-1.2508340000000011
ZHX1	-1.248788482937698
C19orf38	-1.2481630000000001
SPON2	-1.2480642999999993
C15orf39	-1.2467849999999996
GSK3B	-1.2467490000000012
SPHK2	-1.2464183808033997
TTI2	-1.2445331000000017
NUBP2	-1.2432964000000055
CMTM1	-1.2432205099999996
DDX60L	-1.242651500000001
ZNF587B	-1.240129
TTLL4	-1.2383002086959305
CGAS	-1.2376170000000037
TNFSF9	-1.2369089999999998
FBXO22	-1.2362059999999957
PDSS1	-1.2358180000000005
SGK1	-1.2356994899999991
MAP6	-1.2352815
CDC34	-1.2347870000000043
C2orf81	-1.2347009999999998
USP45	-1.2346934100000002
CD38	-1.2296734999999999
ANKIB1	-1.229254000000001
SLC24A1	-1.2283277781400006
FAM229A	-1.2252619
WDR88	-1.2249759999999998
BAIAP3	-1.2243670234532702
GLYATL1	-1.2243146
SALL2	-1.2231147999999998
NOC4L	-1.2215339999999983
ARHGEF39	-1.2206903000000002
GFOD1	-1.2197909999999998
SBNO2	-1.219132509626161
AIG1	-1.2181229999999985
TIGD6	-1.2176809999999993
RBM27	-1.2154509999999998
NDST1	-1.21535275
LIX1L	-1.2136999999999993
ATP8B3	-1.2123354000000002
FCHO2	-1.2107244000000001
OGFOD2	-1.2048636498711005
DNAJB13	-1.204074
SLC1A1	-1.2036587
ZDHHC21	-1.199204
NLK	-1.1966919
ARHGAP19	-1.1966487134999984
GALNT12	-1.1947389999999993
KANK2	-1.19200151
UFSP2	-1.1919829999999791
USF3	-1.1902188000000002
C2orf69	-1.1900101999999997
SLC36A4	-1.1865979000000024
PTPRN	-1.1860163100000003
ALG12	-1.1856300000000033
TNFRSF10A	-1.1851579806934929
RNF25	-1.1845709999999983
ZSCAN29	-1.18425249747649
APEX2	-1.1839800000000018
PFKM	-1.183819012645345
USP54	-1.183656179999998
TOMM40L	-1.1796070000000007
SMPD3	-1.1794619000000002
ANKAR	-1.1789729999999992
CDC73	-1.1761160000000004
ARPC5L	-1.1760739999999927
SRD5A3	-1.1756479999999998
PIGN	-1.1756430000000044
LSM7	-1.1741349999999926
BRIP1	-1.1725001000000004
TTC13	-1.171814996369461
PPP2R2B	-1.1701778953406992
APBB3	-1.1701166500000006
CAMKMT	-1.1695357600000005
KDM5C	-1.1672948459999972
FAM189B	-1.1669940588999999
ARL8B	-1.1668022640800002
MARF1	-1.1667842000000022
C12orf60	-1.1667421999999998
ATRN	-1.1665089999999996
SGO1	-1.1659207000000003
MAP4K3	-1.1658319000000006
SIKE1	-1.1633500000000012
TRPV2	-1.1610140000000087
DAZAP1	-1.1599849000000013
TCTN2	-1.1589399999999996
TMEM39B	-1.1568544000000012
DPPA4	-1.1566838000000002
INF2	-1.155773570000001
SELENON	-1.1549450000000006
SLC35B3	-1.1538999999999966
MCC	-1.1526905202999997
TMEM184C	-1.1491120000000024
ZNF525	-1.1487309999999997
POLI	-1.1474538463999995
E2F7	-1.1457418
DNASE1	-1.1454508000000008
GCSH	-1.145289000000001
ZNF677	-1.1434155961353936
ZNF749	-1.1423100000000002
SEC23B	-1.1413413000000006
TPST2	-1.140483200000002
H4C15	-1.139300290587
TRIM59	-1.139250000000004
GTSF1	-1.1390184000000012
ZNF761	-1.137986999999999
CCDC71	-1.13645
PDS5B	-1.1355838999999932
SLC25A43	-1.135535
BIRC5	-1.1342992999999995
SRCAP	-1.1339429999999986
ZNF415	-1.1335601544604996
ZNF449	-1.1316730000000002
TIGAR	-1.1314929000000014
RERG	-1.13129
TNNC2	-1.1312700000000002
NLE1	-1.1311299999999997
MESP1	-1.130553
CRTC3	-1.1295020999999998
FAM185A	-1.126342615337201
VPS50	-1.1263376829059943
CABP4	-1.1242380000000003
RASL10B	-1.1231942000000001
MAP7	-1.1214770007401758
UFD1	-1.1206099999999992
SLC25A29	-1.1203327417780002
KCNJ15	-1.1199531386760002
ACY1	-1.1198944000000002
PLPP1	-1.1196679999999972
PER2	-1.11795
POU2AF1	-1.1159019999999997
HSF4	-1.1139800568
TXNDC5	-1.1138195999999994
CASTOR3	-1.1135376621999988
DNAJB5	-1.1133609000000002
SLC16A13	-1.1131640000000003
CLNK	-1.1131239
SSBP3	-1.1119845838999982
RNF4	-1.1117422836850182
GRAMD1B	-1.1105431100000018
SLC29A3	-1.1091939999999987
ACER1	-1.108328
JARID2	-1.108106000000003
JUN	-1.106819999999999
PCGF1	-1.1056099999999986
FAM217B	-1.1049030000000002
LSM11	-1.1040299999999998
BCAT1	-1.1034592
ZNF446	-1.1028098082502993
HMMR	-1.10176411
TP53I13	-1.1011859999999913
H2AC21	-1.100061
KLF16	-1.098018
ATP9A	-1.09651136632
SENP7	-1.0933220000000006
MXRA8	-1.09293361
SLC25A25	-1.090224000000001
CHMP4B	-1.0891599999999997
ZNF470	-1.0890019999999998
PDE9A	-1.0889682000000005
SAMD4B	-1.0889360000000003
TSSK6	-1.0882990000000001
PEX10	-1.0860969999999988
ZNF516	-1.0860949896865004
PPTC7	-1.0853870000000008
MX1	-1.0851869999999906
NDC1	-1.0825690000000012
KMT5C	-1.0822513999999988
CHDH	-1.0816382
TRAF3IP1	-1.0811469999999996
IARS1	-1.0810339999999954
SLCO4A1	-1.077371341
PEMT	-1.076903000000005
RNF8	-1.0762400000000039
FANK1	-1.0753996
CCDC198	-1.0752065000000002
A1BG	-1.0751990000000013
SENP8	-1.0748650000000006
ABLIM2	-1.0747134999999999
AP1S2	-1.0716399761995206
SLC39A1	-1.0714358999999902
GNG10	-1.068799999999996
ERMAP	-1.068784
CYP24A1	-1.06870198
MAST4	-1.0685387000000013
ESS2	-1.0683800000000012
MORN3	-1.0681200000000022
TMEM86A	-1.063825
CSF2RB	-1.0635999999999997
LEPROT	-1.062976019744795
INPP1	-1.0615694478220004
UBXN8	-1.0615613999999978
SPATA45	-1.0603310000000001
ZKSCAN8	-1.0576787999999988
ITGA2	-1.05734909642768
AARS2	-1.0569190000000024
TIGD5	-1.0541939999999999
NAB1	-1.051758154999999
GTSE1	-1.0515586
LZTS3	-1.0511073000000009
CES3	-1.0504855849999997
ZFP91	-1.0474000000000014
TRIM17	-1.0473528831436
MED14	-1.04584309
COG7	-1.0427260000000018
ARID1A	-1.0421667886600012
NUP155	-1.042111000000002
TOR4A	-1.0395089999999998
TMOD4	-1.0387691
CCDC59	-1.0382139999999964
GTF2H2C_2	-1.0378516225699999
ZNF507	-1.0370178
MPZL2	-1.0369544999999993
IRS2	-1.0346899999999999
HELB	-1.0343740699999984
DICER1	-1.0334040787290988
MELK	-1.0327565547039996
YIPF4	-1.0323300000000089
TLNRD1	-1.0304399999999996
DEPDC5	-1.0301298310469473
UGDH	-1.029361999999999
ACO1	-1.028373563999999
CDCA5	-1.028020203
PPIAL4D	-1.027654
ZBTB5	-1.0275899999999998
CNOT7	-1.027450000000016
TRPA1	-1.0262126999999999
U2SURP	-1.0261370000000056
ZNF805	-1.0246299999999993
RDH10	-1.0244999999999997
LBHD1	-1.0240239999999998
CD151	-1.0233153000000001
ENTPD7	-1.0226
ZNF786	-1.022200000000005
YIPF3	-1.0221196999999904
RPRD2	-1.0213079999999977
ZNF724	-1.0207769999999998
ARHGAP31	-1.0206950000000001
DUS3L	-1.02010249908
SNX4	-1.0174950000000003
ZNF30	-1.0168779999999993
SLC35G1	-1.0155698999999996
H4-16	-1.014702999999999
G6PD	-1.0121393999999997
ASB2	-1.0113535999999925
TFB2M	-1.008300000000002
SNAPC3	-1.0081278480999991
PEX3	-1.0078650000000025
PRKN	-1.0078307749999997
XPC	-1.0076603205999817
MTHFD2L	-1.007433920553643
ZNF257	-1.0060340000000005
VIPR1	-1.0042549804083478
LRP8	-1.0042168999999999
KANK3	-1.0034206999999997
RGP1	-1.0029190000000021
ZNF574	-1.0027946000000014
WFS1	-1.002071
ALOX12B	-1.0016760000000002
MED9	-1.0013280000000009
DNAJC27	-1.0012399999999992
RABL2B	-1.000945244469996
HACD4	-1.0008109999999997
U2AF2	-1.0003480000000007
PPP1R15B	-1.0001000000000033
ZSCAN23	-0.9987742
TNFSF11	-0.9976890000000005
CDK19	-0.9958113416800001
DRG1	-0.9950979999999916
ZBTB18	-0.9939699999999996
PPARD	-0.9929629996862506
SNRNP70	-0.9926160000000053
HIVEP1	-0.9918682987728271
TMEM19	-0.991433500000003
POGLUT2	-0.9913659999999997
DET1	-0.9909402256999993
ZNF296	-0.9868429999999995
DDX52	-0.9853498895048887
DNHD1	-0.9853375465390004
ZNF396	-0.9836944000000001
PPT2	-0.9835154682639997
LLGL2	-0.9834839780829991
C9orf72	-0.9833869999999996
E2F2	-0.9832580000000002
GNS	-0.9828854999999947
PAGE5	-0.982494
HPN	-0.9823036
KIAA1958	-0.980965400000001
PMAIP1	-0.9807679344872025
ZFAT	-0.9779311668969792
ULK1	-0.9771910999999995
GJD3	-0.9770730000000001
NOD2	-0.9752000000000001
CTNNBIP1	-0.9749299999999996
WDTC1	-0.9743852099999986
PRKCZ	-0.9730935000000009
ZNF235	-0.9726427999999991
PGBD4	-0.9712500000000002
SF3B5	-0.9710000000000036
TMEM269	-0.9701620000000001
MCCC1	-0.9677730000000011
ZNF547	-0.9676376000000002
TMEM217	-0.9672987999999999
APOLD1	-0.9671389999999995
IFT80	-0.9662533840378007
COPRS	-0.9658519999999999
NEK8	-0.9657140762326004
TTYH3	-0.9652907000000002
CSNK1E	-0.9651021244200066
USP37	-0.9647490000000012
KISS1R	-0.9630617000000001
C11orf80	-0.9623532999999984
PTGIR	-0.9619110999999996
ISG15	-0.9608605462599997
NT5E	-0.9605403334550013
REG4	-0.9593820000000006
PHKB	-0.9567560000000022
DYRK3	-0.9567321
H2AC19	-0.9560000000000031
NRAS	-0.9554000000000009
ZBTB6	-0.9543499999999998
TMEM63B	-0.9540373
SLC11A1	-0.9533926096732099
DNTT	-0.953116
NUBP1	-0.9520949999999999
DDX54	-0.9515340000000023
MPZL1	-0.9498290999999996
MTFR2	-0.9495072999999997
FUT4	-0.9457499999999999
ZZZ3	-0.9434196126999979
CCDC6	-0.9428901999999999
UBR4	-0.9416845109840004
DDX31	-0.9389310912710895
MBD2	-0.9388026831000076
UVSSA	-0.9380966000000002
LGALSL	-0.9375798750000001
UTP14C	-0.9375000000000009
CYP7B1	-0.9370976999999999
SLC26A11	-0.9367171466249982
C4orf36	-0.9365926
SMAP1	-0.9357829999999971
AK9	-0.9351112000000015
JDP2	-0.9336486499999999
RTN2	-0.9328300898000002
KCNK5	-0.9322620000000001
XAB2	-0.9317211845699997
PEX11G	-0.9316279999999999
NAP1L1	-0.930970799999983
IL7	-0.9300665421252798
TBP	-0.9294720981213089
SEZ6	-0.9294656499999996
OSBP	-0.9256239999999991
MARVELD2	-0.9249466999999996
ASB14	-0.9229841000000001
MAP2K7	-0.9226151999999996
HLA-DRB3	-0.9223539999999986
TBPL2	-0.9212119999999999
RAPH1	-0.918459548818
BCAS4	-0.9173660000000012
WASHC3	-0.9172513999999836
CFD	-0.9156604400000001
BRD3	-0.9143089999999958
LRRC42	-0.9134889999999984
PXDN	-0.913195
BCLAF3	-0.9120032000000018
KRTAP5-2	-0.9114059999999999
ZNF189	-0.9108250000000004
SARM1	-0.9105454999999996
PDE6G	-0.9105150999999998
SMAD3	-0.9103558000000049
NFKBIZ	-0.9084040899999994
TP63	-0.9083199843021501
MCOLN2	-0.9061079999999997
PRB3	-0.9051633999999998
MISP3	-0.9049289999999999
GAS6	-0.9038820000000003
OGN	-0.9036719999999998
GIT2	-0.9029839999999894
NAT14	-0.9023235999999999
MAGOH	-0.9007288999999972
DOT1L	-0.9002493999999999
YOD1	-0.8997399999999998
CENPL	-0.8995477000000012
RGPD6	-0.8993921284999997
ETFBKMT	-0.8991235493000003
GRAMD2B	-0.8990069681731452
XRCC3	-0.8974863886919997
INCENP	-0.8961653259493008
ZNF821	-0.8955889565555992
CENPE	-0.8948455
DRD3	-0.8935768400000003
UHRF1BP1	-0.8920329999999999
ANKRD6	-0.8906213027910201
AMDHD1	-0.8902989999999997
SLC25A37	-0.8898532128800003
KBTBD3	-0.8896384000000062
VEZF1	-0.8888699999999972
ANKRD13D	-0.8888300000000058
EPS8	-0.8880740765367892
ZNF484	-0.8876749999999998
MED20	-0.8854550000000021
ZNF705A	-0.8853729899999999
SLC25A45	-0.8852467000000015
FAM8A1	-0.8842999999999996
PLCB2	-0.8835595999999981
APOO	-0.8822279999999978
ARHGEF37	-0.8801843
C12orf76	-0.8800930000000005
WDR83	-0.880017699999998
SLC29A2	-0.8798340000000002
LIAS	-0.8797175846999998
ARSL	-0.8795865
ZSCAN2	-0.8789354499999984
HCRT	-0.876437
TMA16	-0.8758640000000018
GPRASP1	-0.874765530107366
SPAG1	-0.8745806999999999
SLC12A9	-0.8745555108000005
GMDS	-0.8725681999999999
GXYLT1	-0.8703800000000008
PDE12	-0.8678200000000018
ERCC6	-0.8677107999999993
PITX1	-0.8676921000000001
TSTD3	-0.8667899999999995
MRC2	-0.8667481999999999
MFSD1	-0.8667370000000076
AEBP1	-0.8664453000000001
PLCL1	-0.8660090000000018
PEX11B	-0.8599577139999965
COQ10A	-0.8598784667610033
TUBG1	-0.8598769999999991
RAB25	-0.8594813549999998
PRSS21	-0.8593621523769999
CDK14	-0.85913745
ATAT1	-0.8590693686640001
SPAG16	-0.8589640000000003
CCDC194	-0.8577431
BFSP1	-0.8564589999999999
ATG2A	-0.8563580000000002
SLC9A1	-0.8562929999999991
PPP1R42	-0.855395
RGS5	-0.8547659143040001
CCR8	-0.8543160000000003
MAFK	-0.8542329
SOCS5	-0.8536699999999997
ZNF26	-0.8521159999999988
FCGBP	-0.8509482100000003
HMG20A	-0.8508169999999993
TMEM245	-0.849020000000003
HERC1	-0.8470968550000002
C7orf31	-0.8461262999999999
TK1	-0.8458064699999999
MEF2B	-0.8440454
ATP1B1	-0.843723
FUT2	-0.8433130000000002
SLC35G3	-0.842186
TRIM45	-0.842041667
CCDC146	-0.8405257699999993
PRICKLE4	-0.8404010000000002
FAM83A	-0.84033
PWWP2A	-0.8390149999999963
EFHC2	-0.8386373999999999
SPESP1	-0.8382285
LYPD5	-0.8370780999999999
KCNN4	-0.8370280000000001
TOR1B	-0.8349410000000006
EGFL7	-0.8345754
HIPK1	-0.8336792958099988
POLA1	-0.8333877498619997
SMARCA1	-0.8327800999999999
ICA1	-0.8321965395000017
TTC30B	-0.8307899999999999
SLC2A6	-0.8304820577832002
TSSK4	-0.8302328999999999
PRRT2	-0.8298248365
CPA4	-0.8292637
WRAP53	-0.8286612000000027
PABPC4	-0.8285448999999971
ZNF541	-0.8272122544355214
DENND2C	-0.8261831
MOCS3	-0.8250200000000003
PLN	-0.8249010000000001
ULBP2	-0.823508
SLFN11	-0.8230700000000013
PPP1R1C	-0.8220168000000002
PRR11	-0.8219074285302397
CMTR1	-0.821517
SDR42E1	-0.8200800000000001
GAREM1	-0.8198225800000001
CFAP157	-0.8197501
PHF2	-0.8194560149780008
THUMPD2	-0.8186828839999984
ZKSCAN2	-0.8182750000000001
RFX7	-0.8176969999999999
ITPRID2	-0.8176083419699998
HLF	-0.8156824000000009
JAM3	-0.8152750013460519
RASEF	-0.8135000000000012
ZNF221	-0.8129162000000001
FBXO36	-0.8123109
BMP4	-0.8122541100000003
RIMBP3	-0.8113099999999998
RHPN2	-0.81037607
KLK2	-0.809185
ZFP2	-0.8085287999999999
ZC3H15	-0.808349939065991
PTPRM	-0.8075589295000025
GLI4	-0.8072034591396982
PNMA8B	-0.8071847000000001
PLA2G1B	-0.807084
WWTR1	-0.8061245013970004
ALDH3A1	-0.8061072033
PKP2	-0.80560137
MS4A4E	-0.8024060000000001
BORCS7	-0.8022899999999993
SYNGR3	-0.8021959999999995
KLC4	-0.8013151968065415
SAP25	-0.800745
YWHAG	-0.8006600000000001
FOXD4L3	-0.80053
ARHGAP18	-0.7995269999999999
DPY19L1	-0.7982048354653521
MLLT6	-0.7981744000000006
GAR1	-0.7974949000000038
LENG9	-0.7970463990000001
CRIM1	-0.7962745000000003
KIF20A	-0.7952195999999998
SPDYE6	-0.7943950000000001
FBXL22	-0.7940830000000001
GNPDA2	-0.793189899999998
CCDC24	-0.7930834
FABP3	-0.7923970000000004
S100P	-0.7909250000000005
PRKAR1B	-0.7901418971000016
EFEMP2	-0.7899341680063102
TRIM26	-0.7897531142495069
CRTAM	-0.7896610000000002
FAM110C	-0.788476
B3GALNT1	-0.7877932543187
TCERG1	-0.786306400000008
ACOT2	-0.7854450000000028
BTBD19	-0.7845443999999997
OTUB2	-0.7840432324800002
ANKMY2	-0.7833620000000003
ALOX12	-0.783007
TESK1	-0.7804520000000004
DHX57	-0.7803450001368546
TENT4B	-0.7802669999999994
IL5RA	-0.7797409500000001
METRN	-0.7789529999999996
PAQR4	-0.7788520000000005
