	CD4 minus TA in CFS251 vs CD4 minus TA in Healthy
SIKE1	-5.3968050000000005
GCC1	-5.39474400000001
E2F1	-5.391570000000001
CCDC18	-5.3906035
GRK2	-5.388629300000019
RAB28	-5.388627073898899
ROCK1	-5.384978000000004
CIPC	-5.383957699999998
AKAP9	-5.383156200000002
MICAL2	-5.3812712999999945
RNF216	-5.379073600000005
SLC66A2	-5.376530800000001
IRAK1	-5.366334000000002
EVI2B	-5.360399999999984
PCNT	-5.355702380080004
TNPO3	-5.351715999999996
CCSER2	-5.3516230988469005
NEK1	-5.349349173438599
ACSL4	-5.345953771591365
FXR2	-5.344423000000003
LPCAT1	-5.343414330499996
ZNF384	-5.337347500129567
GUSB	-5.336497999999992
NBPF15	-5.3362869600000025
DTNBP1	-5.333315804847999
KANSL1	-5.331851420794397
MAD2L2	-5.331206400000006
ST6GALNAC1	-5.32596
BTD	-5.322312327469831
ZDHHC16	-5.322290199999998
C11orf68	-5.319600000000008
PEX3	-5.318945000000003
TAF6	-5.318169970084796
GMPPB	-5.3138819999999996
PIGL	-5.310004499999998
TUFM	-5.307729999999992
NSUN6	-5.306797999999997
HINFP	-5.306619000000001
CARM1	-5.3054614
TFIP11	-5.305324014199996
POLL	-5.304603488239797
C12orf73	-5.300236900000002
MED13	-5.300148899999999
ZNF512	-5.299012999999999
PFKL	-5.295919510887003
UBE2S	-5.2956559999999975
TRIB3	-5.294290800000001
AKIP1	-5.290817100000002
TRAPPC9	-5.2865967000000005
LRRFIP2	-5.283131410000003
BCAP31	-5.281428999999974
EPPK1	-5.276453572952001
PLRG1	-5.274745999999979
L3MBTL2	-5.274025200000004
NEU1	-5.273441144945004
LRCH3	-5.2680072
PPP1R11	-5.267696818655182
THAP6	-5.266332999999996
SHISAL2A	-5.262074000000001
DDX54	-5.258901000000002
ZNF548	-5.258159999036238
RTL8C	-5.257700000000003
LY6G5C	-5.248166670068191
ARHGEF9	-5.244519962589575
CABLES2	-5.244069999999999
AP3D1	-5.243615862200002
TADA3	-5.241901800000001
IFITM3	-5.2330923
MFSD3	-5.229588200000001
PARP10	-5.229504839399993
C18orf25	-5.2272373497015
ADCK2	-5.223039
RCAN1	-5.21889142972627
POGZ	-5.218773807235856
SMYD3	-5.215528000000003
PTPN11	-5.212643000000007
POGK	-5.209159999999997
UPP1	-5.203467999999994
UNC45A	-5.201325999999995
PCBP4	-5.1999572817613995
DPH6	-5.199142
TFAM	-5.198140000000002
CD2BP2	-5.196628000000004
SYPL1	-5.193540981876005
CCDC66	-5.191461000000004
ZDHHC13	-5.1912959
TGOLN2	-5.190646998282446
KATNA1	-5.185979000000003
PDGFB	-5.185742999999999
CHIC2	-5.185703000000004
MMP24OS	-5.185301000000003
WDR25	-5.183676999999999
POU2F1	-5.183431628953629
DHX29	-5.183305999999998
HMG20A	-5.180802
RNMT	-5.170972899999999
ZNF341	-5.170952999999999
PLPP1	-5.170686999999999
CARD11	-5.170487999999992
KPNA3	-5.169272999999997
PRAF2	-5.166675999999995
FAM174A	-5.1539467
AGPS	-5.152404000000004
SC5D	-5.149100291563821
MAPK9	-5.145983800000003
MTFP1	-5.144870999999998
ADD1	-5.144247862348138
PSMD12	-5.144027000000001
ATG3	-5.138000799999986
TSPAN17	-5.135849300000004
ARFGEF1	-5.133560299999999
PSD	-5.132665499999999
GARS1	-5.130189398028911
LMNA	-5.129849199999992
PACS1	-5.1192405999999835
SPNS1	-5.118459999999999
HCFC1R1	-5.11785527
ZNF691	-5.114563043336059
ZNF720	-5.1124559000000005
ZHX1	-5.110027482937699
HERC1	-5.107903799999999
SAR1B	-5.106875000000009
NAMPT	-5.099514937999995
YME1L1	-5.099170415616982
ARL1	-5.096215853000004
APEX2	-5.0957599999999985
MAP3K7	-5.086884156
XRN2	-5.086599999999997
CHST7	-5.083500000000001
SPPL3	-5.0832730000000055
RAB2B	-5.082866000000001
TRAPPC3	-5.078811000000002
MCM6	-5.078371311912996
GTDC1	-5.077381817499997
PSMD14	-5.0771304000000015
RALGAPB	-5.07698926831066
PHLDA1	-5.074411000000001
MGA	-5.070594814081296
CSNK1E	-5.070546126027338
VEZT	-5.070148317516843
TWF1	-5.0609787
EDF1	-5.060789999999997
NEU3	-5.0552057999999995
GFOD2	-5.051978999999999
BAZ1B	-5.050965999999999
PGM1	-5.047650500000003
CLU	-5.039825999999984
SP4	-5.0370360000000005
GAA	-5.033524000000003
KCTD20	-5.023820000000001
HPS6	-5.020800000000001
SELENOO	-5.01998
SREBF2	-5.018815400000001
SPSB1	-5.0168061
SMCHD1	-5.015202500000015
PSAT1	-5.014626999999999
SMIM12	-5.009904999999996
CKAP4	-5.0086200000000005
MALT1	-5.0068893000000045
SLC35A4	-5.006246399999995
ENO2	-5.001390000000008
LPGAT1	-5.000703000000001
TRAF1	-4.998603000000003
EEPD1	-4.998075000000007
KLF12	-4.993809999999996
GBF1	-4.9911699999999986
MGME1	-4.990924
PPP4R1	-4.985068300000004
OSGEP	-4.983726000000004
RPRD2	-4.982397999999996
XYLT1	-4.980783999999998
ERP44	-4.979700000000005
PUSL1	-4.978472499999999
GTF2E1	-4.9777917999999985
B3GAT3	-4.977238999999997
SAMD9L	-4.975781
ZNF134	-4.975758000000003
GALNT10	-4.973182100000001
SOCS3	-4.972399999999999
RGPD5	-4.971347791100001
RANGAP1	-4.971256999999994
AGFG2	-4.969325999999995
NUP85	-4.9658839999999955
SDHAF1	-4.9646999999999935
KLHL3	-4.9621996
ARMCX3	-4.961469999999991
OLFM2	-4.955535999999999
TMEM208	-4.946874919999992
ZNF175	-4.946236000000001
CASP3	-4.945860999999994
EIF2D	-4.943101998172338
KAT14	-4.942638999999996
NSDHL	-4.937299999999999
C2orf69	-4.9351164
SH3GL1	-4.929712800000001
PIGG	-4.927947000000007
NHP2	-4.927510000000012
ZNRF2	-4.926028000000002
NUP205	-4.923073500000001
ZNF550	-4.92126386545365
BTLA	-4.9178950000000015
AK9	-4.917609999620469
MOV10	-4.9090213801
JAKMIP2	-4.90662259
NPRL2	-4.898969324998859
TNFAIP8L1	-4.896914000000002
DHX40	-4.896677699999998
AXIN2	-4.896326127660464
CITED4	-4.895750000000003
ZBTB25	-4.895569999999996
HSPH1	-4.893755399999996
MTMR1	-4.893129048606692
CCDC86	-4.892271999999998
PRKAB1	-4.890630999999999
ABHD16A	-4.888455704643228
SMG5	-4.888362000000001
UGGT1	-4.888157999999999
GOLM2	-4.887252999999994
TOB2	-4.886039999999998
CPSF1	-4.885998999999995
ZC3H14	-4.885984184999998
RDX	-4.8805482810796
GET4	-4.879929000000004
URGCP	-4.879888000000001
GCN1	-4.879716999999996
BORCS6	-4.879499999999997
MTRF1L	-4.876659529923199
CSNK1G2	-4.876538000000011
ETFDH	-4.875857099999999
HSPBP1	-4.871173986000002
CNOT7	-4.869394
ANGEL1	-4.869328999999999
KIAA1586	-4.863785999999999
USP28	-4.855774010958001
RAB43	-4.854930904422002
LMAN2L	-4.852180000000001
ZNF589	-4.843783
DHX34	-4.8406980000000015
TNFRSF10B	-4.839319
SRR	-4.837427639999999
NAXD	-4.837299999999999
MEF2A	-4.8366589869975005
TJP3	-4.835147160690003
MAP4K2	-4.834763600000009
NAA60	-4.833774011999999
ACOT9	-4.832552401390959
GCC2	-4.8323541999999975
CUX1	-4.831871454490997
BORCS8	-4.830555
ARRB1	-4.829976
SPCS2	-4.82887199999999
CTCF	-4.823861999999977
UBA5	-4.822296483999999
C10orf95	-4.81682
HTATIP2	-4.814674699999998
YBX3	-4.814128000000001
EGLN3	-4.813772500000001
USP36	-4.813066598579994
LCLAT1	-4.810708397080003
APAF1	-4.809351897736571
RNFT1	-4.808616999999998
SIL1	-4.805716
SCYL3	-4.801788000000002
CCDC9	-4.795576999999996
PTPN13	-4.7954700466679006
ACAA1	-4.792229090000006
C1orf122	-4.791505000000001
DEPDC5	-4.782621998060476
PTRH1	-4.779487199999998
HABP4	-4.779407599999992
ZDHHC4	-4.76388
SLC16A5	-4.761302000000001
VGLL4	-4.761270660000001
RABGAP1	-4.760508959999999
PLEKHG2	-4.7597933544774005
TPRG1L	-4.7578809999999905
PLA2G15	-4.753991000000001
SPOP	-4.753090606630991
AHR	-4.751922
FBXO9	-4.750502999999995
ARID1A	-4.749112568659999
WDR53	-4.747305000000001
FXYD7	-4.7472277
ZNF212	-4.745920999999999
H4C11	-4.7424
KCNQ1	-4.7415886
PELO	-4.739811000000001
FLVCR2	-4.737863000000001
RRP9	-4.737199999999998
PGD	-4.728533999999996
CAPZA2	-4.7278990999999735
NUDT3	-4.7265999999999995
ZC3H11A	-4.725768000000016
TMEM161A	-4.724568000000001
ARCN1	-4.723470000000006
DNAJC14	-4.719389052573
LRRC29	-4.7184800000000005
UBAC2	-4.715560099999976
NME7	-4.712724001512779
DOK1	-4.712551999999995
TAF8	-4.7082988000000014
IFFO1	-4.707102000000003
POLD1	-4.700386420521724
PTGDR2	-4.693805
CAMKK2	-4.688092038043299
HEATR5B	-4.682153
GBA	-4.680234999999996
ICOS	-4.6754999999999995
LZTR1	-4.674551199999999
BRD1	-4.668422699999994
AGPAT2	-4.665371
MESD	-4.661801199999992
LHPP	-4.661296000000004
USP34	-4.661023499999999
PARS2	-4.659220000000001
PMM1	-4.658837200000001
TRIM65	-4.651598999999997
NT5C2	-4.649102699999986
SLC41A3	-4.647860499999997
CCNQ	-4.644796421735002
BTBD10	-4.642801002187198
TNIK	-4.641706799999998
MAF1	-4.6322839999999985
TRIM34	-4.631794000000003
RCC2	-4.631466000000003
FOXK1	-4.628318999999999
SLC26A1	-4.622157
PTK2	-4.621600881147469
IGF2R	-4.6186679999999996
CFL2	-4.616297000000001
TMEM64	-4.614716000000001
STRN4	-4.609449184233004
ATAD2B	-4.6020079
SUSD6	-4.601820999999999
NXT2	-4.600522
PRPF4	-4.599853000000003
FKBP5	-4.599426000000022
ANKRD16	-4.598808
TEX22	-4.598147000000001
PI4KB	-4.595862000000011
TMCO4	-4.5906629999999975
CD274	-4.590614000000002
COG8	-4.588436300000005
ZNF554	-4.58655500033196
TNRC6C	-4.584312400000002
DPH5	-4.583915000000005
AKAP10	-4.583452999999999
BCL2L12	-4.583321999999994
DEGS1	-4.580085996486545
CCZ1B	-4.5796259999999975
FAAH	-4.5760570000000005
SAR1A	-4.571221000000001
NARS1	-4.569631997835003
TENT5A	-4.565268
ACP2	-4.558962000000001
TP53RK	-4.558310000000006
KDM4A	-4.555341
ABHD8	-4.554686
RNF212	-4.549346885911
UBE2W	-4.546274
ZNF160	-4.545226999999997
MRM1	-4.542567
PPT2	-4.541488952489247
C1orf43	-4.539765885999969
ARMC5	-4.53682682351
BBS7	-4.534383999999999
CR2	-4.534374000000001
FBXO21	-4.532222999999988
SLC35D2	-4.532186999999999
STMN3	-4.529397000000003
SUPT20H	-4.527614416135698
NEIL2	-4.5269446
RASA4B	-4.524993748989999
MAST3	-4.523790999999999
TM7SF3	-4.522505838999997
PRKAB2	-4.520982
CHCHD4	-4.518440000000002
APC	-4.517047139654892
CLINT1	-4.508656799999997
RUVBL2	-4.508293999999992
ERI1	-4.506405799999998
TAZ	-4.504794372288508
SLC25A38	-4.504459999999999
SERF1B	-4.503385660120003
MTR	-4.497487999999997
IGFBP3	-4.496475543000001
DDAH2	-4.49450701363976
FBXO3	-4.494303148999997
PRDX4	-4.493673000000001
SEMA4F	-4.492679600000001
IFRD2	-4.4907070202838
RPUSD1	-4.488211999999997
SNX25	-4.483446099999999
CWC25	-4.483222200000004
PML	-4.476820963220302
VAC14	-4.475095300000003
PLPP6	-4.47409
PRPSAP1	-4.46944529999999
EMC6	-4.468100000000007
TMEM143	-4.4649730000000005
HENMT1	-4.464843000000002
RPA2	-4.461624000000029
GGACT	-4.457107354
LPAR5	-4.456595999999998
THOC5	-4.453597800948494
STRAP	-4.4517549999999915
NAA30	-4.45153
LSM4	-4.445405000000008
MED14	-4.4409469999999995
PGLS	-4.438711000000005
TSEN2	-4.437514999999999
BUD31	-4.434403000000003
TRIM24	-4.434077
PXYLP1	-4.432444122949322
ISOC2	-4.431914899999999
FAM207A	-4.4306600000000005
THTPA	-4.425686999999996
FAM83G	-4.423838
PELI3	-4.422779422630001
PHGDH	-4.420162999999999
RNF213	-4.417535999999998
WDR11	-4.411452070100005
EOGT	-4.410414000000001
NAALADL1	-4.408753299999999
SESTD1	-4.407197200000001
MCCC1	-4.406845000000001
SVIL	-4.4061146
DHX16	-4.405312982869994
RNF8	-4.405262000000002
XYLT2	-4.401820699999998
EVA1B	-4.3952599999999995
TMEM50B	-4.395193599999999
ARRB2	-4.390492000000002
LCOR	-4.384479999999999
PEX19	-4.382275
DPH2	-4.381000000796362
SCAPER	-4.379840381999994
RFXANK	-4.375693300000002
TXN	-4.373756000000029
NFKB2	-4.3707139999999995
CDCA4	-4.366989999999998
ZNF75A	-4.365718999999999
AIFM1	-4.3649119561317065
SIRT2	-4.363745497800004
ACTR2	-4.3618660000000204
C12orf76	-4.361102999999998
YBX1	-4.36049899999999
RFX3	-4.355924000000001
RBIS	-4.3548519999999655
TRMO	-4.349967000000007
MAGED1	-4.348546000000006
NCBP1	-4.342671000000006
RIPK2	-4.3409920000000035
UBR4	-4.339859270984
NR2C2	-4.3387648500000005
DGKD	-4.33600814886141
VPS35	-4.334821000000005
KLHL24	-4.330451767489997
VAMP3	-4.330181000000003
SMARCAD1	-4.3289331
OPA3	-4.326264999999999
FUCA1	-4.325900000000001
SPATC1L	-4.325553400000002
ZNF749	-4.318535
CYP3A5	-4.3172136000000005
TMED9	-4.315792129999991
RBCK1	-4.314262999999997
RTN4R	-4.313658999999998
ZBTB16	-4.311333799999998
PDPR	-4.309259590996999
AP5S1	-4.309133984389998
C12orf45	-4.307554
CDC40	-4.307490999999999
ACADS	-4.302291999999998
CDK5	-4.296118300000002
CSTB	-4.290509999999998
AIDA	-4.288905000000007
HELLS	-4.2876559
RILPL2	-4.286100000000001
MTERF3	-4.285205000000001
INO80	-4.279045999999999
ALG9	-4.278445999999999
LENG1	-4.278248587729653
VDAC1	-4.275676999999995
TTLL12	-4.270993200000003
HSF1	-4.2707093
NOL10	-4.264858999999998
ADAMTSL3	-4.264841199999999
BICDL1	-4.264832000000002
HPGD	-4.2627434
TRUB1	-4.262107
CD53	-4.261520000000019
TAP1	-4.258385879000002
MBD2	-4.2563760031000015
TRPA1	-4.2559163999999985
EXOSC1	-4.255880999999988
DTD1	-4.255781999999996
PGAP3	-4.255399890000005
MTF1	-4.251020000000004
GLMP	-4.2467422949109945
XPOT	-4.246483999999995
ITGA6	-4.246392999999998
NFE2L3	-4.239142000000001
PDCL3	-4.238072999999993
FNIP1	-4.2308330000000005
MYO5A	-4.219313163868002
GPD1L	-4.217060700000001
EEFSEC	-4.2170239999999986
SLC26A6	-4.215439389213
WASHC3	-4.213065399999991
RAD51B	-4.210309300000002
USP47	-4.209261199999993
AP5B1	-4.207599999999999
CXCR3	-4.207380000000001
ZFC3H1	-4.205604000000001
MAP1LC3B2	-4.2053429000000015
ZNF473	-4.20372937203
SKP2	-4.202107
DOK4	-4.200257300568659
STX4	-4.199266548299995
KDELR2	-4.1981679999999955
NR3C1	-4.195897698999971
ZNF502	-4.1944178
TBC1D23	-4.193310999999994
ANKRD13D	-4.191445999999999
TNFSF14	-4.18979
NCF1	-4.189270399999998
FLAD1	-4.188001599999993
AK3	-4.1874600000000015
AGPAT1	-4.186342730700002
CDPF1	-4.174903827555786
VPS13C	-4.174420579797271
ADARB1	-4.173238198331399
HIPK1	-4.169740295809998
CLP1	-4.160990999999999
MYL6B	-4.1588095
PRPF6	-4.1584
INO80B	-4.157144000000001
NUDC	-4.154739000000006
STAT2	-4.153344000000004
PCCB	-4.152565900000003
ARFGEF2	-4.151859999999999
WDR44	-4.150871999999996
IFNAR2	-4.148859999999985
LEO1	-4.142944
EIF2S2	-4.142400000000002
CISH	-4.1408410003458425
CD99L2	-4.14063509166569
SLC39A11	-4.136610000000001
PRPF19	-4.135502000000001
YARS2	-4.1349580031283715
LLGL2	-4.134765078082999
XPO6	-4.132706899999995
ZBTB3	-4.1322019999999995
GGT1	-4.132073942731999
GTPBP3	-4.131166999999998
TSPAN32	-4.1307523509637605
TMEM167A	-4.130176999999989
CAPN15	-4.125761340000002
SMAD2	-4.121463500000004
USP38	-4.120448
CHD9	-4.117788623150005
ABHD17B	-4.110400000000006
KIAA1109	-4.108608499999998
HELZ	-4.107543
RBM18	-4.104199999999995
ACP5	-4.103199300000001
PNO1	-4.1014669999999995
AGK	-4.097036997287699
CAPN7	-4.0966689999999915
RPTOR	-4.088977991795
POLR1G	-4.087126
FXYD1	-4.0865067
SUPT6H	-4.0817403
KCTD5	-4.079845000000002
ZZZ3	-4.0791761507
TENT5C	-4.079100000000004
VPS16	-4.076208000000001
MKRN1	-4.074641609432973
DOCK10	-4.071415000000016
NR1D1	-4.070689999999999
BCL3	-4.0704499999999975
RAB37	-4.0699551000000085
VPS26A	-4.069760034344206
TMEM222	-4.062976413929995
FMR1	-4.062460000000009
KLF11	-4.0597111954993
BNIP3L	-4.057362000000012
ANKRD30BL	-4.056912599999999
ATP11A	-4.0515980280259996
ZNF213	-4.0486895
NLRP2	-4.047852195169324
MAPK7	-4.0460149408609
GOT2	-4.045081999999994
GLYCTK	-4.044444199999997
KLHL7	-4.043337599999997
KNTC1	-4.040749944203001
KHK	-4.040534000000001
PHRF1	-4.039987382019618
SPINK2	-4.0386199792
SLC35C1	-4.036319999999998
APBB1IP	-4.03585600000001
CTR9	-4.029689800000014
POLE	-4.0294928
SLA2	-4.025874
STXBP5	-4.025806640000001
BLK	-4.024601700000001
TRIM2	-4.022182300000001
PARVB	-4.021046
RHPN1	-4.017162
RNASEK	-4.0148649999998725
CHRNB1	-4.014697999999999
EPN2	-4.012806891756601
C8orf33	-4.012483000000003
ZNF287	-4.010694000000003
DLG3	-4.0096250000000015
GID8	-4.00704
USP13	-4.0023044
RECK	-3.9989419999999996
PLXNC1	-3.998238100000002
COPA	-3.9982009999999946
UST	-3.9903349999999995
DDX42	-3.9896081718600005
CEPT1	-3.9886409999999906
KIFBP	-3.978603299999998
COQ4	-3.978473000000001
SLC30A6	-3.9752547000000007
GRAMD1B	-3.974135634788002
EDEM2	-3.973716000000003
C11orf80	-3.9715957999999993
ASCC3	-3.970551000000004
INPP1	-3.9680044478219987
SLC33A1	-3.9672649999999976
SLC35B2	-3.966575994663536
SH3YL1	-3.9631358865621102
HERPUD2	-3.9629360000000133
DOP1A	-3.961912300276045
DBR1	-3.9598670000000027
NLRX1	-3.9589619314811557
INTS1	-3.9563140000000026
CCT6A	-3.9548229999999904
MORN1	-3.953931799999999
PELI2	-3.951313
EXOSC6	-3.9509000000000007
OAZ2	-3.9442519999999917
ZNF696	-3.9437360000000012
TTPAL	-3.943434
YPEL2	-3.939600999999996
CRNKL1	-3.9369078652099994
CBX6	-3.9360040000000005
CCDC22	-3.9356899999999975
EXD3	-3.935055899999999
BCL2L11	-3.9336390804946895
UBE2Q2	-3.9336249999999993
EPHA1	-3.9333830000000063
SLFN11	-3.9310230000000015
HLCS	-3.9298219999999993
SIRT3	-3.924827969999999
CTU1	-3.92244
SLC15A4	-3.9222248622430023
PINK1	-3.918793000000001
PI4KA	-3.9182185915739964
ASTE1	-3.9139489999999952
CCDC88B	-3.911716900000002
ANKRD11	-3.909501199999994
SAMD8	-3.9037559
RNF168	-3.903105
CHPT1	-3.901892886499997
PTPN9	-3.9017013000000027
RTN4IP1	-3.8995330000000004
PPA1	-3.8961030000000108
PRR7	-3.8942779209999987
NOA1	-3.8930000000000007
CASTOR1	-3.8910265452519983
INTS3	-3.890778840000003
TMEM42	-3.888947999999992
TBC1D17	-3.888294000000002
KDM2A	-3.8879571433745177
NEO1	-3.886299658473469
C5orf22	-3.8806925302400046
UVRAG	-3.876520000000003
RNF141	-3.8709997000000023
ATG16L2	-3.8706481386880505
TMED1	-3.868252000000002
MKNK1	-3.8662370841600016
XKR8	-3.864842999999997
METTL6	-3.859270799999999
ZNF333	-3.8539369000000008
RAD54L2	-3.853532099999999
ELK1	-3.852620999999999
GNL2	-3.8514069999999947
MEPCE	-3.8503940000000014
RBM15	-3.847214000000001
CDC14A	-3.8468070000000054
LST1	-3.83865181774898
C13orf46	-3.8371580000000005
PANX1	-3.8343099999999986
RC3H1	-3.833806
ZNF777	-3.8332999999999995
GOLGB1	-3.830505999999996
C2CD4D	-3.83049
ZNF431	-3.826867000000002
PGAM5	-3.8264530000000008
UBE4B	-3.823163000000001
BTBD2	-3.822499100000009
GSTM1	-3.821052999999992
HDDC3	-3.821009353210002
DRAM1	-3.8202543
SPRING1	-3.818475000000001
GOPC	-3.8156236645419987
USP45	-3.8124936060000003
WASHC2A	-3.8080304136103393
THAP8	-3.8013683999999994
ERCC6L2	-3.8004269999999956
RABEPK	-3.7997960000000006
KLHL25	-3.7997827
CISD2	-3.7922299999999964
ANKRD36B	-3.792029000000003
AMZ2	-3.786574409999986
SNAP29	-3.7861600000000024
FAM241B	-3.785958999999999
NCOA3	-3.785408000000004
DNAJC1	-3.7831689999999973
HNRNPH2	-3.7820000000000107
DDX56	-3.780540599999995
SULT1A1	-3.7802853
HARBI1	-3.7779680000000013
FOXP3	-3.774623000000002
AP1B1	-3.7744443561190018
SPATA5L1	-3.7725909999999985
SH2B3	-3.770892999999999
KIF3A	-3.7674559999999992
OSBPL1A	-3.765041614930001
ZBTB17	-3.764392000000001
INPPL1	-3.7576285999999968
ANKS1B	-3.75747180891887
HELQ	-3.7555199998168227
MANEA	-3.7551379999999988
ZNF500	-3.7543260000000025
RSAD1	-3.752551000000004
RPRD1B	-3.7510499999999993
GPATCH2	-3.750869
PIGF	-3.7470549999999996
HACD2	-3.7452420000000046
MYBL1	-3.744502047757001
CFDP1	-3.7439576000000017
ZNF131	-3.743910299999996
COQ6	-3.738890229500001
MT1E	-3.7379099999999994
MYO1D	-3.7374952999999995
BRCC3	-3.7343422550403993
UBIAD1	-3.7325659999999914
SYNJ1	-3.731678721999999
NEMP1	-3.730339
ZDHHC3	-3.7302555999999996
MARCHF6	-3.7299239636999957
H6PD	-3.7282379999999993
USP32	-3.721212109814001
SIRPG	-3.7171663384390072
SSH2	-3.7169990000000013
SMIM3	-3.7143999999999995
ZC2HC1A	-3.7086530000000018
TRIP4	-3.7078740000000003
CREBL2	-3.70111
TEX30	-3.7011033999999974
SYT11	-3.6979100000000003
TCHP	-3.694754100000001
GHDC	-3.6883918199999997
ALOX5	-3.6877380499999997
HUWE1	-3.6874129992447955
ACADVL	-3.6862418518457645
SNX24	-3.6861509999999997
CCDC142	-3.685343000000003
SYNJ2	-3.6846560000000004
RIOX1	-3.683599999999995
KATNB1	-3.679147400000005
FAM13B	-3.6723360000000014
JMJD7	-3.6716610000000003
APIP	-3.6694085725
IGSF22	-3.6688155
NBEAL2	-3.6662623013948497
MMS22L	-3.6648390000000006
AKIRIN1	-3.663713999999999
MTIF2	-3.661627253899997
PROCR	-3.660761000000001
SLC1A5	-3.6577567
SREK1	-3.6571931999999983
ACTA2	-3.6516966999999987
SEMA4B	-3.6506720160000015
CNOT10	-3.6505174099999955
TSC1	-3.645635946599999
H2AW	-3.6453499999999996
CHST12	-3.641287000000002
ARHGAP17	-3.637719399999998
MSH3	-3.637442
AP2B1	-3.635949183000001
ARL17A	-3.6342065013710005
MCUR1	-3.6313700000000004
LYSMD3	-3.6299246000000025
THUMPD3	-3.62904
STK17B	-3.629004999999978
TTC9	-3.625
GOLPH3L	-3.624610000000004
DCLRE1C	-3.624008400000001
DENND4B	-3.6226838000000043
NAGA	-3.6202299999999994
EIF2S1	-3.6183690000000013
ZNF558	-3.6140609999999977
NISCH	-3.6137939999999986
ZNF57	-3.6131813609999996
PTPRO	-3.6097544999999998
CDKN1A	-3.6059070006136036
DENR	-3.604770000000002
NPRL3	-3.6016403038946594
SGPL1	-3.5991754999999994
FRYL	-3.5981068
GNA15	-3.597327999999999
DOP1B	-3.5967350000000007
MCF2L2	-3.5948134000000005
BLZF1	-3.5922190000000036
SYNE3	-3.5914670000000006
ARRDC5	-3.59066
SUPT7L	-3.5904099999999985
GALC	-3.588627410385122
RAB3IP	-3.5870327000000053
PICK1	-3.5867456189999967
TXNDC12	-3.584977699999996
TCEAL4	-3.5833300509999972
ZNF781	-3.582871
UPRT	-3.5805490000000013
ANAPC1	-3.5798919999999974
FOSL2	-3.578517999999999
PANK2	-3.5744080000000054
TYW1B	-3.5735837999999998
COMT	-3.570929899999996
RNF167	-3.569973999999995
GYPC	-3.5695849999999893
GOLGA8B	-3.5681240999999986
CNBD2	-3.5620357000000005
ENY2	-3.560447599999989
ZNF622	-3.5585999999999984
SLC39A8	-3.558523000000008
RINL	-3.557690038000004
FHL1	-3.5559969976038
LMNB2	-3.551301999999998
PACS2	-3.550027147723414
TESMIN	-3.5483015999999994
GBP3	-3.546956719999997
CEP128	-3.546892433056998
HERC5	-3.545518699999999
TRRAP	-3.542255996199499
ANKAR	-3.5413141999999995
MAP7D3	-3.5410520000000014
VPS26B	-3.540193000000002
GSK3A	-3.539015000000001
INPP4B	-3.538834696000002
NLE1	-3.538204071999999
KCTD18	-3.5330830000000013
SPAG1	-3.5263688999999996
COMTD1	-3.5261426999999994
ELMO1	-3.5240459999999842
ATPSCKMT	-3.5226879999999996
ZNF689	-3.522378700000001
LTA	-3.5221795999999994
ZSWIM7	-3.5192315999999977
MAIP1	-3.5186986000000022
CSNK2A2	-3.518464
AGBL3	-3.5155381
PTP4A3	-3.5148097999999983
SPIN2B	-3.513478666498001
RAMAC	-3.5126999999999953
DAPK3	-3.5078159999999983
VDR	-3.5051098984538793
OGFOD3	-3.5032914949419975
CKS2	-3.502200000000002
SLC35F5	-3.5008292
KDM4C	-3.4975060000000084
TSPAN2	-3.4971050000000004
ZNF839	-3.4941566
CASD1	-3.4899670000000036
TMEM169	-3.48640304366
MAP1S	-3.4858420665301253
ATRIP	-3.4828410003357693
COQ10A	-3.4802883000000016
CCDC124	-3.478968000000002
EDC4	-3.4764160000000004
ABHD6	-3.475254046999998
ATG4C	-3.472920000000002
ALKBH2	-3.472299999999999
GEMIN2	-3.4697020000000016
TRAF3IP2	-3.468619799999999
CDK8	-3.468304703
AP1AR	-3.466674999999995
FAAH2	-3.4658199999999972
PHLDB3	-3.4647253000000005
PCYT2	-3.4602118698322286
ZBTB33	-3.4600240000000024
PTS	-3.4593115
XKR6	-3.459164500000001
RIC1	-3.456558513171341
DYNC1I2	-3.4560954399999915
ANKS6	-3.4535660000000004
C12orf43	-3.4522539999999964
SGPP2	-3.4498100000000003
BCL9	-3.449571
DSC1	-3.4478860000000005
KIFC3	-3.4474793000000004
ZNF319	-3.443909999999999
TMEM242	-3.44374
MARS1	-3.4433867890000016
RENBP	-3.440822
DDX21	-3.439610000000002
MMP25	-3.4365393000000006
ZNF615	-3.4358918821925286
JMJD8	-3.4342750000000066
RLN1	-3.4318600999999997
OGA	-3.4313039999999972
IPP	-3.4291300000000007
CTDSPL2	-3.426415999999996
SNRNP25	-3.4256009999999986
TXLNG	-3.4252293000000016
GPRIN3	-3.425139999999999
TMEM223	-3.42466799999999
UBQLN4	-3.4215089999999986
GALNT2	-3.421043700000002
TUBGCP6	-3.419445000000003
PXK	-3.4193273833000006
ACTR1B	-3.418875
ATG2A	-3.417660908683783
ZNF232	-3.412063999999999
DDHD1	-3.4117900000000017
APOBEC3D	-3.4104840000000003
TBCK	-3.408226426671032
PIAS2	-3.4081980000000023
ALS2	-3.4019991000000003
VCPIP1	-3.4018999999999995
ZNF79	-3.4017999999999997
NEFL	-3.4010629999999997
EXOC4	-3.3971605999999994
CKAP5	-3.3962749725662817
FOXJ2	-3.3958920000000035
FMC1	-3.392608925308803
RBAK	-3.391734999999997
