	CD4 minus TA in CFS208 vs CD4 minus TA in Healthy
KIF6	-0.6584629000000001
BBS5	-0.6567149999999997
UTP14C	-0.65517
TNPO2	-0.6548674109999997
NUDT17	-0.6543319989356498
TRIM35	-0.6539889999999975
ZMAT1	-0.6531044652207698
SLC16A1	-0.6521644720000008
UBR5	-0.6520593489150013
C9orf24	-0.6512973000000004
MTCP1	-0.651243
LIMK2	-0.6501065110999917
USP34	-0.6497518000000007
XIAP	-0.6484861001562656
PRKG2	-0.6482059999999994
XCR1	-0.648008
ZFPM2	-0.647435
CCDC62	-0.6471686371783001
PNMA5	-0.6456660999999999
TRERF1	-0.6452754864761996
LRCH1	-0.6449813999999989
FOXJ1	-0.644653
SLC30A7	-0.6426459999999992
ZNF142	-0.6424137521650009
ZFP90	-0.6419541379000009
CDPF1	-0.6418860007027885
SLC45A4	-0.6409906000000007
RBFOX2	-0.6402460000000001
HK2	-0.6399620000000004
DNAAF3	-0.639778
TRIML2	-0.638902
TTC26	-0.6388698322087001
ZNF114	-0.6381797
HRAS	-0.6370576121796674
REM2	-0.6368595000000002
DDX43	-0.6366163999999999
SAMD4B	-0.636533999609588
FUZ	-0.63633599961741
CD8A	-0.636006099999999
PAAF1	-0.6352582987578899
CYLC2	-0.6351573
FAM153B	-0.6327932409999999
DLK2	-0.6320357999999999
DET1	-0.6320169099999995
FANCC	-0.6316512199999997
TARS3	-0.6313400000000016
PIGB	-0.6310436380000013
KANK2	-0.6303821000000001
USP11	-0.6299400000000048
KLRK1	-0.6294452999999987
FAM50A	-0.6293719999999894
KDM6B	-0.6291590000000002
FCHO2	-0.6289690000000001
PLEKHG5	-0.6280909664225598
C1orf174	-0.6273710000000037
LGALS4	-0.6258739999999999
PHOSPHO1	-0.6231778
LDHC	-0.6225788
ARVCF	-0.622074009021603
INPP5F	-0.6220618000000004
C20orf194	-0.6208620000000001
STS	-0.6202300000000001
TSPAN18	-0.620223499999998
TTC23L	-0.6195287300000001
DCN	-0.61907987
CDC25A	-0.6188254
ETV2	-0.6187252250000002
ANKRD22	-0.6178239999999999
MTFR1	-0.6177553885000009
BAIAP3	-0.61750988183327
KIR2DL3	-0.6168814674211
ZGRF1	-0.6167534719880434
AP2A1	-0.6160820009499979
H2BC15	-0.6157769000000002
TSKS	-0.6154204
PKP2	-0.6153838
MBOAT4	-0.61527
PGLYRP2	-0.6145795999999999
MAGED4B	-0.61417681288258
PI4KA	-0.6134477915739964
NUP62CL	-0.6120488000000002
OR2L13	-0.611713
CDH9	-0.6113852
ESR1	-0.6109991099999998
MTX3	-0.6109549999999992
PLAGL2	-0.6103099999999992
RBMS3	-0.6099128144659995
TAX1BP3	-0.6095700000000015
BEX1	-0.608236
ZNF22	-0.6077999999999975
PARP15	-0.6057160000000001
GPX2	-0.60534637
KRT2	-0.6052780000000002
PRR22	-0.6050399
RNF121	-0.6046027999999986
SAMD1	-0.6032429999999995
YOD1	-0.6032099999999998
GFOD2	-0.6030919999999966
RPA4	-0.6030128
PYGM	-0.6026149999999999
DUSP19	-0.6024080000000003
GAREM2	-0.6023829999999997
SPATA25	-0.6019876
RCN3	-0.5996389278200002
ZNF678	-0.5987339999999999
DCAF11	-0.5985516077546862
ZHX1	-0.5985384829376983
CRYBG3	-0.5957410000000001
MRLN	-0.5955257
FSD1L	-0.5953355264679999
ASTN2	-0.5941961000000004
WAC	-0.5937397000000004
HIVEP1	-0.5934735098697512
RAD51AP1	-0.5927019000000001
ORC6	-0.5919910000000002
MTOR	-0.5915884
NIPAL1	-0.5901400000000001
SEC61A2	-0.589948197584
LRRIQ3	-0.588247
PLIN5	-0.5880599000000002
STX10	-0.5877954921403301
SENP8	-0.5859220000000005
EXOC3L1	-0.5854067582773
FGF22	-0.5847119999999999
CLK3	-0.584483979866647
FAM221A	-0.5838819994219451
LRWD1	-0.5836180000000013
QSOX1	-0.5835319999999999
PGAP6	-0.5832359999999923
ADGRB2	-0.5831601001492951
ANTXRL	-0.583017
POU2AF1	-0.581247
GINS2	-0.5784350000000004
ACKR2	-0.5782155999999999
ZNF625	-0.5773455000000001
RIMS2	-0.576767
GPRC5D	-0.5764577
HSPH1	-0.5764279000000059
KMT5C	-0.5762948019218985
CPSF3	-0.576236999999999
ADM2	-0.57458
NOMO3	-0.5744359140600004
ARID2	-0.5741171999887609
MST1	-0.5740082080000009
PABPC3	-0.573457
HHLA2	-0.57288939625355
TMEM191C	-0.5718258000000003
ATP13A4	-0.570970158
RUSC2	-0.57062459
MED31	-0.569189999999999
UBAP1L	-0.56845390602
RSPH14	-0.5680584
C21orf62	-0.5671864
ADAT3	-0.5671240000000002
ZNF396	-0.5659606000000004
SLC29A3	-0.5653020000000009
CASP14	-0.5649773
DDR1	-0.56462683156423
GNB1L	-0.5643314999999962
MON1B	-0.5642709799999892
CMTM2	-0.5639987
SLFN13	-0.563550032920701
GPLD1	-0.5605198000000001
PNMA8B	-0.5599637
SNX16	-0.5597194418000013
PELI3	-0.5594997503299997
HYAL3	-0.5592676900259996
GDPD3	-0.5591069999999998
C21orf58	-0.5585637
C2orf50	-0.558498
PFKFB2	-0.5582977
NAB1	-0.5582151549999992
SCGB3A2	-0.5566515999999999
DSN1	-0.5562959999999997
HIGD1C	-0.556156
EFCAB6	-0.5558785000000002
CA13	-0.5550369999999998
KMO	-0.5545973434480909
BEND4	-0.5529131400000002
PRKACA	-0.5525685839999999
ZG16B	-0.5516059999999999
PPIF	-0.5512959999999971
ALDH7A1	-0.5507662859685836
C8orf58	-0.5503489567599971
IRS2	-0.54956
ZFYVE19	-0.5467180400000053
PLG	-0.5460371000000002
SIRPB1	-0.5451772999999998
GART	-0.5429910000000078
USP50	-0.542973
KASH5	-0.5428055
CENPF	-0.5425650000000002
NOL3	-0.5422799
S100A5	-0.5395380000000001
C16orf71	-0.5394617033535
ATAD2B	-0.5388260999999979
ZNF629	-0.5379900000000002
CRACR2A	-0.5376539000000005
ABHD12B	-0.5360242
TTLL9	-0.5355839
ALDH3A1	-0.5347891033
VARS1	-0.5343763737079996
ZNF844	-0.5341790000000008
GOLGA8B	-0.5334081999999984
YY1	-0.532784999999997
TMEM98	-0.53248536
BEND3	-0.531493
IFI27L1	-0.5314839999999998
ALOX15	-0.5309545
CLUH	-0.5308084884
DNTT	-0.5299929999999999
AATK	-0.5292205774272101
MBIP	-0.5285249999999948
QPCT	-0.5283849999999998
TMEM125	-0.5282855
DPF3	-0.5277337000000001
ADSS2	-0.5262150000000005
HUWE1	-0.5248953355787966
PARD6A	-0.5245519999999999
ANG	-0.523644
PAGE5	-0.523574
TP53INP1	-0.5233899999999974
MAFK	-0.5231374999999998
PTPA	-0.5224326706525009
PRRT1	-0.5221565419999998
WDR17	-0.5210016246379999
PNLDC1	-0.5209419
SLC12A5	-0.52091368
PPP1R27	-0.5208428
DOK4	-0.5207840005686597
TRIM2	-0.5206151000000006
TBC1D3B	-0.5203039
KDF1	-0.5201969999999996
TMEM272	-0.5200102
TBC1D5	-0.5198166010219971
SCGB3A1	-0.519445
FHL2	-0.5189209999999997
GLTPD2	-0.516772
RGL3	-0.5166795000000001
CASC3	-0.516163000000013
CHCHD3	-0.5159209999999916
NGEF	-0.5158905
NENF	-0.5150659999999903
SEPTIN4	-0.5144227075619996
NPIPB9	-0.5137816378160001
ABHD2	-0.5129789999999996
KRBOX1	-0.512562
SOWAHD	-0.5118100000000001
STAM2	-0.5108363979999995
PBX2	-0.5104358827809561
PUS7L	-0.5101899999999961
PRKCG	-0.5098633
ARHGEF12	-0.5093490300520531
GLB1L	-0.5075919691999999
ANKIB1	-0.5056789817720002
ARHGEF3	-0.5049414999999726
TMC7	-0.5044567000000001
ALDH6A1	-0.5036010000000033
SIAE	-0.5034632603200002
PLK4	-0.5028065765190108
FAM236A	-0.501122
PRRG2	-0.500918
HOXB3	-0.5007642300000004
SLC25A12	-0.500629004451909
ZBTB37	-0.49999525339999984
DENND3	-0.49958590728042207
UGGT2	-0.4985506000000002
SLC24A1	-0.4983573481400003
SPOPL	-0.4979460000000002
SPRED3	-0.49769320000000006
RHOT1	-0.4971955000000001
MSI2	-0.49684799999999996
RTTN	-0.49658020000000036
SMURF2	-0.49616999999999933
CBS	-0.49602901999999993
AMN	-0.4951924000000001
TEKT3	-0.49488070000000006
MCM3AP	-0.491925700000003
HSFX3	-0.491099
UGT2A1	-0.49011910000000003
CA8	-0.4899238
SAP130	-0.4892549999999982
GLB1L2	-0.4891538999999999
MICU3	-0.4887450000000002
MIPEP	-0.48804299999999934
LRRC37A	-0.48792220011596815
TMED5	-0.48734120000001013
ZCWPW2	-0.48696110000000004
C16orf90	-0.486936
EFNA4	-0.4867999999999997
RAB1B	-0.4866000000000028
KLHL29	-0.48612080000000013
NTN5	-0.48524970000000006
TENT5A	-0.4851889999999992
BYSL	-0.484992000000001
ACOT13	-0.4844399999999993
SIDT2	-0.4844134999999996
CCDC102B	-0.4842519928
BRSK1	-0.48389219999999994
MALL	-0.4838647299999999
XPNPEP1	-0.4837896339999972
ARSA	-0.4837759999999989
C11orf94	-0.4835903
ROR2	-0.482155
SYN1	-0.48198099912861725
GOLGA8R	-0.48164809999999986
PFKFB1	-0.4803297000000001
CEMIP	-0.4798672697437588
FAM228A	-0.4798451999999999
SCAMP5	-0.47983252311
ZFAND6	-0.4796607059062694
WDR25	-0.479156699999999
CABYR	-0.47905547263502984
LRRCC1	-0.47839650000000056
CDKN2B	-0.47772699999999996
ALPK3	-0.4776321
PGBD4	-0.47758999999999996
SP1	-0.4775406000000002
C2	-0.4769900799999998
TSNAXIP1	-0.4769123
ANO8	-0.4764408916094002
MAB21L4	-0.47523249999999995
APOA1	-0.47330301630000005
ZFY	-0.47328709999999996
ESCO2	-0.47308094999999994
KCNQ4	-0.47206450000000005
PRAME	-0.471842672722
MYBPC2	-0.470877
KLC3	-0.4708392
SLC19A2	-0.470232
PLXNA1	-0.4698042499999997
DLG4	-0.4696098000000001
NOTCH1	-0.469568
MEAK7	-0.4679759999999984
PXDN	-0.4679587
ZNF781	-0.4668349999999992
H4C2	-0.46633699999999995
IQSEC3	-0.46611548
ISLR2	-0.46565490000000004
STARD9	-0.4656248400000001
BOLL	-0.4654906000000001
FBXO41	-0.4652167016235196
AGRP	-0.4642290000000001
MADD	-0.4625194459280948
CNTNAP3	-0.46247665552000006
PTX3	-0.46236010000000005
KIAA1191	-0.4621175229999892
PYGO2	-0.4618080000000049
ZNF35	-0.4612621449902
TENM1	-0.46109300000000003
PURB	-0.46057999999999977
MOCS1	-0.46019781500000023
CCRL2	-0.45986490000000013
GLT8D2	-0.45930480000000007
DCC	-0.4590276999999998
PPP1R13B	-0.45901179999999986
PPP1R16A	-0.4584238999999988
NEBL	-0.45822608767000017
DMRTC1B	-0.4581311
KLRC3	-0.457398
SEMA4C	-0.45728299999999855
THAP8	-0.456767232453001
OR10G2	-0.456598
REEP6	-0.4564343096709993
FOXM1	-0.45604650000000013
H4C6	-0.455867
MROH8	-0.4553608
BLCAP	-0.45396669999999517
CEACAM1	-0.4537066000000003
ULBP2	-0.45296400000000003
CELSR2	-0.4525906
ERRFI1	-0.4514256000000001
HRK	-0.45108390000000004
FFAR2	-0.45016809999999996
TTC30B	-0.44989999999999997
GP1BB	-0.4493215
FOXO4	-0.4493103999999999
DLGAP2	-0.44886892999999994
MADCAM1	-0.44876900000000003
CENPB	-0.44865999999999984
SEMA3A	-0.44793050000000006
H2AC21	-0.4476499999999999
RHPN2	-0.44747427000000006
C6orf52	-0.4469989999999999
TCF4	-0.44676821474312445
PTPRK	-0.44666969400000034
CFAP74	-0.4462953999999999
GLB1L3	-0.4456902000000005
SEMA3C	-0.44558290999999994
ZNF467	-0.4452980000000001
FAM156A	-0.44495660000000115
PER2	-0.44450199999999995
KCNQ5	-0.44371958400000017
FOXA3	-0.44358339999999996
MPLKIP	-0.44352000000000036
CES3	-0.44325167499999973
CREBBP	-0.4426014000000009
CIDEC	-0.442577
TPBGL	-0.4419953
METTL16	-0.44191499999999806
SLC7A7	-0.44155252999999994
HYAL1	-0.4414937997723691
MCM6	-0.441435311912997
ZSWIM4	-0.44143259999999984
SNX8	-0.4406132999999999
HGD	-0.44056730000000005
OVOL3	-0.440018
TIGD6	-0.4394299999999989
KCNE2	-0.43840299999999993
C1S	-0.4383187999999999
TTPAL	-0.4372659999999975
EPCAM	-0.4370068
RPS6KA4	-0.43661514944049884
SLC13A4	-0.4363437
CRACDL	-0.4360138
COCH	-0.4359792
SPIB	-0.43581199999999987
HYAL4	-0.43488610000000005
AK7	-0.43462650000000014
NTHL1	-0.4335364999999989
DCHS1	-0.433121
TMEM44	-0.43311520000000026
B4GALNT4	-0.43274029999999997
PKP3	-0.43266567999999983
LRRC75B	-0.4313497187764999
ZDHHC23	-0.43047649999999993
SGSM1	-0.4297336912919998
ASB7	-0.4294419999999981
ST3GAL4	-0.42904300000000006
INSR	-0.42810161999999996
GPC2	-0.4275635999999997
NUFIP1	-0.4266300000000003
CCDC39	-0.42645841799999995
MXRA8	-0.42528032000000004
NIPAL2	-0.4252382800000005
TMEM88	-0.42388630000000005
DDTL	-0.42371000000000025
NUDT12	-0.42339769999999977
ATP8A2	-0.422674
H3C10	-0.4225429999999999
SPINDOC	-0.42214699999999983
ATP8B4	-0.42213867999999993
TRPV6	-0.4219988599999999
C17orf50	-0.4219927
ZNF112	-0.4213611
ESS2	-0.42056699999999836
PTGES2	-0.4200606449999995
PPIAL4D	-0.41984899999999997
ITGA3	-0.41982640000000004
SLC14A1	-0.41931314109767026
PRSS36	-0.4187599999999999
HDAC9	-0.41855340000000013
MEIOC	-0.417378
LTC4S	-0.41724569999999994
DCST2	-0.41639080000000006
CEP83	-0.41636380000000006
ZNF34	-0.41618700000000075
DCUN1D3	-0.41592100000000043
USP35	-0.4157072450663002
RUFY4	-0.4156764
SCNN1A	-0.4150459999999998
HCRT	-0.41461799999999993
P3H1	-0.4145700000000012
HOMER1	-0.4140564000000001
RBBP9	-0.4138470000000005
FUT2	-0.41282299999999994
DIPK1B	-0.41276580000000007
H2BC17	-0.41235900000000003
DCDC2B	-0.41235200000000005
ZSWIM8	-0.4121088252988354
PCSK4	-0.4118171812797998
BBS4	-0.41178176273000133
TECR	-0.41177600000003167
PHYHD1	-0.4116352719409999
LRG1	-0.4115930000000001
TMEM45A	-0.4114130000000009
ZNF837	-0.41098999999999997
MYO18A	-0.41089174200000045
SLC2A9	-0.41052604097
IZUMO2	-0.41034999999999994
ETDC	-0.410197
HIC2	-0.4092620000000001
SCG5	-0.40917344999999994
TAS2R31	-0.408931
PAM16	-0.40831120000000354
EFHC2	-0.4078868000000002
CNNM1	-0.40765
APAF1	-0.40764040760694
RAG2	-0.407622
CTNNA3	-0.4063986699999999
TMEM65	-0.40625999999999984
RWDD2A	-0.40623000000000076
FAM171A2	-0.40478100000000006
C1R	-0.4044983570209
LRP5	-0.4035311000000001
GATA6	-0.40310219999999997
CD24	-0.40282799999999996
ATP2C2	-0.40246346999999993
CTF1	-0.402077
CR1L	-0.4019457
EXOC6	-0.40150870000000083
PPP1R37	-0.4007309999999997
SIK2	-0.400337
CLDN5	-0.3999009999999999
EHD3	-0.3992300000000002
ELN	-0.3988973
PC	-0.3987301159300003
C17orf107	-0.39847450000000006
C7orf61	-0.39831300000000003
H2BC8	-0.39824100000000007
KCTD11	-0.39809599999999934
TAL2	-0.397471
KCNA2	-0.39734776000000016
PAQR7	-0.39734100000000006
DCDC1	-0.39623620000000004
AHCYL1	-0.3962059999999923
SHD	-0.39544100000000004
EVPL	-0.39308959999999993
SLC39A9	-0.39299689379247127
HOGA1	-0.39279700000000006
C19orf73	-0.39258099999999985
CPLX1	-0.3924722999999999
HPD	-0.39216170000000017
ZNF274	-0.39207900121288475
HCFC1	-0.39197160000000064
PRADC1	-0.3919419999999967
IQCD	-0.39189880000000005
CRB1	-0.39149614
DYDC1	-0.39133969999999996
PAX6	-0.39079616127
SCARB1	-0.3907433
MAMDC4	-0.3905715000000002
EGFL6	-0.39013664640000006
PPIL6	-0.3900792012787998
FAM81A	-0.389641
CLK2	-0.38877199999999945
ADAMTS9	-0.38810720000000004
IGFBP7	-0.38742999999999994
SPC24	-0.38705301000000003
CTRL	-0.38691000000000053
HEPACAM	-0.3863229999999999
S100A3	-0.3860274999999999
CDCP1	-0.38586129999999996
TNS2	-0.38524780000000003
POLD1	-0.3851891203510043
NEURL3	-0.38513519999999996
TRIM36	-0.38500234000000005
FAM184A	-0.3844826003419666
SFRP5	-0.38391000000000003
ZDHHC2	-0.38384000000000107
WFDC12	-0.3829705
DNAH5	-0.3825456
PAGE2B	-0.382139
TMCC2	-0.38213269514763004
ATP5MGL	-0.3819175000000001
ZNF571	-0.3804139255064012
NR5A2	-0.3801795
LGALS12	-0.380116
RMI2	-0.379581700000001
GNAL	-0.3792762
SH2B2	-0.37869300000000006
CFTR	-0.3786900000000004
SYCE1	-0.37865839999999995
HEPACAM2	-0.37859215999999996
VANGL1	-0.37819299861557987
ZNF653	-0.37809490000000023
CDHR2	-0.37735099999999955
GOLGA8Q	-0.3772350799999999
DNAJC12	-0.376392
C11orf1	-0.37585200000000185
LIPJ	-0.3756208000000001
ZXDA	-0.37509999999999977
CCDC78	-0.37507860000000015
DGAT2	-0.3748675
KLK11	-0.3744696
KCNAB3	-0.37443519999999997
ERBB2	-0.3738088592644231
PACS2	-0.373690108899412
HSFX1	-0.3732263
LRRC7	-0.3729758999999999
MUC1	-0.3726433
SRARP	-0.372162
EME1	-0.37209360159999993
ATP6AP2	-0.37201630259417584
GUCY1A1	-0.3719883673314101
GAS2	-0.3696298
DNAI2	-0.3694823999999999
CCDC85C	-0.3694679999999997
ALG10B	-0.36935299999999993
ITGB3BP	-0.3692422000000022
ADCY1	-0.3691859700000001
POLR2H	-0.3673089999999988
CHRNA3	-0.3670929
C1QTNF3	-0.3667530000000001
MYO1A	-0.3667437786053
ASCC1	-0.36586350000000323
MSRB3	-0.36564573840000003
ZNF782	-0.36541960000000007
TNNT1	-0.3653955000000002
FSBP	-0.3648692000000004
TAF5	-0.36337999999999937
WWTR1	-0.36334120000000003
CTNNBIP1	-0.36197399999999913
ACSL6	-0.3616729000000021
KCTD14	-0.36007149999999993
IGDCC3	-0.35988129999999996
CNDP1	-0.3596382599999999
ZNF514	-0.35884180000000043
LRRC57	-0.35867888599999986
MYO6	-0.35826717119700024
CINP	-0.35801499999999464
LRRC39	-0.357839
TFAP2E	-0.357634
TBC1D24	-0.35707508472999994
ZRANB3	-0.35704510160862046
KLHL35	-0.35699689999999995
CD200	-0.3566185023999999
CCDC153	-0.35539899999999985
CENPA	-0.3549373036999999
ZNF93	-0.3545890370000002
PEX12	-0.35348000000000024
ZSCAN10	-0.35326509999999994
RAB3D	-0.35280999999999985
CYSTM1	-0.35246415699999645
RGP1	-0.3520190000000012
SLC34A1	-0.35186649999999986
IDUA	-0.35110780591499946
UPK3A	-0.3506273
ODF4	-0.350338
REEP1	-0.34998603
LARGE1	-0.3485984486503001
WNK3	-0.34818722020281107
SRGAP2B	-0.3481389999999993
ARMCX1	-0.3477667999999998
DBX1	-0.34762099999999996
GRWD1	-0.3474700000000084
DUSP8	-0.3472229307577819
C16orf89	-0.3469433
SNAPC3	-0.34688995155309854
MSS51	-0.34602000000000005
SPOCD1	-0.34544344680989986
WNT2B	-0.3454354
GOLGA8H	-0.3452277
HIF3A	-0.3447473000000001
CNFN	-0.3447049999999998
BAMBI	-0.343476471
TIMM8A	-0.34341
COL5A2	-0.3431082976043401
CEP162	-0.3428090000000008
PROSER1	-0.3424498000000007
LY75	-0.3421890000000012
GRB7	-0.3420739
RAD54L	-0.3416392134042
GPR158	-0.3415266
ICOSLG	-0.3408672
RIPK4	-0.3401671
NT5DC3	-0.3398795000000001
ORC1	-0.33925303548599994
NCMAP	-0.33914199999999994
ANGPTL6	-0.33870350000000005
TCF20	-0.33803772
CFAP43	-0.3367454
IL1RL2	-0.33634600000000003
CALCRL	-0.3356230981826301
APOC1	-0.33539719999999995
ABCC2	-0.33451400000000003
MGAT3	-0.3340522
SGK2	-0.3338031
PRRC1	-0.3334305999999998
BPGM	-0.3329969999999989
FAM243A	-0.33237
HUS1B	-0.331548
CLMP	-0.33126400000000045
USP51	-0.33104550000000005
DOLPP1	-0.33103899999999875
NFX1	-0.3310279999999963
EPDR1	-0.3306347
TMEM132A	-0.33055127974
PDILT	-0.330262
NRG4	-0.32923810000000003
UCN	-0.32918999999999965
USF3	-0.32915111000000064
CATSPERE	-0.3289413
PLAC1	-0.3283871
METTL21C	-0.32754
MS4A2	-0.3275398
GAMT	-0.3272200000000005
CHKA	-0.3265670999999999
TRIO	-0.3264780401170868
LRP1	-0.32609629999999995
GPR180	-0.32552000000000025
SEMA6A	-0.325196227831
RAB36	-0.32496099999999994
CAMKK1	-0.3244581845303121
MIOX	-0.3240535
MLLT1	-0.32347899999999985
NPTX1	-0.32249591
AKAP6	-0.3218593999999999
HBB	-0.3215798
TMEM164	-0.3206428029468502
CILP2	-0.32038420649
KLLN	-0.3203614
RAI2	-0.3199801
ROPN1	-0.319268
CYP2W1	-0.3188182
OPRL1	-0.31870858558000004
SMIM10L2B	-0.31850799999999996
GREB1	-0.3184174000000001
UPK2	-0.31790799999999997
MAGEA6	-0.317816
ZNF41	-0.31778800000000196
LIM2	-0.3176454
FKBP10	-0.317566
IFNLR1	-0.3170360000000001
SCN1B	-0.3170028599999999
TNFSF13	-0.31688168965999997
CBFA2T3	-0.3157414889999999
UNC45A	-0.31549069799999785
SMIM10L2A	-0.314943
C10orf82	-0.31408800000000003
DTX3L	-0.3137739999999951
SPRN	-0.3137420000000001
PDGFRA	-0.313704
PNMA8A	-0.3132393123900001
KCNRG	-0.311923
CBY3	-0.31129499999999993
PADI2	-0.31128013
HBE1	-0.310835
ZNF662	-0.31022024000000004
ICAM4	-0.30994199999999994
RAB11FIP2	-0.30984800000000057
EMILIN1	-0.3096458000000002
SPDYE9	-0.30955309999999997
ZNF841	-0.309202
UPK1A	-0.308821
FBXL13	-0.3088123575603001
TTC27	-0.30869800000000147
SLC19A1	-0.30795889999999915
B4GALT5	-0.30771400000000004
SOCS7	-0.3070673999999999
ZBTB7C	-0.30688099999999996
MANSC4	-0.30615
ZNF470	-0.30546300000000004
FEM1C	-0.3051300000000019
ASPRV1	-0.3050069999999999
LURAP1	-0.304665
DRD4	-0.30370660000000016
PTCH1	-0.30334619000000096
ST18	-0.30323617000000014
CELSR1	-0.30319740000000006
GFRA2	-0.3031362000000001
IRS1	-0.30266360000000003
ABRA	-0.30265600000000004
NUMBL	-0.30264842722431995
LITAFD	-0.302276
HTRA4	-0.30182
CHODL	-0.30169380000000007
RLN2	-0.3016690000000013
B3GNT3	-0.301393
DHX38	-0.3012707999999975
GYPA	-0.30109557
IL20	-0.3010899999999999
TEX53	-0.300513
DIS3	-0.30026100000000255
C4BPB	-0.29968231999999984
GON7	-0.29932999999999765
ZFX	-0.29846519999998833
C12orf76	-0.2980420000000006
TMEM108	-0.2975468000000001
NDC1	-0.2972299999999999
SPIC	-0.2971566
OR2L8	-0.29709
ENTPD7	-0.29708999999999985
STK31	-0.29684514410616003
WDR4	-0.2964779999999987
CYP4B1	-0.295721
FAM221B	-0.2954502
ASAH2B	-0.294114
FST	-0.29409733346399997
SPDYE2	-0.2940893
SNAPC4	-0.2940699999999996
SHISA2	-0.29373340000000003
STPG3	-0.29350370000000003
CARM1	-0.29308639999999997
C20orf202	-0.2928176
BAHD1	-0.29280700000000026
CDK15	-0.2927931
CSNK2A3	-0.2919372
KLHL15	-0.2916599999999998
LMBRD1	-0.2916590000000028
POU5F1	-0.29136129899859997
CFAP298	-0.29132180000000574
DNAH1	-0.29017460491988006
TMTC3	-0.2900039999999997
GTF3C4	-0.28988000000000014
ITGA10	-0.28981985819000006
LRRC27	-0.2898117872000001
AIFM2	-0.28950379999999987
GLI4	-0.288438339999999
AGAP6	-0.2882565318000001
CSNK2A1	-0.2871760000000023
TRIP10	-0.2870959666999997
LYRM9	-0.28639800000000015
HERC2	-0.28541340000000304
RELN	-0.2842884
SLC39A2	-0.283964
DST	-0.28379256037373
KRTAP4-12	-0.28342259999999997
GTF2H2C	-0.28243983600000044
KRTAP10-2	-0.282352
GPR135	-0.28181130000000004
DKK4	-0.28135330000000003
FRMD5	-0.28106854901
TRRAP	-0.28098615520699965
BACE2	-0.28095123
LRRC2	-0.280775
NBEAL2	-0.28067800139485
DUSP29	-0.28041340000000003
ADAD1	-0.28035
C1QTNF12	-0.2798288
HEATR6	-0.27935900000000125
CDH3	-0.27821579999999996
GSTT4	-0.2780494999999999
TAS2R43	-0.2775863
DYSF	-0.276568557874
ATP2C1	-0.2756664192772007
HMMR	-0.27562212321140034
C1orf127	-0.27531636674189996
SMIM22	-0.2752778000000001
PP2D1	-0.27524299999999985
CNIH2	-0.2747872
DPY19L2	-0.27437719999999993
TTYH1	-0.27375915
SHISAL2B	-0.2733132
DIRAS2	-0.272863
MPPED2	-0.27284090000000005
ALAS2	-0.2726855
SAA2	-0.27190600000000004
CARNS1	-0.2714708020200001
NLRP12	-0.2711579
C20orf204	-0.27054579999999995
TMTC2	-0.27042773584199986
C1orf105	-0.27003800000000006
MNX1	-0.2696099
MBOAT2	-0.2693969999999999
APC2	-0.26931651
TUBA3D	-0.2693120000000001
NOP9	-0.26897000000000004
AGAP4	-0.26889000895151005
MTSS2	-0.2687898999999999
ZSCAN9	-0.26836113553255014
C12orf56	-0.26788369999999995
KCNG2	-0.26713339999999997
KCNH1	-0.26695349999999995
PTGIS	-0.26678009999999996
OIP5	-0.2665120000000001
EPAS1	-0.26635765
DZANK1	-0.26626859999999986
NIM1K	-0.2661549000000001
TONSL	-0.2660629000000001
SEPTIN5	-0.2655283
DTX4	-0.2654501999999998
RAB3IL1	-0.26526
CLUL1	-0.2643168
CPB1	-0.26360971
B3GNT9	-0.26345999999999936
C1orf194	-0.2631490000000001
MSMB	-0.263071
DGCR6	-0.26305200000000006
SMIM36	-0.263025
MRTFB	-0.2629434353179807
BCO2	-0.26291810000000004
GOLGA7B	-0.2629130748695486
PRRG1	-0.26283419999999996
CHP1	-0.26275779999999926
NPAS3	-0.26261005000000004
RNF112	-0.2624696
DDX21	-0.26237000000000066
GNPDA2	-0.2619669999999985
PRAP1	-0.261889
PIK3C2B	-0.26153000197588994
RXFP4	-0.2614719
SYT5	-0.26113746
ROPN1B	-0.2609664
SLC27A4	-0.26062400000000085
LRRC4C	-0.25996
CSMD1	-0.25972885
CERS3	-0.259295
CDK2AP1	-0.25890700165542846
WNT4	-0.2586667
CD300LD	-0.258596
OSBPL11	-0.2583099999999998
SYT4	-0.2582354
MARVELD1	-0.25749269999999996
C3orf49	-0.2567875
B3GLCT	-0.2558709999999982
IKZF4	-0.2556197999999996
FREM3	-0.25552264999999996
MAGOH	-0.2552129999999977
ZDHHC16	-0.25487589999999827
GUCY2D	-0.254774
NPHP1	-0.25476222000000004
OR2L2	-0.254648
STX16	-0.25443699999999936
PLCE1	-0.25386099000000006
NOTCH4	-0.253078272
PRKAA1	-0.25298099999999835
FOXD4L3	-0.251765
MICALL2	-0.25158739999999985
CYP2A6	-0.2512903999999999
STRN4	-0.2507481818380022
DNAH3	-0.25050883199999996
HMX2	-0.250471
CALML4	-0.2502054
GPM6A	-0.25012140000000005
SMIM2	-0.249627
CEP192	-0.24916009999999922
EFCC1	-0.24905680000000002
GAL3ST4	-0.2487633096926931
CLVS1	-0.24813160079999988
MESP1	-0.24768400000000002
SLC2A4	-0.24696289999999996
AREL1	-0.24630276066204715
GABPB2	-0.24629799999999769
AP1M2	-0.2453804
SLC8A1	-0.24485628999999992
DHX35	-0.24462979999999934
GRIN2C	-0.24442685000000003
PPL	-0.24421561380279996
