	Enrichment	P-Value	Q-Value
MOOTHA_FFA_OXYDATION	0.2588132082044722	0.1	1.0
BROWNE_HCMV_INFECTION_1HR_UP	0.258724528360695	0.1	1.0
HP_UVEITIS	0.2586580625938444	0.1	1.0
STONER_ESOPHAGEAL_CARCINOGENESIS_DN	0.2586446699421793	0.3	1.0
GSE22886_NEUTROPHIL_VS_MONOCYTE_DN	0.25850875597966133	0.1	1.0
REACTOME_CREB1_PHOSPHORYLATION_THROUGH_THE_ACTIVATION_OF_ADENYLATE_CYCLASE	0.258439329824265	0.2	1.0
GOCC_CILIARY_TRANSITION_FIBER	0.2584292031722696	0.2	1.0
MIR193A_5P	0.2583737515739263	0.1	1.0
WP_TRANSSULFURATION_AND_ONE_CARBON_METABOLISM	0.2583209043014941	0.1	1.0
REACTOME_SIGNALING_BY_NOTCH2	0.25826457072887227	0.1	1.0
JIANG_VHL_TARGETS	0.2582239876986946	0.1	1.0
GOBP_POSITIVE_REGULATION_OF_VESICLE_FUSION	0.2582133335215649	0.4	1.0
REACTOME_ION_HOMEOSTASIS	0.25821016796739105	0.1	1.0
GOBP_PROTEIN_FOLDING_IN_ENDOPLASMIC_RETICULUM	0.2582091724067969	0.1	1.0
REACTOME_COPI_DEPENDENT_GOLGI_TO_ER_RETROGRADE_TRAFFIC	0.25809552897040106	0.1	1.0
GOBP_SINGLE_STRAND_BREAK_REPAIR	0.25807537012115145	0.1	1.0
GOBP_ACTIVATION_OF_PROTEIN_KINASE_B_ACTIVITY	0.2580391579907135	0.1	1.0
REACTOME_PKA_MEDIATED_PHOSPHORYLATION_OF_CREB	0.2579762764472426	0.1	1.0
PARK_TRETINOIN_RESPONSE	0.25792097648273077	0.2	1.0
MIR6894_5P	0.25790582275161306	0.1	1.0
HP_GENETIC_ANTICIPATION	0.2579043010237481	0.4	1.0
GSE15930_STIM_VS_STIM_AND_IL12_48H_CD8_T_CELL_DN	0.2578799634265307	0.1	1.0
HP_ABNORMAL_HEAD_MOVEMENTS	0.25780466108974714	0.1	1.0
GSE31082_DP_VS_CD4_SP_THYMOCYTE_UP	0.2577345169038321	0.1	1.0
KEGG_ADIPOCYTOKINE_SIGNALING_PATHWAY	0.2577310846422782	0.1	1.0
GOBP_OXIDATIVE_DNA_DEMETHYLATION	0.25772011848190834	0.5	1.0
MORF_AP3D1	0.25763765811687606	0.1	1.0
REACTOME_BICARBONATE_TRANSPORTERS	0.25758498406855784	0.3	1.0
GOMF_ACYLGLYCEROL_O_ACYLTRANSFERASE_ACTIVITY	0.25756101476694176	0.1	1.0
MULLIGHAN_MLL_SIGNATURE_2_UP	0.25747960300620404	0.1	1.0
LANDIS_BREAST_CANCER_PROGRESSION_UP	0.2574186789872566	0.1	1.0
GOBP_POSITIVE_REGULATION_OF_GASTRO_INTESTINAL_SYSTEM_SMOOTH_MUSCLE_CONTRACTION	0.2573860163974063	0.2	1.0
IPA_CREB3L2_UP	0.25736436357861	0.2	1.0
REACTOME_VXPX_CARGO_TARGETING_TO_CILIUM	0.25735273120414626	0.1	1.0
GOBP_POSTTRANSLATIONAL_PROTEIN_TARGETING_TO_ENDOPLASMIC_RETICULUM_MEMBRANE	0.2573150557540967	0.4	1.0
GSE4984_UNTREATED_VS_LPS_TREATED_DC_DN	0.25718947343382004	0.1	1.0
HP_BICORNUATE_UTERUS	0.2571774536655087	0.1	1.0
HP_APLASIA_HYPOPLASIA_OF_THE_ULNA	0.2570351566994199	0.1	1.0
REACTOME_ER_QUALITY_CONTROL_COMPARTMENT_ERQC	0.2569428647204343	0.2	1.0
GOCC_PROTON_TRANSPORTING_V_TYPE_ATPASE_COMPLEX	0.25682741871452514	0.1	1.0
HP_HYPOCHROMIC_MICROCYTIC_ANEMIA	0.2567827197155105	0.1	1.0
KYNG_NORMAL_AGING_UP	0.2567668603726089	0.1	1.0
GOBP_NOTCH_RECEPTOR_PROCESSING_LIGAND_DEPENDENT	0.2567476662027321	0.5	1.0
GOMF_SNAP_RECEPTOR_ACTIVITY	0.2566977784499707	0.1	1.0
HP_DIFFUSE_CEREBELLAR_ATROPHY	0.2566639741518553	0.3	1.0
HP_CHROMOSOMAL_BREAKAGE_INDUCED_BY_IONIZING_RADIATION	0.25662663360562993	0.4	1.0
REACTOME_RAC2_GTPASE_CYCLE	0.25658112233460834	0.1	1.0
GOMF_KINESIN_BINDING	0.2565493562383507	0.1	1.0
GSE17322_CD103_POS_VS_CD11B_HIGH_LUNG_DC_UP	0.2565343117462209	0.1	1.0
HP_CAPILLARY_MALFORMATION	0.256527060269851	0.1	1.0
HP_SHORT_LINGUAL_FRENULUM	0.25652583423038994	0.3	1.0
GSE37532_VISCERAL_ADIPOSE_TISSUE_VS_LN_DERIVED_PPARG_KO_TCONV_CD4_TCELL_UP	0.25642029259898463	0.1	1.0
MODULE_439	0.256330296748373	0.2	1.0
IPA_PML_DN	0.25632053320191056	0.3	1.0
MIR10396B_5P	0.2561095063522448	0.1	1.0
HOFMANN_MYELODYSPLASTIC_SYNDROM_LOW_RISK_UP	0.25600673092706194	0.1	1.0
GOCC_UNIPLEX_COMPLEX	0.2559203444564701	0.4	1.0
GOBP_REGULATION_OF_LEUKOCYTE_DEGRANULATION	0.25583380696789	0.1	1.0
HP_ABNORMALITY_OF_THE_INTRAHEPATIC_BILE_DUCT	0.2558287913550209	0.1	1.0
GAUCHER_PBMC_YF_VAX_STAMARIL_UNKNOWN_AGE_10DY_UP	0.25574428561728463	0.1	1.0
KTGGYRSGAA_UNKNOWN	0.2557191222892649	0.1	1.0
CHEN_ETV5_TARGETS_TESTIS	0.255540490477132	0.2	1.0
MODULE_177	0.255406127417116	0.1	1.0
GOBP_VESICLE_DOCKING_INVOLVED_IN_EXOCYTOSIS	0.25535929970786797	0.1	1.0
GOBP_MITOTIC_G2_M_TRANSITION_CHECKPOINT	0.255343863712014	0.1	1.0
WIKMAN_ASBESTOS_LUNG_CANCER_DN	0.2553249402221048	0.2	1.0
GOBP_DNA_CATABOLIC_PROCESS_ENDONUCLEOLYTIC	0.2552628405088064	0.1	1.0
SA_TRKA_RECEPTOR	0.25518443653175493	0.1	1.0
GOBP_ACTIVATION_OF_STORE_OPERATED_CALCIUM_CHANNEL_ACTIVITY	0.2550958627649135	0.2	1.0
GOBP_REGULATION_OF_MEIOTIC_CELL_CYCLE	0.2550619508075521	0.1	1.0
REACTOME_SIGNALING_BY_FGFR_IN_DISEASE	0.2550115294771101	0.2	1.0
HP_CEREBRAL_WHITE_MATTER_ATROPHY	0.255000210381018	0.1	1.0
MIR101_5P	0.25489619179512724	0.1	1.0
PID_ARF6_TRAFFICKING_PATHWAY	0.2548800418123498	0.1	1.0
REACTOME_ERK_MAPK_TARGETS	0.2548371166306054	0.1	1.0
HP_LOSS_OF_SPEECH	0.2548369520007542	0.1	1.0
GSE22886_NAIVE_CD4_TCELL_VS_12H_ACT_TH2_DN	0.25483358930986155	0.1	1.0
GSE20366_CD103_KLRG1_DP_VS_DN_TREG_DN	0.2547686545080949	0.1	1.0
REACTOME_SIGNALING_BY_MODERATE_KINASE_ACTIVITY_BRAF_MUTANTS	0.254725509315941	0.1	1.0
HP_TRANSIENT_GLOBAL_AMNESIA	0.25470554215211716	0.1	1.0
GOBP_POSITIVE_REGULATION_OF_DOUBLE_STRAND_BREAK_REPAIR	0.25468310080217926	0.1	1.0
KEGG_EPITHELIAL_CELL_SIGNALING_IN_HELICOBACTER_PYLORI_INFECTION	0.25468161497526737	0.1	1.0
GOBP_CELL_CELL_JUNCTION_MAINTENANCE	0.25462710583698195	0.2	1.0
PID_NEPHRIN_NEPH1_PATHWAY	0.2546178997430848	0.1	1.0
GSE12845_IGD_NEG_BLOOD_VS_DARKZONE_GC_TONSIL_BCELL_DN	0.254592934925534	0.1	1.0
MIR5195_5P	0.25458939821369736	0.1	1.0
GOCC_AZUROPHIL_GRANULE_MEMBRANE	0.25455001747185585	0.1	1.0
REACTOME_E2F_ENABLED_INHIBITION_OF_PRE_REPLICATION_COMPLEX_FORMATION	0.2545223035104753	0.2	1.0
GOBP_REGULATION_OF_CHROMATIN_BINDING	0.2544454947611347	0.1	1.0
GSE13485_DAY1_VS_DAY3_YF17D_VACCINE_PBMC_DN	0.2543890053050631	0.1	1.0
GOBP_MEMBRANE_DISASSEMBLY	0.2543652601433738	0.1	1.0
HP_WIDELY_SPACED_MAXILLARY_CENTRAL_INCISORS	0.25435391170582816	0.3	1.0
GSE2770_UNTREATED_VS_IL4_TREATED_ACT_CD4_TCELL_6H_DN	0.25432272493188035	0.1	1.0
HP_EXCESSIVE_WRINKLED_SKIN	0.25432169807255606	0.1	1.0
GOBP_RESPONSE_TO_IONIZING_RADIATION	0.25418080142853433	0.1	1.0
REACTOME_RORA_ACTIVATES_GENE_EXPRESSION	0.2541661522300246	0.3	1.0
THEILGAARD_NEUTROPHIL_AT_SKIN_WOUND_DN	0.25415970102158286	0.1	1.0
GOBP_SEROTONIN_UPTAKE	0.25414476942213554	0.2	1.0
GSE42021_CD24HI_TREG_VS_CD24HI_TCONV_THYMUS_UP	0.2541287849990668	0.1	1.0
HP_ASYMMETRIC_GROWTH	0.2540938981326903	0.1	1.0
GOCC_CELL_TRAILING_EDGE	0.25406285758674896	0.2	1.0
HP_LOWER_LIMB_ASYMMETRY	0.2540603827973963	0.1	1.0
ELVIDGE_HIF2A_TARGETS_UP	0.2539774583149746	0.4	1.0
GSE1460_INTRATHYMIC_T_PROGENITOR_VS_NAIVE_CD4_TCELL_CORD_BLOOD_UP	0.2539279745497332	0.1	1.0
KEGG_PANTOTHENATE_AND_COA_BIOSYNTHESIS	0.25391348135850045	0.1	1.0
GOBP_REGULATION_OF_POTASSIUM_ION_IMPORT	0.2539095647822999	0.5	1.0
MIR4521	0.25382545710039706	0.1	1.0
REACTOME_THE_CANONICAL_RETINOID_CYCLE_IN_RODS_TWILIGHT_VISION	0.25380436896702924	0.4	1.0
GOBP_PLATELET_ACTIVATING_FACTOR_METABOLIC_PROCESS	0.25368075309313115	0.4	1.0
GOBP_POSITIVE_REGULATION_OF_IMMUNOGLOBULIN_PRODUCTION	0.2536696530779266	0.3	1.0
HP_ABNORMAL_PIGMENTATION_OF_THE_ORAL_MUCOSA	0.25359662193719645	0.5	1.0
BIOCARTA_RELA_PATHWAY	0.2535658636749342	0.1	1.0
GSE8921_UNSTIM_0H_VS_TLR1_2_STIM_MONOCYTE_12H_UP	0.25343533920758093	0.1	1.0
GAUSSMANN_MLL_AF4_FUSION_TARGETS_G_DN	0.2534125197375531	0.1	1.0
GOBP_SOMATIC_DIVERSIFICATION_OF_IMMUNE_RECEPTORS_VIA_SOMATIC_MUTATION	0.2533951877467813	0.4	1.0
MORF_HDAC2	0.25339074477231954	0.1	1.0
GSE16451_IMMATURE_VS_MATURE_NEURON_CELL_LINE_WEST_EQUINE_ENC_VIRUS_DN	0.2533630787647224	0.1	1.0
HP_PROLONGED_PARTIAL_THROMBOPLASTIN_TIME	0.25335914140316357	0.3	1.0
GOBP_MACROPINOCYTOSIS	0.253321423460633	0.3	1.0
GOBP_DEADENYLATION_DEPENDENT_DECAPPING_OF_NUCLEAR_TRANSCRIBED_MRNA	0.2532766466289375	0.4	1.0
MIR6073	0.25325080414053575	0.1	1.0
GSE39152_BRAIN_VS_SPLEEN_CD103_NEG_MEMORY_CD8_TCELL_DN	0.2532473081751192	0.1	1.0
GSE28726_NAIVE_VS_ACTIVATED_VA24NEG_NKTCELL_UP	0.2532029776265439	0.1	1.0
HP_TRACHEOMALACIA	0.25313004193753713	0.1	1.0
GOBP_NADP_METABOLIC_PROCESS	0.25307467643815795	0.1	1.0
BENPORATH_ES_CORE_NINE	0.2528267239190557	0.2	1.0
HP_HEMANGIOMATOSIS	0.25260104533937444	0.2	1.0
HP_EPENDYMOMA	0.25249332629741145	0.2	1.0
GOMF_CATALYTIC_ACTIVITY_ACTING_ON_A_GLYCOPROTEIN	0.25247688871259727	0.1	1.0
GOBP_SPINDLE_ORGANIZATION	0.25247385312197396	0.1	1.0
GOBP_REGULATION_OF_TRANSLATION_IN_RESPONSE_TO_STRESS	0.25242209803082966	0.1	1.0
GOBP_RETROGRADE_VESICLE_MEDIATED_TRANSPORT_GOLGI_TO_ENDOPLASMIC_RETICULUM	0.2523772316956273	0.1	1.0
JI_METASTASIS_REPRESSED_BY_STK11	0.2522989125917675	0.1	1.0
BUSSLINGER_GASTRIC_IMMUNE_CELLS	0.25229685228649057	0.1	1.0
REACTOME_RESOLUTION_OF_AP_SITES_VIA_THE_MULTIPLE_NUCLEOTIDE_PATCH_REPLACEMENT_PATHWAY	0.2522790868273486	0.1	1.0
HP_PROMINENT_NASOLABIAL_FOLD	0.25225994531725315	0.2	1.0
KEGG_RENAL_CELL_CARCINOMA	0.25223985581345915	0.1	1.0
REACTOME_CATION_COUPLED_CHLORIDE_COTRANSPORTERS	0.2521945615759895	0.1	1.0
MIR10397_5P	0.2521867350704908	0.1	1.0
MIR3678_5P	0.252120616141542	0.1	1.0
REACTOME_DEFECTIVE_GALNT3_CAUSES_FAMILIAL_HYPERPHOSPHATEMIC_TUMORAL_CALCINOSIS_HFTC	0.25209577586598303	0.3	1.0
GOBP_NUCLEOLAR_LARGE_RRNA_TRANSCRIPTION_BY_RNA_POLYMERASE_I	0.2520866674377694	0.2	1.0
GSE6269_FLU_VS_E_COLI_INF_PBMC_UP	0.2520517410587782	0.1	1.0
MIR4501	0.25197481658444854	0.1	1.0
E2F_Q3	0.251970182784959	0.1	1.0
REACTOME_ROS_AND_RNS_PRODUCTION_IN_PHAGOCYTES	0.2519667914125454	0.1	1.0
GOMF_PYRUVATE_DEHYDROGENASE_ACETYL_TRANSFERRING_KINASE_ACTIVITY	0.2519392321349587	0.5	1.0
HP_ADDICTIVE_BEHAVIOR	0.2519381886863086	0.2	1.0
NGO_MALIGNANT_GLIOMA_1P_LOH	0.25191210673099035	0.4	1.0
GOBP_RESPONSE_TO_INTERFERON_BETA	0.25190320104252595	0.1	1.0
GOBP_REGULATION_OF_POSTSYNAPTIC_CYTOSOLIC_CALCIUM_ION_CONCENTRATION	0.2518673036807763	0.4	1.0
PID_PI3K_PLC_TRK_PATHWAY	0.25180142340553724	0.1	1.0
HP_OROTICACIDURIA	0.25174919268031315	0.4	1.0
HP_LIMB_MYOCLONUS	0.2517369722201213	0.1	1.0
GOBP_POSITIVE_REGULATION_OF_CELL_CYCLE_G2_M_PHASE_TRANSITION	0.2516787395137738	0.1	1.0
WP_GLYCOLYSIS_IN_SENESCENCE	0.25167012188318555	0.1	1.0
GOBP_POSITIVE_REGULATION_OF_RELEASE_OF_CYTOCHROME_C_FROM_MITOCHONDRIA	0.2516568595634033	0.2	1.0
WP_INTEGRINMEDIATED_CELL_ADHESION	0.2516509942172397	0.1	1.0
REACTOME_REGULATION_OF_PTEN_MRNA_TRANSLATION	0.25159814278985393	0.4	1.0
WP_REGULATION_OF_APOPTOSIS_BY_PARATHYROID_HORMONERELATED_PROTEIN	0.25159138930921165	0.1	1.0
HP_MENINGIOMA	0.25150130444812946	0.1	1.0
GOBP_NECROPTOTIC_SIGNALING_PATHWAY	0.2514749489240444	0.3	1.0
REACTOME_TNF_SIGNALING	0.25141204524158184	0.1	1.0
AIZARANI_LIVER_C5_NK_NKT_CELLS_3	0.2513989012584196	0.1	1.0
GOBP_DERMATAN_SULFATE_METABOLIC_PROCESS	0.25120160657810914	0.1	1.0
HP_SHUFFLING_GAIT	0.2511727048917888	0.1	1.0
GOMF_CALCIUM_CATION_ANTIPORTER_ACTIVITY	0.25116726721055266	0.4	1.0
CGTCTTA_MIR208	0.2511014769165435	0.5	1.0
GOBP_REGULATION_OF_DEFENSE_RESPONSE_TO_VIRUS_BY_HOST	0.2510593725854854	0.2	1.0
HP_INTRACTABLE_DIARRHEA	0.25104662068050804	0.3	1.0
WP_GASTRIC_CANCER_NETWORK_2	0.2510407300921238	0.1	1.0
HP_HYPOPLASIA_OF_THE_IRIS	0.25101125307057864	0.1	1.0
GOBP_SIGNAL_TRANSDUCTION_IN_RESPONSE_TO_DNA_DAMAGE	0.25098866889907506	0.1	1.0
PID_ECADHERIN_STABILIZATION_PATHWAY	0.25090439713356555	0.1	1.0
HP_RECURRENT_SPONTANEOUS_ABORTION	0.25088485494565127	0.1	1.0
EHRLICH_ICF_SYNDROM_UP	0.25088389588080545	0.5	1.0
MORF_CTBP1	0.25085780744138486	0.1	1.0
HUI_MAPK14_TARGETS_UP	0.25078446166689683	0.2	1.0
GOMF_MOTOR_ACTIVITY	0.25078277956037576	0.1	1.0
GSE9988_LOW_LPS_VS_VEHICLE_TREATED_MONOCYTE_DN	0.2507807026407561	0.1	1.0
WEIGEL_OXIDATIVE_STRESS_BY_TBH_AND_H2O2	0.25075828015586077	0.1	1.0
GOBP_MODULATION_BY_VIRUS_OF_HOST_PROCESS	0.25073533369931533	0.1	1.0
GOBP_CELL_COMMUNICATION_BY_ELECTRICAL_COUPLING_INVOLVED_IN_CARDIAC_CONDUCTION	0.25068979937316777	0.1	1.0
MAGRANGEAS_MULTIPLE_MYELOMA_IGLL_VS_IGLK_DN	0.2506757066882942	0.1	1.0
HP_IMMOTILE_CILIA	0.2506625679105896	0.5	1.0
REACTOME_ZINC_EFFLUX_AND_COMPARTMENTALIZATION_BY_THE_SLC30_FAMILY	0.2506543273349841	0.2	1.0
HP_MYOGLOBINURIA	0.2506466627822347	0.1	1.0
GOMF_PROTEIN_FOLDING_CHAPERONE	0.2506401228714205	0.1	1.0
HP_DECREASED_SIZE_OF_NERVE_TERMINALS	0.25063938618919235	0.1	1.0
MARSON_FOXP3_TARGETS_DN	0.25060830987947985	0.1	1.0
GOMF_ATPASE_COUPLED_ION_TRANSMEMBRANE_TRANSPORTER_ACTIVITY	0.25060553481312026	0.1	1.0
KEGG_SNARE_INTERACTIONS_IN_VESICULAR_TRANSPORT	0.25058419583162117	0.1	1.0
TURASHVILI_BREAST_CARCINOMA_DUCTAL_VS_LOBULAR_UP	0.2505840415726528	0.1	1.0
GOBP_POSITIVE_REGULATION_OF_UBIQUITIN_PROTEIN_TRANSFERASE_ACTIVITY	0.25054397704656944	0.1	1.0
IPA_MED13_DN	0.25049689575108186	0.3	1.0
HP_ABNORMALITY_OF_SMALL_INTESTINAL_VILLUS_MORPHOLOGY	0.25049152834867777	0.4	1.0
HP_ABNORMAL_CENTRAL_SENSORY_FUNCTION	0.2504771251233805	0.3	1.0
WP_AUTOPHAGY	0.25039397130359503	0.1	1.0
MIR6729_3P	0.25033110731660635	0.1	1.0
GOBP_REGULATION_OF_HISTONE_H3_K36_METHYLATION	0.25030190108652745	0.4	1.0
GOBP_SERINE_FAMILY_AMINO_ACID_BIOSYNTHETIC_PROCESS	0.25026480180154326	0.1	1.0
REACTOME_N_GLYCAN_TRIMMING_IN_THE_ER_AND_CALNEXIN_CALRETICULIN_CYCLE	0.25025435195933693	0.2	1.0
GSE40277_GATA1_AND_SATB1_TRANSDUCED_VS_CTRL_CD4_TCELL_UP	0.2502057515249583	0.1	1.0
GOBP_POSITIVE_REGULATION_OF_VIRAL_RELEASE_FROM_HOST_CELL	0.25016825952344424	0.1	1.0
REACTOME_DUAL_INCISION_IN_TC_NER	0.2501319687527098	0.1	1.0
GOBP_SURFACTANT_HOMEOSTASIS	0.25009408069524786	0.5	1.0
JIANG_AGING_CEREBRAL_CORTEX_DN	0.250053085995822	0.2	1.0
GOBP_RESPONSE_TO_UV_B	0.2500293834395053	0.1	1.0
GOCC_COPI_COATED_VESICLE	0.25002272930298103	0.1	1.0
GOMF_NUCLEOTIDE_SUGAR_TRANSMEMBRANE_TRANSPORTER_ACTIVITY	0.24996976735207135	0.1	1.0
LOPEZ_TRANSLATION_VIA_FN1_SIGNALING	0.24978780809763126	0.1	1.0
GOBP_PLASMA_MEMBRANE_TUBULATION	0.24978083991345165	0.1	1.0
GOBP_FOLIC_ACID_CONTAINING_COMPOUND_METABOLIC_PROCESS	0.24960298047900495	0.1	1.0
GOBP_WATER_SOLUBLE_VITAMIN_BIOSYNTHETIC_PROCESS	0.24952906350915943	0.2	1.0
MIR3654	0.24948265815495613	0.1	1.0
HP_SIDEROBLASTIC_ANEMIA	0.24942903515445722	0.1	1.0
ERWIN_COHEN_BLOOD_VACCINE_TC_83_AGE_23_48YO_VACCINATED_VS_CONTROL_7DY_UP	0.24927784770485648	0.1	1.0
REACTOME_REGULATION_OF_GLYCOLYSIS_BY_FRUCTOSE_2_6_BISPHOSPHATE_METABOLISM	0.24925616561438213	0.2	1.0
HP_CHRONIC_FATIGUE	0.24922321192789465	0.3	1.0
HP_GENERALIZED_AMINOACIDURIA	0.2491287154185609	0.2	1.0
PID_ARF_3PATHWAY	0.24908423905098243	0.1	1.0
GSE17974_0H_VS_24H_IN_VITRO_ACT_CD4_TCELL_DN	0.2490703883357673	0.1	1.0
GOMF_NADH_PYROPHOSPHATASE_ACTIVITY	0.2490293945561318	0.6	1.0
GOBP_POSITIVE_REGULATION_OF_PINOCYTOSIS	0.24900760277197112	0.3	1.0
GOCC_CUL4A_RING_E3_UBIQUITIN_LIGASE_COMPLEX	0.24899716093082602	0.4	1.0
MIR635	0.2489668202800726	0.1	1.0
GSE2770_TGFB_AND_IL4_VS_IL12_TREATED_ACT_CD4_TCELL_48H_DN	0.24893099268609878	0.1	1.0
REACTOME_MYD88_INDEPENDENT_TLR4_CASCADE	0.24889135640457893	0.1	1.0
HP_ACROCYANOSIS	0.24885951086713207	0.1	1.0
MIR7702	0.24879442260768939	0.1	1.0
GSE23321_CD8_STEM_CELL_MEMORY_VS_EFFECTOR_MEMORY_CD8_TCELL_DN	0.2487794237360221	0.1	1.0
HP_RIB_FUSION	0.24870119352334047	0.1	1.0
BIOCARTA_TERT_PATHWAY	0.24857715955634108	0.3	1.0
GOCC_TORC1_COMPLEX	0.24856107409637837	0.2	1.0
REACTOME_NEDDYLATION	0.248547014706864	0.1	1.0
GOBP_POSITIVE_REGULATION_OF_TYPE_I_INTERFERON_MEDIATED_SIGNALING_PATHWAY	0.24851312788240332	0.1	1.0
GOBP_MITOCHONDRIAL_DNA_METABOLIC_PROCESS	0.24844981005092395	0.3	1.0
GOCC_CYTOPLASMIC_EXOSOME_RNASE_COMPLEX	0.24833729869009383	0.2	1.0
GSE23505_IL6_IL1_IL23_VS_IL6_IL1_TGFB_TREATED_CD4_TCELL_DN	0.24833666009471062	0.1	1.0
REACTOME_MICRORNA_MIRNA_BIOGENESIS	0.24832198970104505	0.2	1.0
GOBP_NEGATIVE_REGULATION_OF_INCLUSION_BODY_ASSEMBLY	0.24830978026150544	0.3	1.0
GOBP_REGULATION_OF_NUCLEAR_TRANSCRIBED_MRNA_CATABOLIC_PROCESS_DEADENYLATION_DEPENDENT_DECAY	0.24826657691011428	0.2	1.0
GOMF_FAD_BINDING	0.24818032480541283	0.1	1.0
HP_CEREBRAL_HYPOPLASIA	0.24815965071259483	0.1	1.0
HP_BACK_PAIN	0.248158668546974	0.1	1.0
BIOCARTA_HIVNEF_PATHWAY	0.24807460153108735	0.1	1.0
GOBP_REGULATION_OF_VIRAL_LIFE_CYCLE	0.24806054955105264	0.1	1.0
GOMF_HISTONE_LYSINE_N_METHYLTRANSFERASE_ACTIVITY	0.24802885677689265	0.2	1.0
GSE5503_PLN_DC_VS_SPLEEN_DC_ACTIVATED_ALLOGENIC_TCELL_DN	0.24802758986955614	0.1	1.0
DORMOY_ELAVL1_TARGETS	0.24793903764861916	0.3	1.0
HP_THICKENED_CALVARIA	0.2479295777010809	0.1	1.0
HP_RESPONSE_TO_DRUGS_ACTING_ON_NEUROMUSCULAR_TRANSMISSION	0.24792589250134237	0.4	1.0
REACTOME_EPHB_MEDIATED_FORWARD_SIGNALING	0.2479180139733578	0.1	1.0
KEGG_RNA_POLYMERASE	0.24791533905347277	0.1	1.0
REACTOME_HOMOLOGOUS_DNA_PAIRING_AND_STRAND_EXCHANGE	0.24791161963234093	0.1	1.0
HP_TYPICAL_ABSENCE_SEIZURE	0.24790592052599217	0.1	1.0
PID_THROMBIN_PAR4_PATHWAY	0.24779352915178526	0.3	1.0
HP_ANODONTIA	0.24773791341843804	0.1	1.0
HP_SLURRED_SPEECH	0.2477050187159306	0.2	1.0
GOCC_OXOGLUTARATE_DEHYDROGENASE_COMPLEX	0.24767312559828283	0.4	1.0
GOBP_REGULATION_OF_TELOMERASE_ACTIVITY	0.24767028113860154	0.1	1.0
GSE22886_UNSTIM_VS_IL15_STIM_NKCELL_DN	0.24762408627811694	0.1	1.0
GOCC_STAGA_COMPLEX	0.2475284972902671	0.4	1.0
REACTOME_POTENTIAL_THERAPEUTICS_FOR_SARS	0.24745661958537396	0.1	1.0
HP_HYPERCALCEMIA	0.2474043923422066	0.1	1.0
REACTOME_GENE_AND_PROTEIN_EXPRESSION_BY_JAK_STAT_SIGNALING_AFTER_INTERLEUKIN_12_STIMULATION	0.24735909910166753	0.1	1.0
HP_PROGEROID_FACIAL_APPEARANCE	0.24732100793412207	0.1	1.0
GSE10239_MEMORY_VS_KLRG1INT_EFF_CD8_TCELL_DN	0.24730204308167333	0.1	1.0
GSE9988_LPS_VS_VEHICLE_TREATED_MONOCYTE_DN	0.24723499268589794	0.1	1.0
BOYLAN_MULTIPLE_MYELOMA_PCA1_DN	0.24716325325420704	0.4	1.0
GSE20500_CTRL_VS_RARA_ANTAGONIST_TREATED_CD4_TCELL_UP	0.24715898643820727	0.1	1.0
GOMF_KINASE_INHIBITOR_ACTIVITY	0.24709501304851503	0.1	1.0
WP_EBV_LMP1_SIGNALING	0.24685832359965962	0.1	1.0
ZIRN_TRETINOIN_RESPONSE_WT1_UP	0.24678578218859867	0.1	1.0
PARK_HSC_AND_MULTIPOTENT_PROGENITORS	0.24675628145807002	0.1	1.0
MODULE_281	0.24674444969652842	0.2	1.0
GOCC_CHROMOSOME_TELOMERIC_REGION	0.24674229190176705	0.1	1.0
HP_SANDAL_GAP	0.24673997725188207	0.1	1.0
GSE15930_NAIVE_VS_24H_IN_VITRO_STIM_INFAB_CD8_TCELL_DN	0.2467386299124094	0.1	1.0
HP_ASPIRATION	0.24672239313897718	0.1	1.0
GOBP_MITOTIC_G1_S_TRANSITION_CHECKPOINT	0.24670454910533166	0.1	1.0
KEGG_P53_SIGNALING_PATHWAY	0.2466592066690967	0.1	1.0
BILANGES_SERUM_SENSITIVE_VIA_TSC2	0.2465665223419217	0.1	1.0
HP_ABNORMAL_BRAIN_N_ACETYL_ASPARTATE_LEVEL_BY_MRS	0.24654017596031594	0.4	1.0
MORF_RAC1	0.24643838672384627	0.1	1.0
BIOCARTA_VDR_PATHWAY	0.24641431641927128	0.2	1.0
ANDERSON_BLOOD_CN54GP140_ADJUVANTED_WITH_GLA_AF_AGE_18_45YO_1DY_DN	0.24639487870936902	0.1	1.0
BIOCARTA_AGPCR_PATHWAY	0.2463551377205476	0.1	1.0
MIR3199	0.24621237943848084	0.1	1.0
GSE29617_CTRL_VS_TIV_FLU_VACCINE_PBMC_2008_DN	0.24611486213599165	0.1	1.0
MIR6798_3P	0.24611046762986497	0.1	1.0
GOBP_MEIOTIC_CELL_CYCLE_CHECKPOINT	0.24607422256888487	0.1	1.0
BCAT.100_UP.V1_UP	0.24605608205294424	0.1	1.0
SU_TESTIS	0.2459528508112139	0.1	1.0
PID_IL6_7_PATHWAY	0.24581234330720458	0.2	1.0
GOBP_REGULATION_OF_PROTEIN_TYROSINE_PHOSPHATASE_ACTIVITY	0.245744261526268	0.3	1.0
GSE8685_IL15_ACT_IL2_STARVED_VS_IL21_ACT_IL2_STARVED_CD4_TCELL_UP	0.24573929737814607	0.1	1.0
GUENTHER_GROWTH_SPHERICAL_VS_ADHERENT_DN	0.2457353441654209	0.1	1.0
