	Enrichment	P-Value	Q-Value
GROSS_HYPOXIA_VIA_ELK3_ONLY_DN	0.4410276056253348	0.1	1.0
GOBP_PROTEIN_AUTO_ADP_RIBOSYLATION	0.44101968287730575	0.2	1.0
KEGG_GLYCOSAMINOGLYCAN_DEGRADATION	0.4409972511114026	0.1	1.0
REACTOME_SMOOTH_MUSCLE_CONTRACTION	0.44097661672614913	0.1	1.0
GOCC_CLATHRIN_ADAPTOR_COMPLEX	0.44096239960417044	0.3	1.0
LEE_NAIVE_T_LYMPHOCYTE	0.440922520066903	0.1	1.0
GOBP_NEGATIVE_REGULATION_OF_ALPHA_BETA_T_CELL_ACTIVATION	0.44085326117363793	0.1	1.0
GOBP_PROTEIN_MONO_ADP_RIBOSYLATION	0.4407439558248565	0.5	1.0
GOBP_DENDRITIC_SPINE_MORPHOGENESIS	0.4406402605130765	0.1	1.0
GOMF_PHOSPHATIDYLINOSITOL_PHOSPHATE_4_PHOSPHATASE_ACTIVITY	0.44055755740688707	0.3	1.0
MODULE_419	0.4405442367572873	0.1	1.0
GOMF_FRUCTOSE_2_6_BISPHOSPHATE_2_PHOSPHATASE_ACTIVITY	0.44048832860519327	0.5	1.0
GOBP_FRUCTOSE_2_6_BISPHOSPHATE_METABOLIC_PROCESS	0.44048832860519327	0.6	1.0
HP_MYELOFIBROSIS	0.44047751159187093	0.3	1.0
HP_DRUSEN	0.4404147238303221	0.1	1.0
REACTOME_REGULATION_OF_GENE_EXPRESSION_BY_HYPOXIA_INDUCIBLE_FACTOR	0.44036899583843897	0.5	1.0
HP_THICK_HAIR	0.44033850369963706	0.2	1.0
GOMF_OLIGOPEPTIDE_TRANSMEMBRANE_TRANSPORTER_ACTIVITY	0.4402126371037204	0.2	1.0
NIKOLSKY_BREAST_CANCER_19Q13.1_AMPLICON	0.44020955292825187	0.1	1.0
GOBP_SNRNA_TRANSCRIPTION_BY_RNA_POLYMERASE_III	0.4401850958648897	0.4	1.0
GOBP_LEUKOTRIENE_B4_METABOLIC_PROCESS	0.4401594876799255	0.3	1.0
BIOCARTA_HSP27_PATHWAY	0.4400948487911247	0.3	1.0
IPA_TFAM_DN	0.4400863068883174	0.4	1.0
GOCC_ASTROCYTE_PROJECTION	0.4400437181960716	0.1	1.0
WP_MECHANOREGULATION_AND_PATHOLOGY_OF_YAPTAZ_VIA_HIPPO_AND_NONHIPPO_MECHANISMS	0.43998101185307725	0.1	1.0
GOBP_POSITIVE_REGULATION_OF_PROTEIN_MATURATION	0.4399261219981876	0.1	1.0
KOINUMA_COLON_CANCER_MSI_UP	0.4399042580795058	0.3	1.0
LEE_CALORIE_RESTRICTION_NEOCORTEX_UP	0.43989826577090385	0.1	1.0
GOBP_ELASTIC_FIBER_ASSEMBLY	0.4398981254497736	0.1	1.0
GOBP_RRNA_5_END_PROCESSING	0.43985260508649837	0.3	1.0
XU_HGF_TARGETS_INDUCED_BY_AKT1_48HR_UP	0.4398356845252665	0.1	1.0
GOMF_CALMODULIN_DEPENDENT_PROTEIN_KINASE_ACTIVITY	0.43981404662051526	0.2	1.0
GOBP_NEGATIVE_REGULATION_OF_CAMP_DEPENDENT_PROTEIN_KINASE_ACTIVITY	0.43981396506341647	0.2	1.0
HP_ARTERIAL_THROMBOSIS	0.4397730990040699	0.1	1.0
HP_ABNORMALITY_OF_VITAMIN_E_METABOLISM	0.43970658969894927	0.2	1.0
GOBP_REGULATION_OF_MITOTIC_SPINDLE_ASSEMBLY	0.4396841371898804	0.1	1.0
HP_ESOPHAGEAL_STENOSIS	0.4396704469518934	0.1	1.0
HP_ABNORMAL_PERICARDIUM_MORPHOLOGY	0.43961736420577324	0.1	1.0
REACTOME_NUCLEAR_SIGNALING_BY_ERBB4	0.4395227885968644	0.1	1.0
IPA_NR1I2_UP	0.43949165730554923	0.1	1.0
PID_EPHB_FWD_PATHWAY	0.4394338995201885	0.1	1.0
GOBP_OSTEOCLAST_DIFFERENTIATION	0.43938491005034036	0.1	1.0
GNF2_MYD88	0.4392889093738168	0.1	1.0
MIR6820_5P	0.43913284785276246	0.1	1.0
HP_NECK_MUSCLE_WEAKNESS	0.43910499003696735	0.1	1.0
HP_PETECHIAE	0.43908267053131467	0.1	1.0
HP_ABNORMAL_RENAL_CORTICOMEDULLARY_DIFFERENTIATION	0.43908049793978743	0.3	1.0
GOBP_GANGLIOSIDE_METABOLIC_PROCESS	0.4390438530564794	0.1	1.0
HP_PROGRESSIVE_NEUROLOGIC_DETERIORATION	0.4390165206148272	0.1	1.0
BIOCARTA_TOB1_PATHWAY	0.4389310838031563	0.1	1.0
IPA_EOMES_DN	0.4388986507026114	0.4	1.0
GOMF_CCR5_CHEMOKINE_RECEPTOR_BINDING	0.4388316146631377	0.3	1.0
ACCGAGC_MIR423	0.4388074526870945	0.2	1.0
MODULE_291	0.4387957008144972	0.1	1.0
GOBP_ACTOMYOSIN_CONTRACTILE_RING_ORGANIZATION	0.4387800367827208	0.1	1.0
HP_SCHISTOCYTOSIS	0.4387574111210591	0.2	1.0
PID_ARF6_DOWNSTREAM_PATHWAY	0.438753934687914	0.1	1.0
GOCC_HIPPOCAMPAL_MOSSY_FIBER	0.4386860113688197	0.4	1.0
BREUHAHN_GROWTH_FACTOR_SIGNALING_IN_LIVER_CANCER	0.4386591906790327	0.2	1.0
PID_PI3K_PLC_TRK_PATHWAY	0.4386516075010584	0.1	1.0
BOYLAN_MULTIPLE_MYELOMA_C_CLUSTER_DN	0.4386485116701994	0.1	1.0
HP_TERATOMA	0.4385459577373449	0.7	1.0
MODULE_85	0.4385135258227449	0.1	1.0
HP_BLUE_NEVUS	0.43850840926632967	0.2	1.0
GOMF_INSULIN_LIKE_GROWTH_FACTOR_RECEPTOR_BINDING	0.43846415819949597	0.2	1.0
REACTOME_PRESYNAPTIC_DEPOLARIZATION_AND_CALCIUM_CHANNEL_OPENING	0.4384229460661408	0.2	1.0
GOBP_MEIOTIC_CELL_CYCLE_CHECKPOINT	0.438387649229506	0.1	1.0
GOMF_NADPLUS_NUCLEOSIDASE_ACTIVITY	0.4383771325782121	0.2	1.0
GOBP_DE_NOVO_PYRIMIDINE_NUCLEOBASE_BIOSYNTHETIC_PROCESS	0.4383590662723958	0.5	1.0
HP_CHRONIC_LEUKEMIA	0.4383393821226763	0.1	1.0
REACTOME_TRANSLATION_OF_SARS_COV_2_STRUCTURAL_PROTEINS	0.43831911341391944	0.1	1.0
REACTOME_SIGNALING_BY_NOTCH2	0.4381456657440322	0.1	1.0
GOMF_ONCOSTATIN_M_RECEPTOR_ACTIVITY	0.43811837971531425	0.4	1.0
MAINA_HYPOXIA_VHL_TARGETS_UP	0.43804022137749804	0.6	1.0
GOBP_CD40_SIGNALING_PATHWAY	0.4380196029977935	0.2	1.0
HP_FAILURE_OF_ERUPTION_OF_PERMANENT_TEETH	0.4379567492717472	0.3	1.0
HP_DECREASED_LACRIMATION	0.4379219205501339	0.1	1.0
VALK_AML_WITH_CEBPA	0.43784249261089914	0.1	1.0
WATANABE_ULCERATIVE_COLITIS_WITH_CANCER_DN	0.43778164548855336	0.1	1.0
GOBP_NEGATIVE_REGULATION_OF_PROTEIN_LOCALIZATION_TO_MEMBRANE	0.4377427911528862	0.1	1.0
GOCC_CHYLOMICRON	0.43763718882667907	0.2	1.0
GOBP_CITRULLINE_BIOSYNTHETIC_PROCESS	0.43761308491156664	0.3	1.0
FARMER_BREAST_CANCER_CLUSTER_5	0.4375686490928493	0.1	1.0
GOBP_I_KAPPAB_PHOSPHORYLATION	0.43755257400043185	0.1	1.0
HP_PERSONALITY_DISORDER	0.4375120609819957	0.1	1.0
GOMF_MITOGEN_ACTIVATED_PROTEIN_KINASE_KINASE_KINASE_BINDING	0.4375072433845609	0.2	1.0
MODULE_399	0.4374097588278372	0.1	1.0
GOBP_REGULATION_OF_INTEGRIN_ACTIVATION	0.43739986557130345	0.1	1.0
WP_PHOSPHOINOSITIDES_METABOLISM	0.437398063932216	0.1	1.0
REACTOME_NICOTINATE_METABOLISM	0.4373733076281834	0.1	1.0
HP_STRIAE_DISTENSAE	0.4373189452992065	0.1	1.0
GOBP_NEGATIVE_REGULATION_OF_LEUKOCYTE_MEDIATED_CYTOTOXICITY	0.43728846440770164	0.1	1.0
PID_ER_NONGENOMIC_PATHWAY	0.43725450535335597	0.1	1.0
HP_AMYLOIDOSIS	0.43720947735827254	0.1	1.0
BURTON_ADIPOGENESIS_PEAK_AT_8HR	0.43719405744030104	0.1	1.0
REACTOME_CD209_DC_SIGN_SIGNALING	0.43715796702711585	0.1	1.0
QUEREC_PBMC_YF_17D_VACCINE_AGE_18_45YO_3DY_UP	0.4371407843992524	0.1	1.0
QUEREC_PBMC_YF_17D_VACCINE_AGE_18_45YO_7DY_UP	0.4371407843992524	0.1	1.0
GOCC_SUPER_ELONGATION_COMPLEX	0.43709111889231855	0.4	1.0
GLI1_UP.V1_UP	0.43707994819821927	0.1	1.0
IPA_XRCC6_UP	0.43706593213974193	0.7	1.0
ZHAN_MULTIPLE_MYELOMA_CD1_UP	0.43699709986979934	0.1	1.0
GOMF_OXIDOREDUCTASE_ACTIVITY_ACTING_ON_PAIRED_DONORS_WITH_INCORPORATION_OR_REDUCTION_OF_MOLECULAR_OXYGEN_REDUCED_PTERIDINE_AS_ONE_DONOR_AND_INCORPORATION_OF_ONE_ATOM_OF_OXYGEN	0.43699035550493476	0.3	1.0
REACTOME_ACTIVATION_OF_NOXA_AND_TRANSLOCATION_TO_MITOCHONDRIA	0.43698867570659183	0.4	1.0
REACTOME_NUCLEAR_EVENTS_KINASE_AND_TRANSCRIPTION_FACTOR_ACTIVATION	0.4369716921965843	0.1	1.0
RUAN_RESPONSE_TO_TROGLITAZONE_DN	0.4369610900265044	0.1	1.0
HP_FEMORAL_HERNIA	0.4369595098673329	0.2	1.0
STEINER_ERYTHROCYTE_MEMBRANE_GENES	0.43695919989609894	0.2	1.0
GOBP_LUTEOLYSIS	0.4368997732257095	0.4	1.0
REACTOME_LOSS_OF_FUNCTION_OF_SMAD2_3_IN_CANCER	0.4368719603097595	0.5	1.0
GOBP_PHOSPHOLIPID_HOMEOSTASIS	0.4368053410884321	0.2	1.0
GOCC_ER_MEMBRANE_INSERTION_COMPLEX	0.43670749762264566	0.1	1.0
GOBP_REGULATION_OF_VERY_LOW_DENSITY_LIPOPROTEIN_PARTICLE_REMODELING	0.4365577312712977	0.3	1.0
HP_ABNORMALITY_OF_THE_FORAMEN_MAGNUM	0.4365101068598335	0.3	1.0
GOBP_CHOLINE_CATABOLIC_PROCESS	0.4364531677003216	0.6	1.0
REACTOME_CHOLINE_CATABOLISM	0.4364531677003216	0.3	1.0
GOBP_GLYCOLIPID_TRANSPORT	0.4364434622292371	0.2	1.0
GOBP_RELAXATION_OF_VASCULAR_ASSOCIATED_SMOOTH_MUSCLE	0.43642875607999876	0.1	1.0
HP_GENERALIZED_CLONIC_SEIZURE	0.43639763934637815	0.1	1.0
HP_ABNORMAL_INTERNAL_CAROTID_ARTERY_MORPHOLOGY	0.43637236960358	0.5	1.0
GOBP_REGULATION_OF_I_KAPPAB_PHOSPHORYLATION	0.43626107656828883	0.3	1.0
GOCC_INTEGRAL_COMPONENT_OF_CYTOPLASMIC_SIDE_OF_ENDOPLASMIC_RETICULUM_MEMBRANE	0.43619239825087763	0.3	1.0
HP_CHORIORETINAL_ATROPHY	0.4361642075366951	0.1	1.0
GOCC_FACIT_COLLAGEN_TRIMER	0.4361510978820793	0.3	1.0
GOBP_REGULATION_OF_DENDRITIC_CELL_CHEMOTAXIS	0.43613558016636533	0.1	1.0
GOBP_RESPONSE_TO_L_GLUTAMATE	0.436129093079026	0.3	1.0
HP_MYDRIASIS	0.4360922978615714	0.2	1.0
GOCC_RISC_LOADING_COMPLEX	0.4359835709715427	0.3	1.0
GOMF_DYSTROGLYCAN_BINDING	0.4359609763787083	0.4	1.0
HP_OTOSCLEROSIS	0.43594914464260864	0.5	1.0
REACTOME_ERYTHROPOIETIN_ACTIVATES_PHOSPHOINOSITIDE_3_KINASE_PI3K	0.43592316849442253	0.2	1.0
GOMF_PHOSPHOFRUCTOKINASE_ACTIVITY	0.4358962657750981	0.6	1.0
KASLER_HDAC7_TARGETS_2_DN	0.4358570575930129	0.1	1.0
HP_RADIAL_BOWING	0.4358393889704884	0.1	1.0
GOBP_NUCLEAR_RETENTION_OF_PRE_MRNA_AT_THE_SITE_OF_TRANSCRIPTION	0.4358170740873299	0.3	1.0
GNF2_SPI1	0.43580821107784695	0.1	1.0
GNF2_FGR	0.43580018594931874	0.1	1.0
MODULE_133	0.43571289196440494	0.1	1.0
GOBP_POSITIVE_REGULATION_OF_DENDRITIC_SPINE_MORPHOGENESIS	0.43568383866614946	0.2	1.0
WESTON_VEGFA_TARGETS_12HR	0.4356534985765838	0.1	1.0
GOBP_REGULATION_OF_CELL_CELL_ADHESION_MEDIATED_BY_INTEGRIN	0.43563221519588785	0.1	1.0
SPIRA_SMOKERS_LUNG_CANCER_UP	0.4354655896486899	0.1	1.0
REACTOME_ANTIGEN_PRESENTATION_FOLDING_ASSEMBLY_AND_PEPTIDE_LOADING_OF_CLASS_I_MHC	0.4354595197363371	0.1	1.0
WP_IL10_ANTIINFLAMMATORY_SIGNALING_PATHWAY	0.43544448766688476	0.3	1.0
HP_APLASIA_HYPOPLASIA_OF_THE_BLADDER	0.43540442033980054	0.2	1.0
HP_IMPAIRED_OROPHARYNGEAL_SWALLOW_RESPONSE	0.43537928027847067	0.3	1.0
GOBP_CHEMOKINE_C_X_C_MOTIF_LIGAND_1_PRODUCTION	0.4353345801846057	0.7	1.0
HP_DELAYED_ABILITY_TO_SIT	0.4353049352543	0.1	1.0
HP_ABNORMAL_SPACED_INCISORS	0.43526411728921455	0.2	1.0
GOMF_HISTONE_METHYLTRANSFERASE_ACTIVITY_H3_K27_SPECIFIC	0.4352225269344596	0.7	1.0
MORI_EMU_MYC_LYMPHOMA_BY_ONSET_TIME_DN	0.4351954389978976	0.2	1.0
GOBP_NEGATIVE_REGULATION_OF_CELLULAR_RESPONSE_TO_INSULIN_STIMULUS	0.43515070342156487	0.1	1.0
MIR6716_5P	0.4351298818721621	0.1	1.0
BIOCARTA_PLC_PATHWAY	0.4351275184836339	0.5	1.0
GOBP_REGULATION_OF_ENTRY_OF_BACTERIUM_INTO_HOST_CELL	0.4351230591496567	0.1	1.0
FARMER_BREAST_CANCER_CLUSTER_4	0.43503622143277376	0.1	1.0
BIOCARTA_EFP_PATHWAY	0.4350340845343461	0.3	1.0
GOBP_NEGATIVE_REGULATION_OF_TYPE_I_INTERFERON_PRODUCTION	0.43501671784926343	0.1	1.0
GOBP_NEGATIVE_REGULATION_OF_ANTIGEN_RECEPTOR_MEDIATED_SIGNALING_PATHWAY	0.4350131209547667	0.1	1.0
MIR3665	0.4349972285893389	0.1	1.0
GOCC_TRANSCRIPTION_REPRESSOR_COMPLEX	0.4349888994949482	0.1	1.0
GOBP_POSITIVE_REGULATION_OF_BASEMENT_MEMBRANE_ASSEMBLY_INVOLVED_IN_EMBRYONIC_BODY_MORPHOGENESIS	0.4349604613365981	0.7	1.0
GOBP_MITOCHONDRIAL_TRNA_PROCESSING	0.4349499740398217	0.1	1.0
BIOCARTA_CARM_ER_PATHWAY	0.43487393888814796	0.1	1.0
GOBP_REGULATION_OF_GLUCOSE_IMPORT	0.4347906195726853	0.1	1.0
GOBP_REGULATION_OF_ALKALINE_PHOSPHATASE_ACTIVITY	0.4347847517041641	0.1	1.0
REACTOME_CASPASE_ACTIVATION_VIA_EXTRINSIC_APOPTOTIC_SIGNALLING_PATHWAY	0.43476652390632003	0.1	1.0
HP_GANGRENE	0.43463924562779815	0.1	1.0
GOMF_HEPARAN_SULFATE_PROTEOGLYCAN_BINDING	0.4345851031009776	0.3	1.0
KEGG_GRAFT_VERSUS_HOST_DISEASE	0.43457992639808246	0.1	1.0
IPA_GTF2I_UP	0.43449237253880435	0.3	1.0
HE_PTEN_TARGETS_DN	0.43430025301194297	0.2	1.0
GOBP_REGULATION_OF_TOLL_LIKE_RECEPTOR_2_SIGNALING_PATHWAY	0.43428789895748515	0.4	1.0
GOMF_MITOGEN_ACTIVATED_PROTEIN_KINASE_KINASE_BINDING	0.4342542875300794	0.3	1.0
GOMF_PHOSPHATIDYLINOSITOL_BISPHOSPHATE_KINASE_ACTIVITY	0.434227989601118	0.5	1.0
HP_ANONYCHIA	0.43419954409456374	0.1	1.0
BIOCARTA_CFTR_PATHWAY	0.43419639433503954	0.4	1.0
RASHI_NFKB1_TARGETS	0.43413428028080114	0.3	1.0
GNF2_CASP4	0.43411511377599027	0.1	1.0
GOMF_PALMITOYLTRANSFERASE_ACTIVITY	0.43408749378818273	0.1	1.0
GOBP_C4_DICARBOXYLATE_TRANSPORT	0.4340279602809974	0.1	1.0
GOMF_CHONDROITIN_SULFATE_BINDING	0.4339898118091886	0.1	1.0
REACTOME_IRE1ALPHA_ACTIVATES_CHAPERONES	0.433983992728828	0.1	1.0
SCHAEFFER_PROSTATE_DEVELOPMENT_AND_CANCER_BOX2_DN	0.4339320232113998	0.3	1.0
GOCC_STEREOCILIUM_MEMBRANE	0.4338379215880397	0.3	1.0
HP_SUBMUCOUS_CLEFT_SOFT_PALATE	0.43383018837679943	0.4	1.0
GOCC_NBAF_COMPLEX	0.4337699214517699	0.2	1.0
GOBP_REGULATION_OF_T_HELPER_2_CELL_DIFFERENTIATION	0.43372452822159013	0.1	1.0
HP_RAYNAUD_PHENOMENON	0.433716971283782	0.1	1.0
REACTOME_ADENYLATE_CYCLASE_INHIBITORY_PATHWAY	0.43370686311021484	0.3	1.0
HP_COGWHEEL_RIGIDITY	0.4336642655181274	0.3	1.0
GOMF_TUMOR_NECROSIS_FACTOR_RECEPTOR_BINDING	0.43359623892936466	0.1	1.0
NR2E3_TARGET_GENES	0.433561530717125	0.5	1.0
MIR2114_3P	0.43342096919799195	0.1	1.0
HP_CALVARIAL_HYPEROSTOSIS	0.43340814206207123	0.4	1.0
HP_INCREASED_DENSITY_OF_LONG_BONES	0.43340689279983485	0.5	1.0
HP_PAROXYSMAL_DYSTONIA	0.43328458301191236	0.2	1.0
HP_CHILDHOOD_ONSET_TRUNCAL_OBESITY	0.4332680072421897	0.6	1.0
HP_DEVIATION_OF_THE_5TH_TOE	0.4332641978657929	0.4	1.0
GOMF_TROPOMYOSIN_BINDING	0.4332227780660008	0.1	1.0
GOBP_ACTIVATION_OF_PHOSPHOLIPASE_D_ACTIVITY	0.43315205958828423	0.6	1.0
BIOCARTA_EPO_PATHWAY	0.4331400906985727	0.2	1.0
HP_CONFETTI_LIKE_HYPOPIGMENTED_MACULES	0.4331200557024895	0.3	1.0
REACTOME_GROWTH_HORMONE_RECEPTOR_SIGNALING	0.43309487901356447	0.1	1.0
HP_ADIPOSE_TISSUE_LOSS	0.43303477130151624	0.1	1.0
MIR548AO_3P	0.43302073482002196	0.2	1.0
SHI_SPARC_TARGETS_UP	0.4330020556533744	0.1	1.0
GOBP_MYELIN_MAINTENANCE	0.43287994990824963	0.2	1.0
BIOCARTA_EIF4_PATHWAY	0.4328768308075414	0.1	1.0
REACTOME_HDL_CLEARANCE	0.43284036234839013	0.3	1.0
WP_IL9_SIGNALING_PATHWAY	0.432776034351322	0.3	1.0
GOBP_BASIC_AMINO_ACID_TRANSPORT	0.4327508050230507	0.1	1.0
MIR596	0.4327252232264147	0.1	1.0
GOBP_PURINE_CONTAINING_COMPOUND_TRANSMEMBRANE_TRANSPORT	0.4326914867566856	0.2	1.0
REACTOME_MULTIFUNCTIONAL_ANION_EXCHANGERS	0.43264643333280833	0.2	1.0
EHRLICH_ICF_SYNDROM_UP	0.4325739308859845	0.3	1.0
GOMF_SPECTRIN_BINDING	0.43256427501640254	0.1	1.0
GOBP_TRANSCRIPTION_ELONGATION_FROM_RNA_POLYMERASE_I_PROMOTER	0.43250628233074595	0.1	1.0
HP_NEUROENDOCRINE_NEOPLASM	0.43245896849172877	0.1	1.0
MIR6864_3P	0.4324298099458762	0.1	1.0
REACTOME_TP53_REGULATES_TRANSCRIPTION_OF_SEVERAL_ADDITIONAL_CELL_DEATH_GENES_WHOSE_SPECIFIC_ROLES_IN_P53_DEPENDENT_APOPTOSIS_REMAIN_UNCERTAIN	0.4323539571792979	0.1	1.0
GOMF_TAU_PROTEIN_KINASE_ACTIVITY	0.43233958719237764	0.1	1.0
HP_VERY_LONG_CHAIN_FATTY_ACID_ACCUMULATION	0.4321837550535623	0.2	1.0
HP_ABNORMAL_GRANULOCYTOPOIETIC_CELL_MORPHOLOGY	0.4321604414411803	0.3	1.0
WP_EICOSANOID_SYNTHESIS	0.4321480929773082	0.1	1.0
WP_HIPPOYAP_SIGNALING_PATHWAY	0.4321425737016222	0.1	1.0
HALLMARK_IL6_JAK_STAT3_SIGNALING	0.4320692790636551	0.1	1.0
HP_PROGRESSIVE_GAIT_ATAXIA	0.4320399215817779	0.1	1.0
HP_LACK_OF_T_CELL_FUNCTION	0.432012466462098	0.3	1.0
CGCTGCT_MIR503	0.4318234000296317	0.1	1.0
BIOCARTA_FEEDER_PATHWAY	0.4317939998625973	0.2	1.0
XU_HGF_TARGETS_INDUCED_BY_AKT1_6HR	0.4317899701109632	0.2	1.0
GOBP_CELLULAR_SPHINGOLIPID_HOMEOSTASIS	0.4317706529689132	0.7	1.0
CHOW_RASSF1_TARGETS_UP	0.4317215314568841	0.1	1.0
REACTOME_NEF_AND_SIGNAL_TRANSDUCTION	0.43158686052022627	0.3	1.0
GOBP_LIPOPOLYSACCHARIDE_MEDIATED_SIGNALING_PATHWAY	0.43156868525222025	0.1	1.0
HP_OPTIC_NERVE_COLOBOMA	0.4315432079325015	0.1	1.0
HP_ERYTHRODERMA	0.43152203389371363	0.1	1.0
WEIGEL_OXIDATIVE_STRESS_BY_TBH_AND_H2O2	0.4314598996965632	0.1	1.0
GOBP_ADP_TRANSPORT	0.43144313220791974	0.2	1.0
GOMF_ADP_TRANSMEMBRANE_TRANSPORTER_ACTIVITY	0.43144313220791974	0.3	1.0
REACTOME_REGULATION_OF_KIT_SIGNALING	0.4314372453025333	0.2	1.0
HP_SKIN_PLAQUE	0.4314015085883789	0.1	1.0
GOBP_RENAL_ABSORPTION	0.4313930260869574	0.1	1.0
GOCC_BRISC_COMPLEX	0.4313578874580959	0.4	1.0
GOBP_REGULATION_OF_MALE_GONAD_DEVELOPMENT	0.4313073634600135	0.3	1.0
HP_MELENA	0.43122964987525386	0.1	1.0
REACTOME_SIGNALING_BY_FGFR4_IN_DISEASE	0.4311320612654094	0.3	1.0
REACTOME_CARNITINE_METABOLISM	0.4310725054873836	0.3	1.0
HP_ATOPIC_DERMATITIS	0.4310206945507552	0.1	1.0
KEGG_PENTOSE_PHOSPHATE_PATHWAY	0.4309370693644683	0.1	1.0
HP_FATIGABLE_WEAKNESS_OF_DISTAL_LIMB_MUSCLES	0.4309198892572764	0.5	1.0
GOMF_PROTON_EXPORTING_ATPASE_ACTIVITY_PHOSPHORYLATIVE_MECHANISM	0.4308942559427136	0.4	1.0
HP_SQUARE_FACE	0.43083487223150374	0.3	1.0
HP_CEREBELLAR_VERMIS_ATROPHY	0.4308332212618244	0.1	1.0
TONKS_TARGETS_OF_RUNX1_RUNX1T1_FUSION_SUSTAINED_IN_MONOCYTE_DN	0.43075462543513465	0.2	1.0
GOMF_TFIID_CLASS_TRANSCRIPTION_FACTOR_COMPLEX_BINDING	0.43069814861323996	0.4	1.0
GOBP_NEGATIVE_REGULATION_OF_ERBB_SIGNALING_PATHWAY	0.43068796859869607	0.1	1.0
WP_INTERLEUKIN11_SIGNALING_PATHWAY	0.4306850992894134	0.1	1.0
WP_ETHANOL_EFFECTS_ON_HISTONE_MODIFICATIONS	0.4306587272928102	0.1	1.0
GOMF_SULFATIDE_BINDING	0.43057656787486925	0.3	1.0
IPA_IRF9_DN	0.4305317039640836	0.6	1.0
BIOCARTA_GSK3_PATHWAY	0.4305296108135106	0.1	1.0
GOBP_BERGMANN_GLIAL_CELL_DIFFERENTIATION	0.4304549372545611	0.4	1.0
GOBP_LIPID_IMPORT_INTO_CELL	0.4304536712605771	0.1	1.0
GOMF_JUN_KINASE_BINDING	0.4304518080183487	0.3	1.0
HP_FOCAL_AWARE_SEIZURE	0.43044915246302984	0.1	1.0
GOBP_NEGATIVE_REGULATION_OF_TISSUE_REMODELING	0.43043660725854715	0.1	1.0
GOMF_PHOSPHATIDYLINOSITOL_N_ACETYLGLUCOSAMINYLTRANSFERASE_ACTIVITY	0.4302354412506776	0.4	1.0
LOPEZ_MESOTELIOMA_SURVIVAL_TIME_DN	0.43022970980542985	0.4	1.0
FRANCO_BLOOD_SANOFI_PASTEUR_SA_INACTIVATED_INFLUENZA_VACCINE_CORRELATED_WITH_ANTIBODY_RESPONSE_AGE_18_40YO_14DY_POSITIVE	0.43004961958488186	0.1	1.0
GOBP_REGULATION_OF_BLOOD_BRAIN_BARRIER_PERMEABILITY	0.4299846372560343	0.6	1.0
BIOCARTA_PDZS_PATHWAY	0.4299762083196466	0.1	1.0
REACTOME_ACETYLCHOLINE_REGULATES_INSULIN_SECRETION	0.4299410078999286	0.3	1.0
GOBP_POSITIVE_REGULATION_OF_NATURAL_KILLER_CELL_PROLIFERATION	0.4299278514437836	0.3	1.0
HP_PES_VALGUS	0.42989459815332565	0.1	1.0
MIR101_2_5P	0.4298942780812776	0.3	1.0
HP_CHORIORETINAL_HYPOPIGMENTATION	0.4298721040502999	0.5	1.0
HP_ABNORMAL_RIB_OSSIFICATION	0.4297986415001387	0.4	1.0
GOBP_REGULATION_OF_NATURAL_KILLER_CELL_ACTIVATION	0.4296739260563902	0.1	1.0
GOBP_POSITIVE_REGULATION_OF_ACTIN_FILAMENT_DEPOLYMERIZATION	0.42957024729913457	0.1	1.0
GOBP_PEPTIDE_CROSS_LINKING_VIA_CHONDROITIN_4_SULFATE_GLYCOSAMINOGLYCAN	0.42951481779150585	0.3	1.0
GOBP_LYSOSOMAL_MEMBRANE_ORGANIZATION	0.4294781555139006	0.6	1.0
HP_ABNORMAL_4TH_FINGER_MORPHOLOGY	0.4294494582196219	0.5	1.0
GOBP_LAMELLIPODIUM_MORPHOGENESIS	0.4293498472265687	0.1	1.0
HP_ASYMMETRY_OF_THE_EARS	0.4293202733673873	0.5	1.0
GOBP_RETROGRADE_NEURONAL_DENSE_CORE_VESICLE_TRANSPORT	0.4292583626138773	0.4	1.0
KIM_PTEN_TARGETS_UP	0.42925197969801787	0.1	1.0
GOMF_HISTONE_DEMETHYLASE_ACTIVITY_H3_K9_SPECIFIC	0.4292170341246466	0.1	1.0
GOBP_MONOCYTE_EXTRAVASATION	0.4290327627906287	0.3	1.0
PID_ALPHA_SYNUCLEIN_PATHWAY	0.428998654204359	0.1	1.0
HARALAMBIEVA_PBMC_M_M_R_II_AGE_13_16YO_STIMULATED_VS_UNSTIMULATED_3_TO_7YR_POST_TOP_DEG_UP	0.4289729044325516	0.1	1.0
GOBP_REPLICATION_BORN_DOUBLE_STRAND_BREAK_REPAIR_VIA_SISTER_CHROMATID_EXCHANGE	0.4289412824094363	0.4	1.0
GOBP_NEGATIVE_REGULATION_OF_PROTEIN_IMPORT	0.42877916451644527	0.3	1.0
LEE_DOUBLE_POLAR_THYMOCYTE	0.42877831626129204	0.1	1.0
REACTOME_PROTON_COUPLED_MONOCARBOXYLATE_TRANSPORT	0.4286934325749071	0.6	1.0
GOMF_3_CHLOROALLYL_ALDEHYDE_DEHYDROGENASE_ACTIVITY	0.4286514960594912	0.5	1.0
GOBP_RETROGRADE_VESICLE_MEDIATED_TRANSPORT_GOLGI_TO_ENDOPLASMIC_RETICULUM	0.42859911030247955	0.1	1.0
